"","Consumer_Class","Consumer_Order","Consumer_Family","Consumer_Genus","Consumer_Species","Resource_Class","Resource_Order","Resource_Family","Resource_Genus","Resource_Species"
"1580","Aves","Passeriformes","Sturnidae","Lamprotornis","Lamprotornis hildebrandti","Reptilia","Squamata","Scincidae","Eumecia","Eumecia anchietae"
"1581","Aves","Passeriformes","Sturnidae","Lamprotornis","Lamprotornis hildebrandti","Reptilia","Squamata","Scincidae","Mochlus","Mochlus sundevallii"
"1582","Aves","Passeriformes","Sturnidae","Lamprotornis","Lamprotornis hildebrandti","Reptilia","Squamata","Scincidae","Trachylepis","Trachylepis maculilabris"
"1583","Aves","Passeriformes","Sturnidae","Lamprotornis","Lamprotornis hildebrandti","Reptilia","Squamata","Scincidae","Trachylepis","Trachylepis striata"
"1584","Aves","Passeriformes","Sturnidae","Lamprotornis","Lamprotornis hildebrandti","Reptilia","Squamata","Scincidae","Trachylepis","Trachylepis varia"
"1585","Aves","Piciformes","Indicatoridae","Indicator","Indicator indicator","Reptilia","Squamata","Agamidae","Acanthocercus","Acanthocercus atricollis"
"1586","Aves","Piciformes","Indicatoridae","Indicator","Indicator indicator","Reptilia","Squamata","Agamidae","Agama","Agama mwanzae"
"1587","Aves","Piciformes","Indicatoridae","Indicator","Indicator indicator","Reptilia","Squamata","Chamaeleonidae","Chamaeleo","Chamaeleo anchietae"
"1588","Aves","Piciformes","Indicatoridae","Indicator","Indicator indicator","Reptilia","Squamata","Chamaeleonidae","Chamaeleo","Chamaeleo dilepis"
"1589","Aves","Piciformes","Indicatoridae","Indicator","Indicator indicator","Reptilia","Squamata","Gekkonidae","Chondrodactylus","Chondrodactylus turneri"
"1590","Aves","Piciformes","Indicatoridae","Indicator","Indicator indicator","Reptilia","Squamata","Gekkonidae","Hemidactylus","Hemidactylus brookii"
"1591","Aves","Piciformes","Indicatoridae","Indicator","Indicator indicator","Reptilia","Squamata","Gekkonidae","Hemidactylus","Hemidactylus mabouia"
"1592","Aves","Piciformes","Indicatoridae","Indicator","Indicator indicator","Reptilia","Squamata","Gekkonidae","Hemidactylus","Hemidactylus squamulatus"
"1593","Aves","Piciformes","Indicatoridae","Indicator","Indicator indicator","Reptilia","Squamata","Gekkonidae","Homopholis","Homopholis fasciata"
"1594","Aves","Piciformes","Indicatoridae","Indicator","Indicator indicator","Reptilia","Squamata","Gekkonidae","Lygodactylus","Lygodactylus capensis"
"1595","Aves","Piciformes","Indicatoridae","Indicator","Indicator indicator","Reptilia","Squamata","Gekkonidae","Lygodactylus","Lygodactylus manni"
"1596","Aves","Piciformes","Indicatoridae","Indicator","Indicator indicator","Reptilia","Squamata","Lacertidae","Heliobolus","Heliobolus spekii"
"1597","Aves","Piciformes","Indicatoridae","Indicator","Indicator indicator","Reptilia","Squamata","Lacertidae","Nucras","Nucras boulengeri"
"1598","Aves","Piciformes","Indicatoridae","Indicator","Indicator indicator","Reptilia","Squamata","Scincidae","Eumecia","Eumecia anchietae"
"1599","Aves","Piciformes","Indicatoridae","Indicator","Indicator indicator","Reptilia","Squamata","Scincidae","Mochlus","Mochlus sundevallii"
"1600","Aves","Piciformes","Indicatoridae","Indicator","Indicator indicator","Reptilia","Squamata","Scincidae","Trachylepis","Trachylepis maculilabris"
"1601","Aves","Piciformes","Indicatoridae","Indicator","Indicator indicator","Reptilia","Squamata","Scincidae","Trachylepis","Trachylepis striata"
"1602","Aves","Piciformes","Indicatoridae","Indicator","Indicator indicator","Reptilia","Squamata","Scincidae","Trachylepis","Trachylepis varia"
"1603","Aves","Piciformes","Picidae","Dendropicos","Dendropicos goertae","Reptilia","Squamata","Agamidae","Acanthocercus","Acanthocercus atricollis"
"1604","Aves","Piciformes","Picidae","Dendropicos","Dendropicos goertae","Reptilia","Squamata","Agamidae","Agama","Agama mwanzae"
"1605","Aves","Piciformes","Picidae","Dendropicos","Dendropicos goertae","Reptilia","Squamata","Chamaeleonidae","Chamaeleo","Chamaeleo anchietae"
"1606","Aves","Piciformes","Picidae","Dendropicos","Dendropicos goertae","Reptilia","Squamata","Chamaeleonidae","Chamaeleo","Chamaeleo dilepis"
"1607","Aves","Piciformes","Picidae","Dendropicos","Dendropicos goertae","Reptilia","Squamata","Gekkonidae","Chondrodactylus","Chondrodactylus turneri"
"1608","Aves","Piciformes","Picidae","Dendropicos","Dendropicos goertae","Reptilia","Squamata","Gekkonidae","Hemidactylus","Hemidactylus brookii"
"1609","Aves","Piciformes","Picidae","Dendropicos","Dendropicos goertae","Reptilia","Squamata","Gekkonidae","Hemidactylus","Hemidactylus mabouia"
"1610","Aves","Piciformes","Picidae","Dendropicos","Dendropicos goertae","Reptilia","Squamata","Gekkonidae","Hemidactylus","Hemidactylus squamulatus"
"1611","Aves","Piciformes","Picidae","Dendropicos","Dendropicos goertae","Reptilia","Squamata","Gekkonidae","Homopholis","Homopholis fasciata"
"1612","Aves","Piciformes","Picidae","Dendropicos","Dendropicos goertae","Reptilia","Squamata","Gekkonidae","Lygodactylus","Lygodactylus capensis"
"1613","Aves","Piciformes","Picidae","Dendropicos","Dendropicos goertae","Reptilia","Squamata","Gekkonidae","Lygodactylus","Lygodactylus manni"
"1614","Aves","Piciformes","Picidae","Dendropicos","Dendropicos goertae","Reptilia","Squamata","Lacertidae","Heliobolus","Heliobolus spekii"
"1615","Aves","Piciformes","Picidae","Dendropicos","Dendropicos goertae","Reptilia","Squamata","Lacertidae","Nucras","Nucras boulengeri"
"1616","Aves","Piciformes","Picidae","Dendropicos","Dendropicos goertae","Reptilia","Squamata","Scincidae","Eumecia","Eumecia anchietae"
"1617","Aves","Piciformes","Picidae","Dendropicos","Dendropicos goertae","Reptilia","Squamata","Scincidae","Mochlus","Mochlus sundevallii"
"1618","Aves","Piciformes","Picidae","Dendropicos","Dendropicos goertae","Reptilia","Squamata","Scincidae","Trachylepis","Trachylepis maculilabris"
"1619","Aves","Piciformes","Picidae","Dendropicos","Dendropicos goertae","Reptilia","Squamata","Scincidae","Trachylepis","Trachylepis striata"
"1620","Aves","Piciformes","Picidae","Dendropicos","Dendropicos goertae","Reptilia","Squamata","Scincidae","Trachylepis","Trachylepis varia"
"1621","Mammalia","Lagomorpha","Leporidae","Lepus","Lepus capensis","Mammalia","Lagomorpha","Leporidae","Lepus","Lepus capensis"
"1622","Mammalia","Lagomorpha","Leporidae","Lepus","Lepus capensis","Mammalia","Macroscelidea","Macroscelididae","Elephantulus","Elephantulus rufescens"
"1623","Mammalia","Lagomorpha","Leporidae","Lepus","Lepus capensis","Mammalia","Rodentia","Bathyergidae","Heliophobius","Heliophobius argenteocinereus"
"1624","Mammalia","Lagomorpha","Leporidae","Lepus","Lepus capensis","Mammalia","Rodentia","Gliridae","Graphiurus","Graphiurus murinus"
"1625","Mammalia","Lagomorpha","Leporidae","Lepus","Lepus capensis","Mammalia","Rodentia","Muridae","Acomys","Acomys wilsoni"
"1626","Mammalia","Lagomorpha","Leporidae","Lepus","Lepus capensis","Mammalia","Rodentia","Muridae","Aethomys","Aethomys chrysophilus"
"1627","Mammalia","Lagomorpha","Leporidae","Lepus","Lepus capensis","Mammalia","Rodentia","Muridae","Aethomys","Aethomys kaiseri"
"1628","Mammalia","Lagomorpha","Leporidae","Lepus","Lepus capensis","Mammalia","Rodentia","Muridae","Arvicanthis","Arvicanthis niloticus"
"1629","Mammalia","Lagomorpha","Leporidae","Lepus","Lepus capensis","Mammalia","Rodentia","Muridae","Dipodillus","Dipodillus harwoodi"
"1630","Mammalia","Lagomorpha","Leporidae","Lepus","Lepus capensis","Mammalia","Rodentia","Muridae","Gerbilliscus","Gerbilliscus robustus"
"1631","Mammalia","Lagomorpha","Leporidae","Lepus","Lepus capensis","Mammalia","Rodentia","Muridae","Grammomys","Grammomys dolichurus"
"1632","Mammalia","Lagomorpha","Leporidae","Lepus","Lepus capensis","Mammalia","Rodentia","Muridae","Lemniscomys","Lemniscomys barbarus"
"1633","Mammalia","Lagomorpha","Leporidae","Lepus","Lepus capensis","Mammalia","Rodentia","Muridae","Lemniscomys","Lemniscomys griselda"
"1634","Mammalia","Lagomorpha","Leporidae","Lepus","Lepus capensis","Mammalia","Rodentia","Muridae","Lemniscomys","Lemniscomys striatus"
"1635","Mammalia","Lagomorpha","Leporidae","Lepus","Lepus capensis","Mammalia","Rodentia","Muridae","Mastomys","Mastomys natalensis"
"1636","Mammalia","Lagomorpha","Leporidae","Lepus","Lepus capensis","Mammalia","Rodentia","Muridae","Mus","Mus minutoides"
"1637","Mammalia","Lagomorpha","Leporidae","Lepus","Lepus capensis","Mammalia","Rodentia","Muridae","Mus","Mus musculus"
"1638","Mammalia","Lagomorpha","Leporidae","Lepus","Lepus capensis","Mammalia","Rodentia","Muridae","Otomys","Otomys angoniensis"
"1639","Mammalia","Lagomorpha","Leporidae","Lepus","Lepus capensis","Mammalia","Rodentia","Muridae","Rattus","Rattus rattus"
"1640","Mammalia","Lagomorpha","Leporidae","Lepus","Lepus capensis","Mammalia","Rodentia","Muridae","Rhabdomys","Rhabdomys pumilio"
"1641","Mammalia","Lagomorpha","Leporidae","Lepus","Lepus capensis","Mammalia","Rodentia","Muridae","Thallomys","Thallomys paedulcus"
"1642","Mammalia","Lagomorpha","Leporidae","Lepus","Lepus capensis","Mammalia","Rodentia","Muridae","Zelotomys","Zelotomys hildegardeae"
"1643","Mammalia","Lagomorpha","Leporidae","Lepus","Lepus capensis","Mammalia","Rodentia","Nesomyidae","Dendromus","Dendromus melanotis"
"1644","Mammalia","Lagomorpha","Leporidae","Lepus","Lepus capensis","Mammalia","Rodentia","Nesomyidae","Saccostomus","Saccostomus campestris"
"1645","Mammalia","Lagomorpha","Leporidae","Lepus","Lepus capensis","Mammalia","Rodentia","Nesomyidae","Steatomys","Steatomys pratensis"
"1646","Mammalia","Lagomorpha","Leporidae","Lepus","Lepus capensis","Mammalia","Rodentia","Pedetidae","Pedetes","Pedetes capensis"
"1647","Mammalia","Lagomorpha","Leporidae","Lepus","Lepus capensis","Mammalia","Rodentia","Spalacidae","Tachyoryctes","Tachyoryctes splendens"
"1648","Mammalia","Lagomorpha","Leporidae","Lepus","Lepus capensis","Mammalia","Rodentia","Thryonomyidae","Thryonomys","Thryonomys gregorianus"
"1649","Mammalia","Lagomorpha","Leporidae","Lepus","Lepus capensis","Mammalia","Rodentia","Thryonomyidae","Thryonomys","Thryonomys swinderianus"
"1650","Mammalia","Macroscelidea","Macroscelididae","Elephantulus","Elephantulus rufescens","Mammalia","Lagomorpha","Leporidae","Lepus","Lepus capensis"
"1651","Mammalia","Macroscelidea","Macroscelididae","Elephantulus","Elephantulus rufescens","Mammalia","Macroscelidea","Macroscelididae","Elephantulus","Elephantulus rufescens"
"1652","Mammalia","Macroscelidea","Macroscelididae","Elephantulus","Elephantulus rufescens","Mammalia","Rodentia","Bathyergidae","Heliophobius","Heliophobius argenteocinereus"
"1653","Mammalia","Macroscelidea","Macroscelididae","Elephantulus","Elephantulus rufescens","Mammalia","Rodentia","Gliridae","Graphiurus","Graphiurus murinus"
"1654","Mammalia","Macroscelidea","Macroscelididae","Elephantulus","Elephantulus rufescens","Mammalia","Rodentia","Muridae","Acomys","Acomys wilsoni"
"1655","Mammalia","Macroscelidea","Macroscelididae","Elephantulus","Elephantulus rufescens","Mammalia","Rodentia","Muridae","Aethomys","Aethomys chrysophilus"
"1656","Mammalia","Macroscelidea","Macroscelididae","Elephantulus","Elephantulus rufescens","Mammalia","Rodentia","Muridae","Aethomys","Aethomys kaiseri"
"1657","Mammalia","Macroscelidea","Macroscelididae","Elephantulus","Elephantulus rufescens","Mammalia","Rodentia","Muridae","Arvicanthis","Arvicanthis niloticus"
"1658","Mammalia","Macroscelidea","Macroscelididae","Elephantulus","Elephantulus rufescens","Mammalia","Rodentia","Muridae","Dipodillus","Dipodillus harwoodi"
"1659","Mammalia","Macroscelidea","Macroscelididae","Elephantulus","Elephantulus rufescens","Mammalia","Rodentia","Muridae","Gerbilliscus","Gerbilliscus robustus"
"1660","Mammalia","Macroscelidea","Macroscelididae","Elephantulus","Elephantulus rufescens","Mammalia","Rodentia","Muridae","Grammomys","Grammomys dolichurus"
"1661","Mammalia","Macroscelidea","Macroscelididae","Elephantulus","Elephantulus rufescens","Mammalia","Rodentia","Muridae","Lemniscomys","Lemniscomys barbarus"
"1662","Mammalia","Macroscelidea","Macroscelididae","Elephantulus","Elephantulus rufescens","Mammalia","Rodentia","Muridae","Lemniscomys","Lemniscomys griselda"
"1663","Mammalia","Macroscelidea","Macroscelididae","Elephantulus","Elephantulus rufescens","Mammalia","Rodentia","Muridae","Lemniscomys","Lemniscomys striatus"
"1664","Mammalia","Macroscelidea","Macroscelididae","Elephantulus","Elephantulus rufescens","Mammalia","Rodentia","Muridae","Mastomys","Mastomys natalensis"
"1665","Mammalia","Macroscelidea","Macroscelididae","Elephantulus","Elephantulus rufescens","Mammalia","Rodentia","Muridae","Mus","Mus minutoides"
"1666","Mammalia","Macroscelidea","Macroscelididae","Elephantulus","Elephantulus rufescens","Mammalia","Rodentia","Muridae","Mus","Mus musculus"
"1667","Mammalia","Macroscelidea","Macroscelididae","Elephantulus","Elephantulus rufescens","Mammalia","Rodentia","Muridae","Otomys","Otomys angoniensis"
"1668","Mammalia","Macroscelidea","Macroscelididae","Elephantulus","Elephantulus rufescens","Mammalia","Rodentia","Muridae","Rattus","Rattus rattus"
"1669","Mammalia","Macroscelidea","Macroscelididae","Elephantulus","Elephantulus rufescens","Mammalia","Rodentia","Muridae","Rhabdomys","Rhabdomys pumilio"
"1670","Mammalia","Macroscelidea","Macroscelididae","Elephantulus","Elephantulus rufescens","Mammalia","Rodentia","Muridae","Thallomys","Thallomys paedulcus"
"1671","Mammalia","Macroscelidea","Macroscelididae","Elephantulus","Elephantulus rufescens","Mammalia","Rodentia","Muridae","Zelotomys","Zelotomys hildegardeae"
"1672","Mammalia","Macroscelidea","Macroscelididae","Elephantulus","Elephantulus rufescens","Mammalia","Rodentia","Nesomyidae","Dendromus","Dendromus melanotis"
"1673","Mammalia","Macroscelidea","Macroscelididae","Elephantulus","Elephantulus rufescens","Mammalia","Rodentia","Nesomyidae","Saccostomus","Saccostomus campestris"
"1674","Mammalia","Macroscelidea","Macroscelididae","Elephantulus","Elephantulus rufescens","Mammalia","Rodentia","Nesomyidae","Steatomys","Steatomys pratensis"
"1675","Mammalia","Macroscelidea","Macroscelididae","Elephantulus","Elephantulus rufescens","Mammalia","Rodentia","Pedetidae","Pedetes","Pedetes capensis"
"1676","Mammalia","Macroscelidea","Macroscelididae","Elephantulus","Elephantulus rufescens","Mammalia","Rodentia","Spalacidae","Tachyoryctes","Tachyoryctes splendens"
"1677","Mammalia","Macroscelidea","Macroscelididae","Elephantulus","Elephantulus rufescens","Mammalia","Rodentia","Thryonomyidae","Thryonomys","Thryonomys gregorianus"
"1678","Mammalia","Macroscelidea","Macroscelididae","Elephantulus","Elephantulus rufescens","Mammalia","Rodentia","Thryonomyidae","Thryonomys","Thryonomys swinderianus"
"1679","Mammalia","Rodentia","Bathyergidae","Heliophobius","Heliophobius argenteocinereus","Mammalia","Lagomorpha","Leporidae","Lepus","Lepus capensis"
"1680","Mammalia","Rodentia","Bathyergidae","Heliophobius","Heliophobius argenteocinereus","Mammalia","Macroscelidea","Macroscelididae","Elephantulus","Elephantulus rufescens"
"1681","Mammalia","Rodentia","Bathyergidae","Heliophobius","Heliophobius argenteocinereus","Mammalia","Rodentia","Bathyergidae","Heliophobius","Heliophobius argenteocinereus"
"1682","Mammalia","Rodentia","Bathyergidae","Heliophobius","Heliophobius argenteocinereus","Mammalia","Rodentia","Gliridae","Graphiurus","Graphiurus murinus"
"1683","Mammalia","Rodentia","Bathyergidae","Heliophobius","Heliophobius argenteocinereus","Mammalia","Rodentia","Muridae","Acomys","Acomys wilsoni"
"1684","Mammalia","Rodentia","Bathyergidae","Heliophobius","Heliophobius argenteocinereus","Mammalia","Rodentia","Muridae","Aethomys","Aethomys chrysophilus"
"1685","Mammalia","Rodentia","Bathyergidae","Heliophobius","Heliophobius argenteocinereus","Mammalia","Rodentia","Muridae","Aethomys","Aethomys kaiseri"
"1686","Mammalia","Rodentia","Bathyergidae","Heliophobius","Heliophobius argenteocinereus","Mammalia","Rodentia","Muridae","Arvicanthis","Arvicanthis niloticus"
"1687","Mammalia","Rodentia","Bathyergidae","Heliophobius","Heliophobius argenteocinereus","Mammalia","Rodentia","Muridae","Dipodillus","Dipodillus harwoodi"
"1688","Mammalia","Rodentia","Bathyergidae","Heliophobius","Heliophobius argenteocinereus","Mammalia","Rodentia","Muridae","Gerbilliscus","Gerbilliscus robustus"
"1689","Mammalia","Rodentia","Bathyergidae","Heliophobius","Heliophobius argenteocinereus","Mammalia","Rodentia","Muridae","Grammomys","Grammomys dolichurus"
"1690","Mammalia","Rodentia","Bathyergidae","Heliophobius","Heliophobius argenteocinereus","Mammalia","Rodentia","Muridae","Lemniscomys","Lemniscomys barbarus"
"1691","Mammalia","Rodentia","Bathyergidae","Heliophobius","Heliophobius argenteocinereus","Mammalia","Rodentia","Muridae","Lemniscomys","Lemniscomys griselda"
"1692","Mammalia","Rodentia","Bathyergidae","Heliophobius","Heliophobius argenteocinereus","Mammalia","Rodentia","Muridae","Lemniscomys","Lemniscomys striatus"
"1693","Mammalia","Rodentia","Bathyergidae","Heliophobius","Heliophobius argenteocinereus","Mammalia","Rodentia","Muridae","Mastomys","Mastomys natalensis"
"1694","Mammalia","Rodentia","Bathyergidae","Heliophobius","Heliophobius argenteocinereus","Mammalia","Rodentia","Muridae","Mus","Mus minutoides"
"1695","Mammalia","Rodentia","Bathyergidae","Heliophobius","Heliophobius argenteocinereus","Mammalia","Rodentia","Muridae","Mus","Mus musculus"
"1696","Mammalia","Rodentia","Bathyergidae","Heliophobius","Heliophobius argenteocinereus","Mammalia","Rodentia","Muridae","Otomys","Otomys angoniensis"
"1697","Mammalia","Rodentia","Bathyergidae","Heliophobius","Heliophobius argenteocinereus","Mammalia","Rodentia","Muridae","Rattus","Rattus rattus"
"1698","Mammalia","Rodentia","Bathyergidae","Heliophobius","Heliophobius argenteocinereus","Mammalia","Rodentia","Muridae","Rhabdomys","Rhabdomys pumilio"
"1699","Mammalia","Rodentia","Bathyergidae","Heliophobius","Heliophobius argenteocinereus","Mammalia","Rodentia","Muridae","Thallomys","Thallomys paedulcus"
"1700","Mammalia","Rodentia","Bathyergidae","Heliophobius","Heliophobius argenteocinereus","Mammalia","Rodentia","Muridae","Zelotomys","Zelotomys hildegardeae"
"1701","Mammalia","Rodentia","Bathyergidae","Heliophobius","Heliophobius argenteocinereus","Mammalia","Rodentia","Nesomyidae","Dendromus","Dendromus melanotis"
"1702","Mammalia","Rodentia","Bathyergidae","Heliophobius","Heliophobius argenteocinereus","Mammalia","Rodentia","Nesomyidae","Saccostomus","Saccostomus campestris"
"1703","Mammalia","Rodentia","Bathyergidae","Heliophobius","Heliophobius argenteocinereus","Mammalia","Rodentia","Nesomyidae","Steatomys","Steatomys pratensis"
"1704","Mammalia","Rodentia","Bathyergidae","Heliophobius","Heliophobius argenteocinereus","Mammalia","Rodentia","Pedetidae","Pedetes","Pedetes capensis"
"1705","Mammalia","Rodentia","Bathyergidae","Heliophobius","Heliophobius argenteocinereus","Mammalia","Rodentia","Spalacidae","Tachyoryctes","Tachyoryctes splendens"
"1706","Mammalia","Rodentia","Bathyergidae","Heliophobius","Heliophobius argenteocinereus","Mammalia","Rodentia","Thryonomyidae","Thryonomys","Thryonomys gregorianus"
"1707","Mammalia","Rodentia","Bathyergidae","Heliophobius","Heliophobius argenteocinereus","Mammalia","Rodentia","Thryonomyidae","Thryonomys","Thryonomys swinderianus"
"1708","Mammalia","Rodentia","Gliridae","Graphiurus","Graphiurus murinus","Mammalia","Lagomorpha","Leporidae","Lepus","Lepus capensis"
"1709","Mammalia","Rodentia","Gliridae","Graphiurus","Graphiurus murinus","Mammalia","Macroscelidea","Macroscelididae","Elephantulus","Elephantulus rufescens"
"1710","Mammalia","Rodentia","Gliridae","Graphiurus","Graphiurus murinus","Mammalia","Rodentia","Bathyergidae","Heliophobius","Heliophobius argenteocinereus"
"1711","Mammalia","Rodentia","Gliridae","Graphiurus","Graphiurus murinus","Mammalia","Rodentia","Gliridae","Graphiurus","Graphiurus murinus"
"1712","Mammalia","Rodentia","Gliridae","Graphiurus","Graphiurus murinus","Mammalia","Rodentia","Muridae","Acomys","Acomys wilsoni"
"1713","Mammalia","Rodentia","Gliridae","Graphiurus","Graphiurus murinus","Mammalia","Rodentia","Muridae","Aethomys","Aethomys chrysophilus"
"1714","Mammalia","Rodentia","Gliridae","Graphiurus","Graphiurus murinus","Mammalia","Rodentia","Muridae","Aethomys","Aethomys kaiseri"
"1715","Mammalia","Rodentia","Gliridae","Graphiurus","Graphiurus murinus","Mammalia","Rodentia","Muridae","Arvicanthis","Arvicanthis niloticus"
"1716","Mammalia","Rodentia","Gliridae","Graphiurus","Graphiurus murinus","Mammalia","Rodentia","Muridae","Dipodillus","Dipodillus harwoodi"
"1717","Mammalia","Rodentia","Gliridae","Graphiurus","Graphiurus murinus","Mammalia","Rodentia","Muridae","Gerbilliscus","Gerbilliscus robustus"
"1718","Mammalia","Rodentia","Gliridae","Graphiurus","Graphiurus murinus","Mammalia","Rodentia","Muridae","Grammomys","Grammomys dolichurus"
"1719","Mammalia","Rodentia","Gliridae","Graphiurus","Graphiurus murinus","Mammalia","Rodentia","Muridae","Lemniscomys","Lemniscomys barbarus"
"1720","Mammalia","Rodentia","Gliridae","Graphiurus","Graphiurus murinus","Mammalia","Rodentia","Muridae","Lemniscomys","Lemniscomys griselda"
"1721","Mammalia","Rodentia","Gliridae","Graphiurus","Graphiurus murinus","Mammalia","Rodentia","Muridae","Lemniscomys","Lemniscomys striatus"
"1722","Mammalia","Rodentia","Gliridae","Graphiurus","Graphiurus murinus","Mammalia","Rodentia","Muridae","Mastomys","Mastomys natalensis"
"1723","Mammalia","Rodentia","Gliridae","Graphiurus","Graphiurus murinus","Mammalia","Rodentia","Muridae","Mus","Mus minutoides"
"1724","Mammalia","Rodentia","Gliridae","Graphiurus","Graphiurus murinus","Mammalia","Rodentia","Muridae","Mus","Mus musculus"
"1725","Mammalia","Rodentia","Gliridae","Graphiurus","Graphiurus murinus","Mammalia","Rodentia","Muridae","Otomys","Otomys angoniensis"
"1726","Mammalia","Rodentia","Gliridae","Graphiurus","Graphiurus murinus","Mammalia","Rodentia","Muridae","Rattus","Rattus rattus"
"1727","Mammalia","Rodentia","Gliridae","Graphiurus","Graphiurus murinus","Mammalia","Rodentia","Muridae","Rhabdomys","Rhabdomys pumilio"
"1728","Mammalia","Rodentia","Gliridae","Graphiurus","Graphiurus murinus","Mammalia","Rodentia","Muridae","Thallomys","Thallomys paedulcus"
"1729","Mammalia","Rodentia","Gliridae","Graphiurus","Graphiurus murinus","Mammalia","Rodentia","Muridae","Zelotomys","Zelotomys hildegardeae"
"1730","Mammalia","Rodentia","Gliridae","Graphiurus","Graphiurus murinus","Mammalia","Rodentia","Nesomyidae","Dendromus","Dendromus melanotis"
"1731","Mammalia","Rodentia","Gliridae","Graphiurus","Graphiurus murinus","Mammalia","Rodentia","Nesomyidae","Saccostomus","Saccostomus campestris"
"1732","Mammalia","Rodentia","Gliridae","Graphiurus","Graphiurus murinus","Mammalia","Rodentia","Nesomyidae","Steatomys","Steatomys pratensis"
"1733","Mammalia","Rodentia","Gliridae","Graphiurus","Graphiurus murinus","Mammalia","Rodentia","Pedetidae","Pedetes","Pedetes capensis"
"1734","Mammalia","Rodentia","Gliridae","Graphiurus","Graphiurus murinus","Mammalia","Rodentia","Spalacidae","Tachyoryctes","Tachyoryctes splendens"
"1735","Mammalia","Rodentia","Gliridae","Graphiurus","Graphiurus murinus","Mammalia","Rodentia","Thryonomyidae","Thryonomys","Thryonomys gregorianus"
"1736","Mammalia","Rodentia","Gliridae","Graphiurus","Graphiurus murinus","Mammalia","Rodentia","Thryonomyidae","Thryonomys","Thryonomys swinderianus"
"1737","Mammalia","Rodentia","Muridae","Acomys","Acomys wilsoni","Mammalia","Lagomorpha","Leporidae","Lepus","Lepus capensis"
"1738","Mammalia","Rodentia","Muridae","Acomys","Acomys wilsoni","Mammalia","Macroscelidea","Macroscelididae","Elephantulus","Elephantulus rufescens"
"1739","Mammalia","Rodentia","Muridae","Acomys","Acomys wilsoni","Mammalia","Rodentia","Bathyergidae","Heliophobius","Heliophobius argenteocinereus"
"1740","Mammalia","Rodentia","Muridae","Acomys","Acomys wilsoni","Mammalia","Rodentia","Gliridae","Graphiurus","Graphiurus murinus"
"1741","Mammalia","Rodentia","Muridae","Acomys","Acomys wilsoni","Mammalia","Rodentia","Muridae","Acomys","Acomys wilsoni"
"1742","Mammalia","Rodentia","Muridae","Acomys","Acomys wilsoni","Mammalia","Rodentia","Muridae","Aethomys","Aethomys chrysophilus"
"1743","Mammalia","Rodentia","Muridae","Acomys","Acomys wilsoni","Mammalia","Rodentia","Muridae","Aethomys","Aethomys kaiseri"
"1744","Mammalia","Rodentia","Muridae","Acomys","Acomys wilsoni","Mammalia","Rodentia","Muridae","Arvicanthis","Arvicanthis niloticus"
"1745","Mammalia","Rodentia","Muridae","Acomys","Acomys wilsoni","Mammalia","Rodentia","Muridae","Dipodillus","Dipodillus harwoodi"
"1746","Mammalia","Rodentia","Muridae","Acomys","Acomys wilsoni","Mammalia","Rodentia","Muridae","Gerbilliscus","Gerbilliscus robustus"
"1747","Mammalia","Rodentia","Muridae","Acomys","Acomys wilsoni","Mammalia","Rodentia","Muridae","Grammomys","Grammomys dolichurus"
"1748","Mammalia","Rodentia","Muridae","Acomys","Acomys wilsoni","Mammalia","Rodentia","Muridae","Lemniscomys","Lemniscomys barbarus"
"1749","Mammalia","Rodentia","Muridae","Acomys","Acomys wilsoni","Mammalia","Rodentia","Muridae","Lemniscomys","Lemniscomys griselda"
"1750","Mammalia","Rodentia","Muridae","Acomys","Acomys wilsoni","Mammalia","Rodentia","Muridae","Lemniscomys","Lemniscomys striatus"
"1751","Mammalia","Rodentia","Muridae","Acomys","Acomys wilsoni","Mammalia","Rodentia","Muridae","Mastomys","Mastomys natalensis"
"1752","Mammalia","Rodentia","Muridae","Acomys","Acomys wilsoni","Mammalia","Rodentia","Muridae","Mus","Mus minutoides"
"1753","Mammalia","Rodentia","Muridae","Acomys","Acomys wilsoni","Mammalia","Rodentia","Muridae","Mus","Mus musculus"
"1754","Mammalia","Rodentia","Muridae","Acomys","Acomys wilsoni","Mammalia","Rodentia","Muridae","Otomys","Otomys angoniensis"
"1755","Mammalia","Rodentia","Muridae","Acomys","Acomys wilsoni","Mammalia","Rodentia","Muridae","Rattus","Rattus rattus"
"1756","Mammalia","Rodentia","Muridae","Acomys","Acomys wilsoni","Mammalia","Rodentia","Muridae","Rhabdomys","Rhabdomys pumilio"
"1757","Mammalia","Rodentia","Muridae","Acomys","Acomys wilsoni","Mammalia","Rodentia","Muridae","Thallomys","Thallomys paedulcus"
"1758","Mammalia","Rodentia","Muridae","Acomys","Acomys wilsoni","Mammalia","Rodentia","Muridae","Zelotomys","Zelotomys hildegardeae"
"1759","Mammalia","Rodentia","Muridae","Acomys","Acomys wilsoni","Mammalia","Rodentia","Nesomyidae","Dendromus","Dendromus melanotis"
"1760","Mammalia","Rodentia","Muridae","Acomys","Acomys wilsoni","Mammalia","Rodentia","Nesomyidae","Saccostomus","Saccostomus campestris"
"1761","Mammalia","Rodentia","Muridae","Acomys","Acomys wilsoni","Mammalia","Rodentia","Nesomyidae","Steatomys","Steatomys pratensis"
"1762","Mammalia","Rodentia","Muridae","Acomys","Acomys wilsoni","Mammalia","Rodentia","Pedetidae","Pedetes","Pedetes capensis"
