"","Consumer_Class","Consumer_Order","Consumer_Family","Consumer_Genus","Consumer_Species","Resource_Class","Resource_Order","Resource_Family","Resource_Genus","Resource_Species"
"3930","Aves","Coraciiformes","Coraciidae","Coracias","Coracias caudatus","Aves","Passeriformes","Motacillidae","Macronyx","Macronyx ameliae"
"3931","Aves","Coraciiformes","Coraciidae","Coracias","Coracias caudatus","Aves","Passeriformes","Motacillidae","Macronyx","Macronyx croceus"
"3932","Aves","Coraciiformes","Coraciidae","Coracias","Coracias caudatus","Aves","Passeriformes","Muscicapidae","Empidornis","Empidornis semipartitus"
"3933","Aves","Coraciiformes","Coraciidae","Coracias","Coracias caudatus","Aves","Passeriformes","Paridae","Parus","Parus fringillinus"
"3934","Aves","Coraciiformes","Coraciidae","Coracias","Coracias caudatus","Aves","Passeriformes","Passeridae","Passer","Passer motitensis"
"3935","Aves","Coraciiformes","Coraciidae","Coracias","Coracias caudatus","Aves","Passeriformes","Ploceidae","Anaplectes","Anaplectes rubriceps"
"3936","Aves","Coraciiformes","Coraciidae","Coracias","Coracias caudatus","Aves","Passeriformes","Ploceidae","Dinemellia","Dinemellia dinemelli"
"3937","Aves","Coraciiformes","Coraciidae","Coracias","Coracias caudatus","Aves","Passeriformes","Sturnidae","Lamprotornis","Lamprotornis hildebrandti"
"3938","Aves","Coraciiformes","Coraciidae","Coracias","Coracias caudatus","Aves","Piciformes","Indicatoridae","Indicator","Indicator indicator"
"3939","Aves","Coraciiformes","Coraciidae","Coracias","Coracias caudatus","Aves","Piciformes","Picidae","Dendropicos","Dendropicos goertae"
"3940","Aves","Falconiformes","Falconidae","Falco","Falco ardosiaceus","Aves","Bucerotiformes","Phoeniculidae","Phoeniculus","Phoeniculus purpureus"
"3941","Aves","Falconiformes","Falconidae","Falco","Falco ardosiaceus","Aves","Bucerotiformes","Upupidae","Upupa","Upupa epops"
"3942","Aves","Falconiformes","Falconidae","Falco","Falco ardosiaceus","Aves","Coraciiformes","Alcedinidae","Halcyon","Halcyon chelicuti"
"3943","Aves","Falconiformes","Falconidae","Falco","Falco ardosiaceus","Aves","Passeriformes","Cisticolidae","Eremomela","Eremomela icteropygialis"
"3944","Aves","Falconiformes","Falconidae","Falco","Falco ardosiaceus","Aves","Passeriformes","Dicruridae","Dicrurus","Dicrurus adsimilis"
"3945","Aves","Falconiformes","Falconidae","Falco","Falco ardosiaceus","Aves","Passeriformes","Dicruridae","Dicrurus","Dicrurus ludwigii"
"3946","Aves","Falconiformes","Falconidae","Falco","Falco ardosiaceus","Aves","Passeriformes","Laniidae","Eurocephalus","Eurocephalus anguitimens"
"3947","Aves","Falconiformes","Falconidae","Falco","Falco ardosiaceus","Aves","Passeriformes","Laniidae","Lanius","Lanius excubitoroides"
"3948","Aves","Falconiformes","Falconidae","Falco","Falco ardosiaceus","Aves","Passeriformes","Laniidae","Urolestes","Urolestes melanoleucus"
"3949","Aves","Falconiformes","Falconidae","Falco","Falco ardosiaceus","Aves","Passeriformes","Malaconotidae","Laniarius","Laniarius funebris"
"3950","Aves","Falconiformes","Falconidae","Falco","Falco ardosiaceus","Aves","Passeriformes","Malaconotidae","Nilaus","Nilaus afer"
"3951","Aves","Falconiformes","Falconidae","Falco","Falco ardosiaceus","Aves","Passeriformes","Malaconotidae","Tchagra","Tchagra australis"
"3952","Aves","Falconiformes","Falconidae","Falco","Falco ardosiaceus","Aves","Passeriformes","Motacillidae","Anthus","Anthus richardi"
"3953","Aves","Falconiformes","Falconidae","Falco","Falco ardosiaceus","Aves","Passeriformes","Motacillidae","Macronyx","Macronyx ameliae"
"3954","Aves","Falconiformes","Falconidae","Falco","Falco ardosiaceus","Aves","Passeriformes","Motacillidae","Macronyx","Macronyx croceus"
"3955","Aves","Falconiformes","Falconidae","Falco","Falco ardosiaceus","Aves","Passeriformes","Muscicapidae","Empidornis","Empidornis semipartitus"
"3956","Aves","Falconiformes","Falconidae","Falco","Falco ardosiaceus","Aves","Passeriformes","Paridae","Parus","Parus fringillinus"
"3957","Aves","Falconiformes","Falconidae","Falco","Falco ardosiaceus","Aves","Passeriformes","Passeridae","Passer","Passer motitensis"
"3958","Aves","Falconiformes","Falconidae","Falco","Falco ardosiaceus","Aves","Passeriformes","Ploceidae","Anaplectes","Anaplectes rubriceps"
"3959","Aves","Falconiformes","Falconidae","Falco","Falco ardosiaceus","Aves","Passeriformes","Ploceidae","Dinemellia","Dinemellia dinemelli"
"3960","Aves","Falconiformes","Falconidae","Falco","Falco ardosiaceus","Aves","Passeriformes","Sturnidae","Lamprotornis","Lamprotornis hildebrandti"
"3961","Aves","Falconiformes","Falconidae","Falco","Falco ardosiaceus","Aves","Piciformes","Indicatoridae","Indicator","Indicator indicator"
"3962","Aves","Falconiformes","Falconidae","Falco","Falco ardosiaceus","Aves","Piciformes","Picidae","Dendropicos","Dendropicos goertae"
"3963","Aves","Strigiformes","Strigidae","Glaucidium","Glaucidium perlatum","Aves","Bucerotiformes","Phoeniculidae","Phoeniculus","Phoeniculus purpureus"
"3964","Aves","Strigiformes","Strigidae","Glaucidium","Glaucidium perlatum","Aves","Bucerotiformes","Upupidae","Upupa","Upupa epops"
"3965","Aves","Strigiformes","Strigidae","Glaucidium","Glaucidium perlatum","Aves","Coraciiformes","Alcedinidae","Halcyon","Halcyon chelicuti"
"3966","Aves","Strigiformes","Strigidae","Glaucidium","Glaucidium perlatum","Aves","Passeriformes","Cisticolidae","Eremomela","Eremomela icteropygialis"
"3967","Aves","Strigiformes","Strigidae","Glaucidium","Glaucidium perlatum","Aves","Passeriformes","Dicruridae","Dicrurus","Dicrurus adsimilis"
"3968","Aves","Strigiformes","Strigidae","Glaucidium","Glaucidium perlatum","Aves","Passeriformes","Dicruridae","Dicrurus","Dicrurus ludwigii"
"3969","Aves","Strigiformes","Strigidae","Glaucidium","Glaucidium perlatum","Aves","Passeriformes","Laniidae","Eurocephalus","Eurocephalus anguitimens"
"3970","Aves","Strigiformes","Strigidae","Glaucidium","Glaucidium perlatum","Aves","Passeriformes","Laniidae","Lanius","Lanius excubitoroides"
"3971","Aves","Strigiformes","Strigidae","Glaucidium","Glaucidium perlatum","Aves","Passeriformes","Laniidae","Urolestes","Urolestes melanoleucus"
"3972","Aves","Strigiformes","Strigidae","Glaucidium","Glaucidium perlatum","Aves","Passeriformes","Malaconotidae","Laniarius","Laniarius funebris"
"3973","Aves","Strigiformes","Strigidae","Glaucidium","Glaucidium perlatum","Aves","Passeriformes","Malaconotidae","Nilaus","Nilaus afer"
"3974","Aves","Strigiformes","Strigidae","Glaucidium","Glaucidium perlatum","Aves","Passeriformes","Malaconotidae","Tchagra","Tchagra australis"
"3975","Aves","Strigiformes","Strigidae","Glaucidium","Glaucidium perlatum","Aves","Passeriformes","Motacillidae","Anthus","Anthus richardi"
"3976","Aves","Strigiformes","Strigidae","Glaucidium","Glaucidium perlatum","Aves","Passeriformes","Motacillidae","Macronyx","Macronyx ameliae"
"3977","Aves","Strigiformes","Strigidae","Glaucidium","Glaucidium perlatum","Aves","Passeriformes","Motacillidae","Macronyx","Macronyx croceus"
"3978","Aves","Strigiformes","Strigidae","Glaucidium","Glaucidium perlatum","Aves","Passeriformes","Muscicapidae","Empidornis","Empidornis semipartitus"
"3979","Aves","Strigiformes","Strigidae","Glaucidium","Glaucidium perlatum","Aves","Passeriformes","Paridae","Parus","Parus fringillinus"
"3980","Aves","Strigiformes","Strigidae","Glaucidium","Glaucidium perlatum","Aves","Passeriformes","Passeridae","Passer","Passer motitensis"
"3981","Aves","Strigiformes","Strigidae","Glaucidium","Glaucidium perlatum","Aves","Passeriformes","Ploceidae","Anaplectes","Anaplectes rubriceps"
"3982","Aves","Strigiformes","Strigidae","Glaucidium","Glaucidium perlatum","Aves","Passeriformes","Ploceidae","Dinemellia","Dinemellia dinemelli"
"3983","Aves","Strigiformes","Strigidae","Glaucidium","Glaucidium perlatum","Aves","Passeriformes","Sturnidae","Lamprotornis","Lamprotornis hildebrandti"
"3984","Aves","Strigiformes","Strigidae","Glaucidium","Glaucidium perlatum","Aves","Piciformes","Indicatoridae","Indicator","Indicator indicator"
"3985","Aves","Strigiformes","Strigidae","Glaucidium","Glaucidium perlatum","Aves","Piciformes","Picidae","Dendropicos","Dendropicos goertae"
"3986","Aves","Accipitriformes","Accipitridae","Buteo","Buteo augur","Mammalia","Lagomorpha","Leporidae","Lepus","Lepus capensis"
"3987","Aves","Accipitriformes","Accipitridae","Buteo","Buteo augur","Mammalia","Macroscelidea","Macroscelididae","Elephantulus","Elephantulus rufescens"
"3988","Aves","Accipitriformes","Accipitridae","Buteo","Buteo augur","Mammalia","Rodentia","Bathyergidae","Heliophobius","Heliophobius argenteocinereus"
"3989","Aves","Accipitriformes","Accipitridae","Buteo","Buteo augur","Mammalia","Rodentia","Gliridae","Graphiurus","Graphiurus murinus"
"3990","Aves","Accipitriformes","Accipitridae","Buteo","Buteo augur","Mammalia","Rodentia","Muridae","Acomys","Acomys wilsoni"
"3991","Aves","Accipitriformes","Accipitridae","Buteo","Buteo augur","Mammalia","Rodentia","Muridae","Aethomys","Aethomys chrysophilus"
"3992","Aves","Accipitriformes","Accipitridae","Buteo","Buteo augur","Mammalia","Rodentia","Muridae","Aethomys","Aethomys kaiseri"
"3993","Aves","Accipitriformes","Accipitridae","Buteo","Buteo augur","Mammalia","Rodentia","Muridae","Arvicanthis","Arvicanthis niloticus"
"3994","Aves","Accipitriformes","Accipitridae","Buteo","Buteo augur","Mammalia","Rodentia","Muridae","Dipodillus","Dipodillus harwoodi"
"3995","Aves","Accipitriformes","Accipitridae","Buteo","Buteo augur","Mammalia","Rodentia","Muridae","Gerbilliscus","Gerbilliscus robustus"
"3996","Aves","Accipitriformes","Accipitridae","Buteo","Buteo augur","Mammalia","Rodentia","Muridae","Grammomys","Grammomys dolichurus"
"3997","Aves","Accipitriformes","Accipitridae","Buteo","Buteo augur","Mammalia","Rodentia","Muridae","Lemniscomys","Lemniscomys barbarus"
"3998","Aves","Accipitriformes","Accipitridae","Buteo","Buteo augur","Mammalia","Rodentia","Muridae","Lemniscomys","Lemniscomys griselda"
"3999","Aves","Accipitriformes","Accipitridae","Buteo","Buteo augur","Mammalia","Rodentia","Muridae","Lemniscomys","Lemniscomys striatus"
"4000","Aves","Accipitriformes","Accipitridae","Buteo","Buteo augur","Mammalia","Rodentia","Muridae","Mastomys","Mastomys natalensis"
"4001","Aves","Accipitriformes","Accipitridae","Buteo","Buteo augur","Mammalia","Rodentia","Muridae","Mus","Mus minutoides"
"4002","Aves","Accipitriformes","Accipitridae","Buteo","Buteo augur","Mammalia","Rodentia","Muridae","Mus","Mus musculus"
"4003","Aves","Accipitriformes","Accipitridae","Buteo","Buteo augur","Mammalia","Rodentia","Muridae","Otomys","Otomys angoniensis"
"4004","Aves","Accipitriformes","Accipitridae","Buteo","Buteo augur","Mammalia","Rodentia","Muridae","Rattus","Rattus rattus"
"4005","Aves","Accipitriformes","Accipitridae","Buteo","Buteo augur","Mammalia","Rodentia","Muridae","Rhabdomys","Rhabdomys pumilio"
"4006","Aves","Accipitriformes","Accipitridae","Buteo","Buteo augur","Mammalia","Rodentia","Muridae","Thallomys","Thallomys paedulcus"
"4007","Aves","Accipitriformes","Accipitridae","Buteo","Buteo augur","Mammalia","Rodentia","Muridae","Zelotomys","Zelotomys hildegardeae"
"4008","Aves","Accipitriformes","Accipitridae","Buteo","Buteo augur","Mammalia","Rodentia","Nesomyidae","Dendromus","Dendromus melanotis"
"4009","Aves","Accipitriformes","Accipitridae","Buteo","Buteo augur","Mammalia","Rodentia","Nesomyidae","Saccostomus","Saccostomus campestris"
"4010","Aves","Accipitriformes","Accipitridae","Buteo","Buteo augur","Mammalia","Rodentia","Nesomyidae","Steatomys","Steatomys pratensis"
"4011","Aves","Accipitriformes","Accipitridae","Buteo","Buteo augur","Mammalia","Rodentia","Pedetidae","Pedetes","Pedetes capensis"
"4012","Aves","Accipitriformes","Accipitridae","Buteo","Buteo augur","Mammalia","Rodentia","Spalacidae","Tachyoryctes","Tachyoryctes splendens"
"4013","Aves","Accipitriformes","Accipitridae","Buteo","Buteo augur","Mammalia","Rodentia","Thryonomyidae","Thryonomys","Thryonomys gregorianus"
"4014","Aves","Accipitriformes","Accipitridae","Buteo","Buteo augur","Mammalia","Rodentia","Thryonomyidae","Thryonomys","Thryonomys swinderianus"
"4015","Aves","Accipitriformes","Accipitridae","Elanus","Elanus caeruleus","Mammalia","Lagomorpha","Leporidae","Lepus","Lepus capensis"
"4016","Aves","Accipitriformes","Accipitridae","Elanus","Elanus caeruleus","Mammalia","Macroscelidea","Macroscelididae","Elephantulus","Elephantulus rufescens"
"4017","Aves","Accipitriformes","Accipitridae","Elanus","Elanus caeruleus","Mammalia","Rodentia","Bathyergidae","Heliophobius","Heliophobius argenteocinereus"
"4018","Aves","Accipitriformes","Accipitridae","Elanus","Elanus caeruleus","Mammalia","Rodentia","Gliridae","Graphiurus","Graphiurus murinus"
"4019","Aves","Accipitriformes","Accipitridae","Elanus","Elanus caeruleus","Mammalia","Rodentia","Muridae","Acomys","Acomys wilsoni"
"4020","Aves","Accipitriformes","Accipitridae","Elanus","Elanus caeruleus","Mammalia","Rodentia","Muridae","Aethomys","Aethomys chrysophilus"
"4021","Aves","Accipitriformes","Accipitridae","Elanus","Elanus caeruleus","Mammalia","Rodentia","Muridae","Aethomys","Aethomys kaiseri"
"4022","Aves","Accipitriformes","Accipitridae","Elanus","Elanus caeruleus","Mammalia","Rodentia","Muridae","Arvicanthis","Arvicanthis niloticus"
"4023","Aves","Accipitriformes","Accipitridae","Elanus","Elanus caeruleus","Mammalia","Rodentia","Muridae","Dipodillus","Dipodillus harwoodi"
"4024","Aves","Accipitriformes","Accipitridae","Elanus","Elanus caeruleus","Mammalia","Rodentia","Muridae","Gerbilliscus","Gerbilliscus robustus"
"4025","Aves","Accipitriformes","Accipitridae","Elanus","Elanus caeruleus","Mammalia","Rodentia","Muridae","Grammomys","Grammomys dolichurus"
"4026","Aves","Accipitriformes","Accipitridae","Elanus","Elanus caeruleus","Mammalia","Rodentia","Muridae","Lemniscomys","Lemniscomys barbarus"
"4027","Aves","Accipitriformes","Accipitridae","Elanus","Elanus caeruleus","Mammalia","Rodentia","Muridae","Lemniscomys","Lemniscomys griselda"
"4028","Aves","Accipitriformes","Accipitridae","Elanus","Elanus caeruleus","Mammalia","Rodentia","Muridae","Lemniscomys","Lemniscomys striatus"
"4029","Aves","Accipitriformes","Accipitridae","Elanus","Elanus caeruleus","Mammalia","Rodentia","Muridae","Mastomys","Mastomys natalensis"
"4030","Aves","Accipitriformes","Accipitridae","Elanus","Elanus caeruleus","Mammalia","Rodentia","Muridae","Mus","Mus minutoides"
"4031","Aves","Accipitriformes","Accipitridae","Elanus","Elanus caeruleus","Mammalia","Rodentia","Muridae","Mus","Mus musculus"
"4032","Aves","Accipitriformes","Accipitridae","Elanus","Elanus caeruleus","Mammalia","Rodentia","Muridae","Otomys","Otomys angoniensis"
"4033","Aves","Accipitriformes","Accipitridae","Elanus","Elanus caeruleus","Mammalia","Rodentia","Muridae","Rattus","Rattus rattus"
"4034","Aves","Accipitriformes","Accipitridae","Elanus","Elanus caeruleus","Mammalia","Rodentia","Muridae","Rhabdomys","Rhabdomys pumilio"
"4035","Aves","Accipitriformes","Accipitridae","Elanus","Elanus caeruleus","Mammalia","Rodentia","Muridae","Thallomys","Thallomys paedulcus"
"4036","Aves","Accipitriformes","Accipitridae","Elanus","Elanus caeruleus","Mammalia","Rodentia","Muridae","Zelotomys","Zelotomys hildegardeae"
"4037","Aves","Accipitriformes","Accipitridae","Elanus","Elanus caeruleus","Mammalia","Rodentia","Nesomyidae","Dendromus","Dendromus melanotis"
"4038","Aves","Accipitriformes","Accipitridae","Elanus","Elanus caeruleus","Mammalia","Rodentia","Nesomyidae","Saccostomus","Saccostomus campestris"
"4039","Aves","Accipitriformes","Accipitridae","Elanus","Elanus caeruleus","Mammalia","Rodentia","Nesomyidae","Steatomys","Steatomys pratensis"
"4040","Aves","Accipitriformes","Accipitridae","Elanus","Elanus caeruleus","Mammalia","Rodentia","Pedetidae","Pedetes","Pedetes capensis"
"4041","Aves","Accipitriformes","Accipitridae","Elanus","Elanus caeruleus","Mammalia","Rodentia","Spalacidae","Tachyoryctes","Tachyoryctes splendens"
"4042","Aves","Accipitriformes","Accipitridae","Elanus","Elanus caeruleus","Mammalia","Rodentia","Thryonomyidae","Thryonomys","Thryonomys gregorianus"
"4043","Aves","Accipitriformes","Accipitridae","Elanus","Elanus caeruleus","Mammalia","Rodentia","Thryonomyidae","Thryonomys","Thryonomys swinderianus"
"4044","Aves","Accipitriformes","Accipitridae","Kaupifalco","Kaupifalco monogrammicus","Mammalia","Lagomorpha","Leporidae","Lepus","Lepus capensis"
"4045","Aves","Accipitriformes","Accipitridae","Kaupifalco","Kaupifalco monogrammicus","Mammalia","Macroscelidea","Macroscelididae","Elephantulus","Elephantulus rufescens"
"4046","Aves","Accipitriformes","Accipitridae","Kaupifalco","Kaupifalco monogrammicus","Mammalia","Rodentia","Bathyergidae","Heliophobius","Heliophobius argenteocinereus"
"4047","Aves","Accipitriformes","Accipitridae","Kaupifalco","Kaupifalco monogrammicus","Mammalia","Rodentia","Gliridae","Graphiurus","Graphiurus murinus"
"4048","Aves","Accipitriformes","Accipitridae","Kaupifalco","Kaupifalco monogrammicus","Mammalia","Rodentia","Muridae","Acomys","Acomys wilsoni"
"4049","Aves","Accipitriformes","Accipitridae","Kaupifalco","Kaupifalco monogrammicus","Mammalia","Rodentia","Muridae","Aethomys","Aethomys chrysophilus"
"4050","Aves","Accipitriformes","Accipitridae","Kaupifalco","Kaupifalco monogrammicus","Mammalia","Rodentia","Muridae","Aethomys","Aethomys kaiseri"
"4051","Aves","Accipitriformes","Accipitridae","Kaupifalco","Kaupifalco monogrammicus","Mammalia","Rodentia","Muridae","Arvicanthis","Arvicanthis niloticus"
"4052","Aves","Accipitriformes","Accipitridae","Kaupifalco","Kaupifalco monogrammicus","Mammalia","Rodentia","Muridae","Dipodillus","Dipodillus harwoodi"
"4053","Aves","Accipitriformes","Accipitridae","Kaupifalco","Kaupifalco monogrammicus","Mammalia","Rodentia","Muridae","Gerbilliscus","Gerbilliscus robustus"
"4054","Aves","Accipitriformes","Accipitridae","Kaupifalco","Kaupifalco monogrammicus","Mammalia","Rodentia","Muridae","Grammomys","Grammomys dolichurus"
"4055","Aves","Accipitriformes","Accipitridae","Kaupifalco","Kaupifalco monogrammicus","Mammalia","Rodentia","Muridae","Lemniscomys","Lemniscomys barbarus"
"4056","Aves","Accipitriformes","Accipitridae","Kaupifalco","Kaupifalco monogrammicus","Mammalia","Rodentia","Muridae","Lemniscomys","Lemniscomys griselda"
"4057","Aves","Accipitriformes","Accipitridae","Kaupifalco","Kaupifalco monogrammicus","Mammalia","Rodentia","Muridae","Lemniscomys","Lemniscomys striatus"
"4058","Aves","Accipitriformes","Accipitridae","Kaupifalco","Kaupifalco monogrammicus","Mammalia","Rodentia","Muridae","Mastomys","Mastomys natalensis"
"4059","Aves","Accipitriformes","Accipitridae","Kaupifalco","Kaupifalco monogrammicus","Mammalia","Rodentia","Muridae","Mus","Mus minutoides"
"4060","Aves","Accipitriformes","Accipitridae","Kaupifalco","Kaupifalco monogrammicus","Mammalia","Rodentia","Muridae","Mus","Mus musculus"
"4061","Aves","Accipitriformes","Accipitridae","Kaupifalco","Kaupifalco monogrammicus","Mammalia","Rodentia","Muridae","Otomys","Otomys angoniensis"
"4062","Aves","Accipitriformes","Accipitridae","Kaupifalco","Kaupifalco monogrammicus","Mammalia","Rodentia","Muridae","Rattus","Rattus rattus"
"4063","Aves","Accipitriformes","Accipitridae","Kaupifalco","Kaupifalco monogrammicus","Mammalia","Rodentia","Muridae","Rhabdomys","Rhabdomys pumilio"
"4064","Aves","Accipitriformes","Accipitridae","Kaupifalco","Kaupifalco monogrammicus","Mammalia","Rodentia","Muridae","Thallomys","Thallomys paedulcus"
"4065","Aves","Accipitriformes","Accipitridae","Kaupifalco","Kaupifalco monogrammicus","Mammalia","Rodentia","Muridae","Zelotomys","Zelotomys hildegardeae"
"4066","Aves","Accipitriformes","Accipitridae","Kaupifalco","Kaupifalco monogrammicus","Mammalia","Rodentia","Nesomyidae","Dendromus","Dendromus melanotis"
"4067","Aves","Accipitriformes","Accipitridae","Kaupifalco","Kaupifalco monogrammicus","Mammalia","Rodentia","Nesomyidae","Saccostomus","Saccostomus campestris"
"4068","Aves","Accipitriformes","Accipitridae","Kaupifalco","Kaupifalco monogrammicus","Mammalia","Rodentia","Nesomyidae","Steatomys","Steatomys pratensis"
"4069","Aves","Accipitriformes","Accipitridae","Kaupifalco","Kaupifalco monogrammicus","Mammalia","Rodentia","Pedetidae","Pedetes","Pedetes capensis"
"4070","Aves","Accipitriformes","Accipitridae","Kaupifalco","Kaupifalco monogrammicus","Mammalia","Rodentia","Spalacidae","Tachyoryctes","Tachyoryctes splendens"
"4071","Aves","Accipitriformes","Accipitridae","Kaupifalco","Kaupifalco monogrammicus","Mammalia","Rodentia","Thryonomyidae","Thryonomys","Thryonomys gregorianus"
"4072","Aves","Accipitriformes","Accipitridae","Kaupifalco","Kaupifalco monogrammicus","Mammalia","Rodentia","Thryonomyidae","Thryonomys","Thryonomys swinderianus"
"4073","Aves","Accipitriformes","Accipitridae","Melierax","Melierax metabates","Mammalia","Lagomorpha","Leporidae","Lepus","Lepus capensis"
"4074","Aves","Accipitriformes","Accipitridae","Melierax","Melierax metabates","Mammalia","Macroscelidea","Macroscelididae","Elephantulus","Elephantulus rufescens"
"4075","Aves","Accipitriformes","Accipitridae","Melierax","Melierax metabates","Mammalia","Rodentia","Bathyergidae","Heliophobius","Heliophobius argenteocinereus"
"4076","Aves","Accipitriformes","Accipitridae","Melierax","Melierax metabates","Mammalia","Rodentia","Gliridae","Graphiurus","Graphiurus murinus"
"4077","Aves","Accipitriformes","Accipitridae","Melierax","Melierax metabates","Mammalia","Rodentia","Muridae","Acomys","Acomys wilsoni"
"4078","Aves","Accipitriformes","Accipitridae","Melierax","Melierax metabates","Mammalia","Rodentia","Muridae","Aethomys","Aethomys chrysophilus"
"4079","Aves","Accipitriformes","Accipitridae","Melierax","Melierax metabates","Mammalia","Rodentia","Muridae","Aethomys","Aethomys kaiseri"
"4080","Aves","Accipitriformes","Accipitridae","Melierax","Melierax metabates","Mammalia","Rodentia","Muridae","Arvicanthis","Arvicanthis niloticus"
"4081","Aves","Accipitriformes","Accipitridae","Melierax","Melierax metabates","Mammalia","Rodentia","Muridae","Dipodillus","Dipodillus harwoodi"
"4082","Aves","Accipitriformes","Accipitridae","Melierax","Melierax metabates","Mammalia","Rodentia","Muridae","Gerbilliscus","Gerbilliscus robustus"
"4083","Aves","Accipitriformes","Accipitridae","Melierax","Melierax metabates","Mammalia","Rodentia","Muridae","Grammomys","Grammomys dolichurus"
"4084","Aves","Accipitriformes","Accipitridae","Melierax","Melierax metabates","Mammalia","Rodentia","Muridae","Lemniscomys","Lemniscomys barbarus"
"4085","Aves","Accipitriformes","Accipitridae","Melierax","Melierax metabates","Mammalia","Rodentia","Muridae","Lemniscomys","Lemniscomys griselda"
"4086","Aves","Accipitriformes","Accipitridae","Melierax","Melierax metabates","Mammalia","Rodentia","Muridae","Lemniscomys","Lemniscomys striatus"
"4087","Aves","Accipitriformes","Accipitridae","Melierax","Melierax metabates","Mammalia","Rodentia","Muridae","Mastomys","Mastomys natalensis"
"4088","Aves","Accipitriformes","Accipitridae","Melierax","Melierax metabates","Mammalia","Rodentia","Muridae","Mus","Mus minutoides"
"4089","Aves","Accipitriformes","Accipitridae","Melierax","Melierax metabates","Mammalia","Rodentia","Muridae","Mus","Mus musculus"
"4090","Aves","Accipitriformes","Accipitridae","Melierax","Melierax metabates","Mammalia","Rodentia","Muridae","Otomys","Otomys angoniensis"
"4091","Aves","Accipitriformes","Accipitridae","Melierax","Melierax metabates","Mammalia","Rodentia","Muridae","Rattus","Rattus rattus"
"4092","Aves","Accipitriformes","Accipitridae","Melierax","Melierax metabates","Mammalia","Rodentia","Muridae","Rhabdomys","Rhabdomys pumilio"
"4093","Aves","Accipitriformes","Accipitridae","Melierax","Melierax metabates","Mammalia","Rodentia","Muridae","Thallomys","Thallomys paedulcus"
"4094","Aves","Accipitriformes","Accipitridae","Melierax","Melierax metabates","Mammalia","Rodentia","Muridae","Zelotomys","Zelotomys hildegardeae"
"4095","Aves","Accipitriformes","Accipitridae","Melierax","Melierax metabates","Mammalia","Rodentia","Nesomyidae","Dendromus","Dendromus melanotis"
"4096","Aves","Accipitriformes","Accipitridae","Melierax","Melierax metabates","Mammalia","Rodentia","Nesomyidae","Saccostomus","Saccostomus campestris"
"4097","Aves","Accipitriformes","Accipitridae","Melierax","Melierax metabates","Mammalia","Rodentia","Nesomyidae","Steatomys","Steatomys pratensis"
"4098","Aves","Accipitriformes","Accipitridae","Melierax","Melierax metabates","Mammalia","Rodentia","Pedetidae","Pedetes","Pedetes capensis"
"4099","Aves","Accipitriformes","Accipitridae","Melierax","Melierax metabates","Mammalia","Rodentia","Spalacidae","Tachyoryctes","Tachyoryctes splendens"
"4100","Aves","Accipitriformes","Accipitridae","Melierax","Melierax metabates","Mammalia","Rodentia","Thryonomyidae","Thryonomys","Thryonomys gregorianus"
"4101","Aves","Accipitriformes","Accipitridae","Melierax","Melierax metabates","Mammalia","Rodentia","Thryonomyidae","Thryonomys","Thryonomys swinderianus"
"4102","Aves","Coraciiformes","Coraciidae","Coracias","Coracias caudatus","Mammalia","Lagomorpha","Leporidae","Lepus","Lepus capensis"
"4103","Aves","Coraciiformes","Coraciidae","Coracias","Coracias caudatus","Mammalia","Macroscelidea","Macroscelididae","Elephantulus","Elephantulus rufescens"
"4104","Aves","Coraciiformes","Coraciidae","Coracias","Coracias caudatus","Mammalia","Rodentia","Bathyergidae","Heliophobius","Heliophobius argenteocinereus"
"4105","Aves","Coraciiformes","Coraciidae","Coracias","Coracias caudatus","Mammalia","Rodentia","Gliridae","Graphiurus","Graphiurus murinus"
"4106","Aves","Coraciiformes","Coraciidae","Coracias","Coracias caudatus","Mammalia","Rodentia","Muridae","Acomys","Acomys wilsoni"
"4107","Aves","Coraciiformes","Coraciidae","Coracias","Coracias caudatus","Mammalia","Rodentia","Muridae","Aethomys","Aethomys chrysophilus"
"4108","Aves","Coraciiformes","Coraciidae","Coracias","Coracias caudatus","Mammalia","Rodentia","Muridae","Aethomys","Aethomys kaiseri"
"4109","Aves","Coraciiformes","Coraciidae","Coracias","Coracias caudatus","Mammalia","Rodentia","Muridae","Arvicanthis","Arvicanthis niloticus"
"4110","Aves","Coraciiformes","Coraciidae","Coracias","Coracias caudatus","Mammalia","Rodentia","Muridae","Dipodillus","Dipodillus harwoodi"
"4111","Aves","Coraciiformes","Coraciidae","Coracias","Coracias caudatus","Mammalia","Rodentia","Muridae","Gerbilliscus","Gerbilliscus robustus"
"4112","Aves","Coraciiformes","Coraciidae","Coracias","Coracias caudatus","Mammalia","Rodentia","Muridae","Grammomys","Grammomys dolichurus"
"4113","Aves","Coraciiformes","Coraciidae","Coracias","Coracias caudatus","Mammalia","Rodentia","Muridae","Lemniscomys","Lemniscomys barbarus"
"4114","Aves","Coraciiformes","Coraciidae","Coracias","Coracias caudatus","Mammalia","Rodentia","Muridae","Lemniscomys","Lemniscomys griselda"
"4115","Aves","Coraciiformes","Coraciidae","Coracias","Coracias caudatus","Mammalia","Rodentia","Muridae","Lemniscomys","Lemniscomys striatus"
"4116","Aves","Coraciiformes","Coraciidae","Coracias","Coracias caudatus","Mammalia","Rodentia","Muridae","Mastomys","Mastomys natalensis"
