"","Species","Trophic_level","Diel_activity","Habitat_breadth_IUCN","Artificial_habitat_use","Forest","Savanna","Shrubland","Grassland","Wetland","Rocky.areas","Caves.and.subterranean","Desert","Marine","Marine.intertidal.or.coastal.supratidal","Artificial","Introduced.vegetation","Other.Unknown","Class","Order","Family","Genus","Body_mass_g","Maturity_d","Max_longevity_d","Litter_clutch_size"
"859","Microtus agrestis","Herbivore","Nocturnal",13,"TRUE","1","0","1","1","1","0","0","0","0","0","1","0","0","Mammalia","Rodentia","Cricetidae","Microtus",35.87,38.635,1478.25,4.535
"860","Microtus anatolicus","Herbivore","Nocturnal",2,"TRUE","0","0","1","0","0","0","0","0","0","0","1","0","0","Mammalia","Rodentia","Cricetidae","Microtus",38.58744302,95.6608295111111,994.041297907941,3.62042904761905
"861","Microtus arvalis","Herbivore","Other",5,"TRUE","1","0","1","1","0","0","0","0","0","0","1","0","0","Mammalia","Rodentia","Cricetidae","Microtus",26.9,37.595,1423.5,5.045
"862","Microtus bavaricus","Herbivore","Nocturnal",2,"FALSE","1","0","0","1","0","0","0","0","0","0","0","0","0","Mammalia","Rodentia","Cricetidae","Microtus",23.94,79.5832369033334,1032.55273543164,4.03979452380952
"863","Microtus brachycercus","Herbivore","Nocturnal",7,"TRUE","0","0","1","1","0","0","0","0","0","0","1","0","0","Mammalia","Rodentia","Cricetidae","Microtus",28.995,58.5572224577778,955.394923759131,5.72962234375
"864","Microtus cabrerae","Herbivore","Nocturnal",3,"TRUE","1","0","0","1","0","0","0","0","0","0","1","0","0","Mammalia","Rodentia","Cricetidae","Microtus",52.5,69.3136589777778,866.899173761931,4.81089946428571
"865","Microtus daghestanicus","Herbivore","Nocturnal",1,"FALSE","0","0","0","0","1","0","0","0","0","0","0","0","0","Mammalia","Rodentia","Cricetidae","Microtus",26.08744302,63.9687803166667,842.001970051094,4.51875154761905
"866","Microtus dogramacii","Herbivore","Nocturnal",3,"TRUE","0","0","1","0","0","0","0","0","0","0","1","0","0","Mammalia","Rodentia","Cricetidae","Microtus",38.58744302,72.4384930777778,995.314331660376,3.68417404761905
"867","Microtus duodecimcostatus","Herbivore","Nocturnal",5,"TRUE","0","0","1","0","0","0","0","0","0","0","1","0","0","Mammalia","Rodentia","Cricetidae","Microtus",22.855,81.5486903166667,1004.4375,2.515
"868","Microtus felteni","Herbivore","Nocturnal",2,"FALSE","1","0","0","0","0","0","0","0","0","0","1","0","0","Mammalia","Rodentia","Cricetidae","Microtus",31.76244302,77.9723880741667,1237.93879750977,4.35538333333333
"869","Microtus gerbei","Herbivore","Nocturnal",5,"TRUE","1","0","0","1","0","1","0","0","0","0","1","0","0","Mammalia","Rodentia","Cricetidae","Microtus",23.445,75.1453370833334,1683.62706488329,4.07903443181818
"870","Microtus gregalis","Herbivore","Nocturnal",7,"TRUE","1","0","0","1","0","0","0","0","0","0","1","0","0","Mammalia","Rodentia","Cricetidae","Microtus",47.5,56.38,1002.57068500974,8.48
"871","Microtus guentheri","Herbivore","Nocturnal",4,"TRUE","0","0","1","1","0","0","0","0","0","0","1","0","0","Mammalia","Rodentia","Cricetidae","Microtus",49.99,75.355,1424.592,6.05
"872","Microtus levis","Herbivore","Nocturnal",3,"TRUE","1","0","0","0","0","0","0","0","0","0","1","0","0","Mammalia","Rodentia","Cricetidae","Microtus",31.195,47,1753.2,5.1
"873","Microtus liechtensteini","Herbivore","Nocturnal",3,"TRUE","1","0","0","1","0","0","0","0","0","0","1","0","0","Mammalia","Rodentia","Cricetidae","Microtus",23.2,74.7373296533333,1030.77616792267,3
"874","Microtus lusitanicus","Herbivore","Nocturnal",4,"TRUE","1","0","0","0","0","0","0","0","0","0","1","0","0","Mammalia","Rodentia","Cricetidae","Microtus",24.82,39.27125,1580.62631799418,2.0675
"875","Microtus majori","Herbivore","Nocturnal",1.19122777777778,"FALSE","0","0","0","1","0","0","0","0","0","0","0","0","0","Mammalia","Rodentia","Cricetidae","Microtus",79.6198447805561,73.69082703,1521.12528992473,4.13064791666667
"876","Microtus middendorffi","Herbivore","Nocturnal",1,"FALSE","0","0","0","0","1","0","0","0","0","0","0","0","0","Mammalia","Rodentia","Cricetidae","Microtus",37.83744302,56.6525,782.24375012175,5.6075
"877","Microtus multiplex","Herbivore","Nocturnal",3,"TRUE","1","0","0","1","0","0","0","0","0","0","1","0","0","Mammalia","Rodentia","Cricetidae","Microtus",23.165,74.7373296533333,1030.77616792267,3
"878","Microtus oeconomus","Herbivore","Nocturnal",6,"TRUE","1","0","1","1","1","0","0","0","0","0","1","0","0","Mammalia","Rodentia","Cricetidae","Microtus",33.74,40.79746,657.504,5.69
"879","Microtus savii","Herbivore","Nocturnal",8,"TRUE","1","0","1","0","0","0","0","0","0","0","1","0","0","Mammalia","Rodentia","Cricetidae","Microtus",20,52.2561192241667,1399.04522429852,4.65768287878788
"880","Microtus schidlovskii","Herbivore","Nocturnal",3,"TRUE","0","0","0","1","0","0","0","0","0","0","1","0","0","Mammalia","Rodentia","Cricetidae","Microtus",46.25861204,33.2398,365.25,5.235
"881","Microtus socialis","Herbivore","Nocturnal",1,"FALSE","0","0","0","1","0","0","0","0","0","0","0","0","0","Mammalia","Rodentia","Cricetidae","Microtus",48,33.2398,365.25,5.3725
"882","Microtus subterraneus","Herbivore","Nocturnal",9,"TRUE","1","0","1","1","1","1","0","0","0","0","1","0","0","Mammalia","Rodentia","Cricetidae","Microtus",18,100.52303,1034.87499987825,2.57
"883","Microtus tatricus","Herbivore","Nocturnal",2,"FALSE","1","0","0","1","0","0","0","0","0","0","0","0","0","Mammalia","Rodentia","Cricetidae","Microtus",40,95.3953464033334,892.587964173119,2.91
"884","Microtus thomasi","Herbivore","Nocturnal",3,"TRUE","0","0","0","1","0","0","0","0","0","0","1","0","0","Mammalia","Rodentia","Cricetidae","Microtus",24.335,56.5204916166667,1035.25521126437,4.32
"885","Miniopterus fuliginosus","Carnivore","Nocturnal",4.89487948717949,"FALSE","1","1","1","0","0","0","0","0","0","0","0","0","0","Mammalia","Chiroptera","Miniopteridae","Miniopterus",10.876,525.314097558333,5714.00210905044,1.5787125
"886","Miniopterus schreibersii","Carnivore","Nocturnal",5.23154615384615,"FALSE","1","0","1","0","0","0","1","0","0","0","0","0","0","Mammalia","Chiroptera","Miniopteridae","Miniopterus",11.09925,682.33,5113.92,0.9925
"887","Mus cypriacus","Omnivore","Nocturnal",2.70538461538462,"FALSE","0","0","1","0","0","0","0","1","0","0","0","0","0","Mammalia","Rodentia","Muridae","Mus",21.29531976,76.17693085,1980.74511790687,4.27732375
"888","Mus macedonicus","Omnivore","Nocturnal",6,"TRUE","0","0","1","0","0","0","0","1","0","1","1","0","0","Mammalia","Rodentia","Muridae","Mus",17.75,47.6775,2191.5,6.07
"889","Mus musculus","Omnivore","Nocturnal",19,"TRUE","0","0","1","1","1","0","0","0","0","1","1","0","0","Mammalia","Rodentia","Muridae","Mus",19.3,56.19375,2191.5,5.805
"890","Mus spicilegus","Herbivore","Nocturnal",3,"TRUE","0","0","0","1","0","0","0","0","0","0","1","0","0","Mammalia","Rodentia","Muridae","Mus",16.95,78.4075,1734.5,6.38
"891","Mus spretus","Herbivore","Other",10,"TRUE","1","1","1","1","0","0","0","0","0","0","1","0","0","Mammalia","Rodentia","Muridae","Mus",16.67,42.93,2191.5,5.4775
"892","Muscardinus avellanarius","Omnivore","Other",1,"FALSE","1","0","0","0","0","0","0","0","0","0","0","0","0","Mammalia","Rodentia","Gliridae","Muscardinus",27.5,343.3325,2191.5,4.3
"893","Mustela erminea","Carnivore","Other",14,"TRUE","1","0","1","1","1","1","0","0","0","0","1","0","0","Mammalia","Carnivora","Mustelidae","Mustela",119.38,161.54004,3248.8041667,6.7475
"894","Mustela eversmanii","Carnivore","Nocturnal",4,"FALSE","0","0","1","1","0","0","0","0","0","0","1","0","0","Mammalia","Carnivora","Mustelidae","Mustela",1329.88,321.44,4217.5,7.82
"895","Mustela lutreola","Carnivore","Other",6,"FALSE","0","0","0","0","1","0","0","0","0","0","0","0","0","Mammalia","Carnivora","Mustelidae","Mustela",503.22,337.355,3652.5,4.5
"896","Mustela nivalis","Carnivore","Nocturnal",2,"TRUE","0","0","0","0","0","0","0","0","0","0","1","0","0","Mammalia","Carnivora","Mustelidae","Mustela",77.85,132.4975,4564.375,5.08125
"897","Mustela putorius","Carnivore","Nocturnal",14,"TRUE","1","0","1","1","1","0","0","0","0","1","1","0","0","Mammalia","Carnivora","Mustelidae","Mustela",915.37,312.3125,5113.5,8.08
"898","Mustela sibirica","Omnivore","Other",8.51466666666667,"TRUE","1","0","1","1","0","0","0","1","0","0","1","0","0","Mammalia","Carnivora","Mustelidae","Mustela",6638.95768836478,590.5253046,6577.49616598275,3.30550357142857
"899","Myodes glareolus","Omnivore","Nocturnal",6,"FALSE","1","0","1","0","0","0","0","0","0","0","0","0","0","Mammalia","Rodentia","Cricetidae","Myodes",20.765,50.205,1789.872,4.3025
"900","Myodes rufocanus","Herbivore","Nocturnal",8,"FALSE","1","0","1","1","1","1","0","0","0","0","0","0","0","Mammalia","Rodentia","Cricetidae","Myodes",31.965,85.89254,3344.728125,4.79
"901","Myodes rutilus","Herbivore","Nocturnal",4,"FALSE","1","0","0","1","0","0","0","0","0","0","0","0","0","Mammalia","Rodentia","Cricetidae","Myodes",22.47,121.744,1656.34368818872,5.95
"902","Myomimus roachi","Herbivore","Nocturnal",3,"TRUE","0","0","1","0","0","0","0","0","0","0","1","0","0","Mammalia","Rodentia","Gliridae","Myomimus",40.495,300.477319983333,2249.97266904794,3.89361530303031
"903","Myomimus setzeri","Omnivore","Nocturnal",2,"FALSE","1","1","0","0","0","0","0","0","0","0","0","0","0","Mammalia","Rodentia","Gliridae","Myomimus",40.87,308.620138218333,2029.50174332349,3.91913
"904","Myopus schisticolor","Herbivore","Nocturnal",3,"FALSE","1","0","0","0","1","0","0","0","0","0","0","0","0","Mammalia","Rodentia","Cricetidae","Myopus",26.4,27.16913,365.28,5.095
"905","Myotis alcathoe","Carnivore","Nocturnal",1,"FALSE","1","0","0","0","0","0","0","0","0","0","0","0","0","Mammalia","Chiroptera","Vespertilionidae","Myotis",8.6685849055,428.149290275,6960.18081251218,1.39401666666667
"906","Myotis bechsteinii","Carnivore","Nocturnal",7,"FALSE","1","0","1","0","0","0","1","0","0","0","1","0","0","Mammalia","Chiroptera","Vespertilionidae","Myotis",9.7275,464.940754345238,7670.25,1
"907","Myotis blythii","Carnivore","Nocturnal",11,"TRUE","0","0","1","1","0","0","1","0","0","0","1","0","0","Mammalia","Chiroptera","Vespertilionidae","Myotis",23.145,441.1825,9641.93125,0.99
"908","Myotis brandtii","Carnivore","Nocturnal",6,"TRUE","1","0","0","0","0","0","1","0","0","0","1","0","0","Mammalia","Chiroptera","Vespertilionidae","Myotis",6.15,545.955211328572,14970.125,1.2358530952381
"909","Myotis capaccinii","Carnivore","Nocturnal",12,"FALSE","0","0","1","0","1","0","1","0","0","0","0","0","0","Mammalia","Chiroptera","Vespertilionidae","Myotis",8.15,416.84875,12053.25,0.995
"910","Myotis dasycneme","Carnivore","Nocturnal",15,"TRUE","1","0","0","0","1","0","1","0","0","0","1","0","0","Mammalia","Chiroptera","Vespertilionidae","Myotis",15,456.188852345238,7300,1
"911","Myotis daubentonii","Carnivore","Nocturnal",20,"FALSE","1","0","1","0","1","1","1","0","1","0","1","0","0","Mammalia","Chiroptera","Vespertilionidae","Myotis",8.065,505.76875,10227,1.21
"912","Myotis davidii","Carnivore","Nocturnal",1,"FALSE","0","0","0","0","0","0","0","0","0","0","0","0","0","Mammalia","Chiroptera","Vespertilionidae","Myotis",8.35905660366667,410.5,8766,1
"913","Myotis emarginatus","Carnivore","Nocturnal",7,"TRUE","0","0","1","1","0","0","1","0","0","0","1","0","0","Mammalia","Chiroptera","Vespertilionidae","Myotis",7.66,429.65,7427.75,0.9925
"914","Myotis myotis","Carnivore","Nocturnal",7,"TRUE","1","0","1","0","0","0","1","0","0","0","1","0","0","Mammalia","Chiroptera","Vespertilionidae","Myotis",25.59,438,8035.5,1.375
"915","Myotis mystacinus","Carnivore","Nocturnal",2.52133323278029,"FALSE","1","1","0","0","0","0","0","0","0","0","0","0","0","Mammalia","Chiroptera","Vespertilionidae","Myotis",22.9843847309322,350.949339725,6067.27378194742,1.41975666666667
"916","Myotis nattereri","Carnivore","Nocturnal",15,"TRUE","1","0","1","1","1","0","1","0","0","0","1","0","0","Mammalia","Chiroptera","Vespertilionidae","Myotis",7.25,443.857385178572,6387.5,0.995
"917","Myotis nipalensis","Carnivore","Nocturnal",15,"FALSE","1","0","1","1","0","0","1","1","0","0","1","0","0","Mammalia","Chiroptera","Vespertilionidae","Myotis",7.74,410.5,8766,1
"918","Myotis punicus","Carnivore","Nocturnal",10,"TRUE","1","0","1","1","0","0","1","0","0","0","1","0","0","Mammalia","Chiroptera","Vespertilionidae","Myotis",9.597169811,461.455,12053.25,1
"919","Myotis schaubi","Carnivore","Nocturnal",6,"TRUE","1","0","1","0","0","0","1","0","0","0","1","0","0","Mammalia","Chiroptera","Vespertilionidae","Myotis",9.597169811,448.843623861905,7865.432133333,1.18677444940476
"920","Neomys anomalus","Carnivore","Nocturnal",5,"TRUE","0","0","0","0","1","0","0","0","0","0","1","0","0","Mammalia","Soricomorpha","Soricidae","Neomys",14.595,119.78475,730.5,6.7075
"921","Neomys fodiens","Herbivore","Nocturnal",10,"FALSE","1","0","0","1","1","0","0","0","0","1","1","0","0","Mammalia","Soricomorpha","Soricidae","Neomys",15.13,226.55725,1113.25,5.95
"922","Neomys teres","Carnivore","Nocturnal",2,"FALSE","1","0","0","0","1","0","0","0","0","0","0","0","0","Mammalia","Soricomorpha","Soricidae","Neomys",13.992,132.8945,1132.275,5.53
"923","Nyctalus azoreum","Carnivore","Nocturnal",3,"TRUE","1","0","0","0","0","0","0","0","0","0","1","0","0","Mammalia","Chiroptera","Vespertilionidae","Nyctalus",21.85,376.032151128572,5844,1.5
"924","Nyctalus lasiopterus","Carnivore","Nocturnal",2,"FALSE","1","0","1","0","0","0","0","0","0","0","0","0","0","Mammalia","Chiroptera","Vespertilionidae","Nyctalus",47.855,385.6968488,4977.92947243003,1.82
"925","Nyctalus leisleri","Carnivore","Nocturnal",2.52133323278029,"FALSE","1","1","0","0","0","0","0","0","0","0","0","0","0","Mammalia","Chiroptera","Vespertilionidae","Nyctalus",22.9843847309322,350.949339725,6067.27378194742,1.41975666666667
"926","Nyctalus noctula","Carnivore","Nocturnal",4,"TRUE","1","0","0","0","0","0","1","0","0","0","1","0","0","Mammalia","Chiroptera","Vespertilionidae","Nyctalus",28,425.48625,4383.36,1.2475
"927","Ochotona hyperborea","Herbivore","Nocturnal",7.89472777777778,"TRUE","1","0","1","1","1","0","0","0","0","0","1","0","0","Mammalia","Lagomorpha","Ochotonidae","Ochotona",4193.38479236111,324.764637806667,4618.60051252978,3.95900238095238
"928","Ochotona pusilla","Herbivore","Nocturnal",2,"FALSE","0","0","1","1","0","0","0","0","0","0","0","0","0","Mammalia","Lagomorpha","Ochotonidae","Ochotona",142.5,31.66368,1461,8.545
"929","Oryctolagus cuniculus","Herbivore","Nocturnal",10,"FALSE","1","1","1","1","0","0","0","0","0","0","1","0","0","Mammalia","Lagomorpha","Leporidae","Oryctolagus",1832.22,185.61,6574.5,5.24
"930","Ovis aries","Herbivore","Nocturnal",4.51938095238095,"FALSE","1","0","1","1","0","1","0","0","0","0","0","0","0","Mammalia","Artiodactyla","Bovidae","Ovis",46250,769.935,7208.7794,1.205
"931","Panthera pardus","Carnivore","Nocturnal",20,"FALSE","1","1","1","1","0","1","0","1","0","0","0","0","0","Mammalia","Carnivora","Felidae","Panthera",52399.99,832.34,8918.1666667,2.14
"932","Pipistrellus kuhlii","Carnivore","Nocturnal",9,"TRUE","1","0","1","1","0","0","0","0","0","0","1","0","0","Mammalia","Chiroptera","Vespertilionidae","Pipistrellus",5.966875,258.706243571429,2921,1.355
"933","Pipistrellus maderensis","Carnivore","Nocturnal",2,"TRUE","1","0","0","0","0","0","0","0","0","0","1","0","0","Mammalia","Chiroptera","Vespertilionidae","Pipistrellus",5.93375,377.963317261905,6180.13498333909,1.39962
"934","Pipistrellus nathusii","Carnivore","Nocturnal",3,"TRUE","1","0","0","0","1","0","0","0","0","0","1","0","0","Mammalia","Chiroptera","Vespertilionidae","Pipistrellus",7.44,105.22,3467.5,1.7975
"935","Pipistrellus pipistrellus","Carnivore","Nocturnal",7,"TRUE","1","0","1","0","0","0","0","0","0","0","1","0","0","Mammalia","Chiroptera","Vespertilionidae","Pipistrellus",5.3,352.24,6099.675,1.3275
"936","Pipistrellus pygmaeus","Carnivore","Nocturnal",3,"TRUE","1","0","0","0","1","0","0","0","0","0","1","0","0","Mammalia","Chiroptera","Vespertilionidae","Pipistrellus",5.28,456,6099.675,1.2
"937","Plecotus auritus","Carnivore","Nocturnal",8,"TRUE","1","0","1","0","0","0","1","0","0","0","1","0","0","Mammalia","Chiroptera","Vespertilionidae","Plecotus",8.19,348.33125,10957.5,1.2475
"938","Plecotus austriacus","Carnivore","Nocturnal",13,"TRUE","1","0","1","1","1","0","1","1","0","0","1","0","0","Mammalia","Chiroptera","Vespertilionidae","Plecotus",7.3,358.3325,5479.2,1.275
"939","Plecotus kolombatovici","Carnivore","Nocturnal",7,"TRUE","0","0","1","1","0","0","1","0","0","0","1","0","0","Mammalia","Chiroptera","Vespertilionidae","Plecotus",7.56,358.3325,10957.5,1.275
"940","Plecotus macrobullaris","Carnivore","Nocturnal",3.10914322344322,"FALSE","1","1","0","0","0","0","0","0","0","0","0","0","0","Mammalia","Chiroptera","Vespertilionidae","Plecotus",7.515,420.361673875,7311.89983845442,1.23178333333333
"941","Plecotus sardus","Carnivore","Nocturnal",2,"FALSE","1","0","0","0","0","0","1","0","0","0","0","0","0","Mammalia","Chiroptera","Vespertilionidae","Plecotus",7.515,449.468639825,9178.57625327443,1.36618197916667
"942","Plecotus teneriffae","Carnivore","Nocturnal",3,"FALSE","1","0","0","0","0","0","1","0","0","0","0","0","0","Mammalia","Chiroptera","Vespertilionidae","Plecotus",8.33,358.3325,10957.5,1.275
"943","Prometheomys schaposchnikowi","Herbivore","Other",2,"TRUE","0","0","0","1","0","0","0","0","0","0","1","0","0","Mammalia","Rodentia","Cricetidae","Prometheomys",75,129.054372866667,1526.15731890151,3.4
"944","Pteromys volans","Herbivore","Nocturnal",3,"FALSE","1","0","0","0","0","0","0","0","0","0","0","0","0","Mammalia","Rodentia","Sciuridae","Pteromys",143.09,372.150006833333,2774,2.55
"945","Pygeretmus platyurus","Herbivore","Nocturnal",1,"FALSE","0","0","0","0","0","0","0","1","0","0","0","0","0","Mammalia","Rodentia","Dipodidae","Pygeretmus",30.07,156.09748615,1526.09693748177,5.3775
"946","Pygeretmus pumilio","Herbivore","Nocturnal",1,"FALSE","0","0","1","0","0","0","0","0","0","0","0","0","0","Mammalia","Rodentia","Dipodidae","Pygeretmus",52.24,157.65848,91.3125,3.2625
"947","Rangifer tarandus","Herbivore","Other",2,"FALSE","1","0","0","1","0","0","0","0","0","0","0","0","0","Mammalia","Artiodactyla","Cervidae","Rangifer",101250,723.146685,7555.5,1.55
"948","Rhinolophus blasii","Carnivore","Nocturnal",7,"FALSE","1","1","1","0","0","0","1","1","0","0","0","0","0","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus",10.29,730.5,2556.75,1
"949","Rhinolophus euryale","Carnivore","Nocturnal",8,"TRUE","1","0","1","0","0","0","1","0","0","0","1","0","0","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus",8.725,822.1025,4748.25,1
"950","Rhinolophus ferrumequinum","Carnivore","Nocturnal",7,"TRUE","1","0","1","1","0","0","1","0","0","0","1","0","0","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus",22.59,791.05625,11041.25,0.985
"951","Rhinolophus hipposideros","Carnivore","Nocturnal",9,"TRUE","1","0","1","1","0","0","1","0","0","0","1","0","0","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus",4.585,459.7875,7701.5,1
"952","Rhinolophus mehelyi","Carnivore","Nocturnal",4,"FALSE","0","0","1","0","0","0","1","0","0","0","0","0","0","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus",13.18,634.556591525,7389.96242481509,2
"953","Rhombomys opimus","Herbivore","Other",9,"TRUE","0","0","1","1","0","0","0","1","0","0","1","0","0","Mammalia","Rodentia","Muridae","Rhombomys",214,107.0165,1551.25,4.795
"954","Rousettus aegyptiacus","Herbivore","Nocturnal",16,"TRUE","1","1","1","1","0","0","1","1","0","0","1","0","0","Mammalia","Chiroptera","Pteropodidae","Rousettus",133.12,340.34,8364.225,1.0525
"955","Rupicapra pyrenaica","Herbivore","Other",4,"FALSE","1","0","1","1","0","1","0","0","0","0","0","0","0","Mammalia","Artiodactyla","Bovidae","Rupicapra",30000,671.5,7373.925,1
"956","Rupicapra rupicapra","Herbivore","Other",5,"FALSE","1","0","1","1","0","1","0","0","0","0","1","0","0","Mammalia","Artiodactyla","Bovidae","Rupicapra",33266.35,657.07,8035.5,1
