"","Predator","Prey"
"8121","Aquila fasciata","Coturnix coturnix"
"8122","Aquila fasciata","Phasianus colchicus"
"8123","Aquila fasciata","Turnix sylvaticus"
"8124","Aquila fasciata","Rallus aquaticus"
"8125","Aquila fasciata","Crex crex"
"8126","Aquila fasciata","Porzana parva"
"8127","Aquila fasciata","Porzana pusilla"
"8128","Aquila fasciata","Porzana porzana"
"8129","Aquila fasciata","Porphyrio porphyrio"
"8130","Aquila fasciata","Gallinula chloropus"
"8131","Aquila fasciata","Fulica cristata"
"8132","Aquila fasciata","Fulica atra"
"8133","Aquila fasciata","Tetrax tetrax"
"8134","Aquila fasciata","Burhinus oedicnemus"
"8135","Aquila fasciata","Larus canus"
"8136","Aquila fasciata","Ichthyaetus audouinii"
"8137","Aquila fasciata","Larus marinus"
"8138","Aquila fasciata","Larus hyperboreus"
"8139","Aquila fasciata","Larus glaucoides"
"8140","Aquila fasciata","Larus argentatus"
"8141","Aquila fasciata","Larus fuscus"
"8142","Aquila fasciata","Larus cachinnans"
"8143","Aquila fasciata","Larus armenicus"
"8144","Aquila fasciata","Ichthyaetus ichthyaetus"
"8145","Aquila fasciata","Chroicocephalus genei"
"8146","Aquila fasciata","Ichthyaetus melanocephalus"
"8147","Aquila fasciata","Hydrocoloeus minutus"
"8148","Aquila fasciata","Columba livia"
"8149","Aquila fasciata","Columba oenas"
"8150","Aquila fasciata","Columba palumbus"
"8151","Aquila fasciata","Columba trocaz"
"8152","Aquila fasciata","Streptopelia turtur"
"8153","Aquila fasciata","Streptopelia decaocto"
"8154","Aquila fasciata","Spilopelia senegalensis"
"8155","Aquila fasciata","Clamator glandarius"
"8156","Aquila fasciata","Cuculus canorus"
"8157","Aquila fasciata","Coracias garrulus"
"8158","Aquila fasciata","Upupa epops"
"8159","Aquila fasciata","Ammomanes deserti"
"8160","Aquila fasciata","Melanocorypha calandra"
"8161","Aquila fasciata","Melanocorypha bimaculata"
"8162","Aquila fasciata","Melanocorypha leucoptera"
"8163","Aquila fasciata","Calandrella brachydactyla"
"8164","Aquila fasciata","Calandrella rufescens"
"8165","Aquila fasciata","Calandrella cheleensis"
"8166","Aquila fasciata","Chersophilus duponti"
"8167","Aquila fasciata","Galerida cristata"
"8168","Aquila fasciata","Lullula arborea"
"8169","Aquila fasciata","Alauda arvensis"
"8170","Aquila fasciata","Eremophila alpestris"
"8171","Aquila fasciata","Monticola saxatilis"
"8172","Aquila fasciata","Monticola solitarius"
"8173","Aquila fasciata","Turdus merula"
"8174","Aquila fasciata","Turdus philomelos"
"8175","Aquila fasciata","Turdus viscivorus"
"8176","Aquila fasciata","Garrulus glandarius"
"8177","Aquila fasciata","Cyanopica cyanus"
"8178","Aquila fasciata","Pica pica"
"8179","Aquila fasciata","Pyrrhocorax pyrrhocorax"
"8180","Aquila fasciata","Pyrrhocorax graculus"
"8181","Aquila fasciata","Coloeus monedula"
"8182","Aquila fasciata","Corvus corone"
"8183","Aquila fasciata","Pastor roseus"
"8184","Aquila fasciata","Sturnus vulgaris"
"8185","Aquila fasciata","Sturnus unicolor"
"8186","Aquila fasciata","Passer italiae"
"8187","Aquila fasciata","Passer domesticus"
"8188","Aquila fasciata","Passer hispaniolensis"
"8189","Aquila fasciata","Passer moabiticus"
"8190","Aquila fasciata","Passer montanus"
"8191","Aquila fasciata","Petronia petronia"
"8192","Aquila fasciata","Carpospiza brachydactyla"
"8193","Aquila fasciata","Galerida theklae"
"8194","Aquila fasciata","Calomyscus urartensis"
"8195","Aquila fasciata","Dipodillus dasyurus"
"8196","Aquila fasciata","Herpestes ichneumon"
"8197","Aquila fasciata","Lepus capensis"
"8198","Aquila fasciata","Lepus castroviejoi"
"8199","Aquila fasciata","Lepus corsicanus"
"8200","Aquila fasciata","Lepus europaeus"
"8201","Aquila fasciata","Lepus granatensis"
"8202","Aquila fasciata","Lepus timidus"
"8203","Aquila fasciata","Lepus tolai"
"8204","Aquila fasciata","Meriones crassus"
"8205","Aquila fasciata","Meriones dahli"
"8206","Aquila fasciata","Meriones libycus"
"8207","Aquila fasciata","Meriones meridianus"
"8208","Aquila fasciata","Meriones persicus"
"8209","Aquila fasciata","Meriones tamariscinus"
"8210","Aquila fasciata","Meriones tristrami"
"8211","Aquila fasciata","Meriones vinogradovi"
"8212","Aquila fasciata","Ochotona hyperborea"
"8213","Aquila fasciata","Ochotona pusilla"
"8214","Aquila fasciata","Oryctolagus cuniculus"
"8215","Aquila fasciata","Sciurus anomalus"
"8216","Aquila fasciata","Sciurus vulgaris"
"8217","Aquila fasciata","Spermophilus citellus"
"8218","Aquila fasciata","Spermophilus fulvus"
"8219","Aquila fasciata","Spermophilus major"
"8220","Aquila fasciata","Spermophilus musicus"
"8221","Aquila fasciata","Spermophilus pygmaeus"
"8222","Aquila fasciata","Spermophilus suslicus"
"8223","Aquila fasciata","Spermophilus taurensis"
"8224","Aquila fasciata","Spermophilus xanthoprymnus"
"8225","Aquila fasciata","Lacerta bilineata"
"8226","Aquila fasciata","Timon lepidus"
"8227","Aquila fasciata","Timon princeps"
"8228","Aquila fasciata","Lacerta trilineata"
"8229","Aquila fasciata","Lacerta viridis"
"8230","Hieraaetus pennatus","Alectoris graeca"
"8231","Hieraaetus pennatus","Alectoris chukar"
"8232","Hieraaetus pennatus","Alectoris barbara"
"8233","Hieraaetus pennatus","Alectoris rufa"
"8234","Hieraaetus pennatus","Ammoperdix griseogularis"
"8235","Hieraaetus pennatus","Francolinus francolinus"
"8236","Hieraaetus pennatus","Perdix perdix"
"8237","Hieraaetus pennatus","Coturnix coturnix"
"8238","Hieraaetus pennatus","Phasianus colchicus"
"8239","Hieraaetus pennatus","Tetrax tetrax"
"8240","Hieraaetus pennatus","Columba livia"
"8241","Hieraaetus pennatus","Columba oenas"
"8242","Hieraaetus pennatus","Columba palumbus"
"8243","Hieraaetus pennatus","Columba trocaz"
"8244","Hieraaetus pennatus","Streptopelia turtur"
"8245","Hieraaetus pennatus","Streptopelia decaocto"
"8246","Hieraaetus pennatus","Spilopelia senegalensis"
"8247","Hieraaetus pennatus","Clamator glandarius"
"8248","Hieraaetus pennatus","Cuculus canorus"
"8249","Hieraaetus pennatus","Upupa epops"
"8250","Hieraaetus pennatus","Jynx torquilla"
"8251","Hieraaetus pennatus","Ammomanes deserti"
"8252","Hieraaetus pennatus","Melanocorypha calandra"
"8253","Hieraaetus pennatus","Melanocorypha bimaculata"
"8254","Hieraaetus pennatus","Melanocorypha leucoptera"
"8255","Hieraaetus pennatus","Calandrella brachydactyla"
"8256","Hieraaetus pennatus","Calandrella rufescens"
"8257","Hieraaetus pennatus","Calandrella cheleensis"
"8258","Hieraaetus pennatus","Chersophilus duponti"
"8259","Hieraaetus pennatus","Galerida cristata"
"8260","Hieraaetus pennatus","Lullula arborea"
"8261","Hieraaetus pennatus","Alauda arvensis"
"8262","Hieraaetus pennatus","Eremophila alpestris"
"8263","Hieraaetus pennatus","Motacilla alba"
"8264","Hieraaetus pennatus","Motacilla citreola"
"8265","Hieraaetus pennatus","Motacilla flava"
"8266","Hieraaetus pennatus","Motacilla cinerea"
"8267","Hieraaetus pennatus","Anthus campestris"
"8268","Hieraaetus pennatus","Anthus berthelotii"
"8269","Hieraaetus pennatus","Anthus trivialis"
"8270","Hieraaetus pennatus","Anthus hodgsoni"
"8271","Hieraaetus pennatus","Anthus pratensis"
"8272","Hieraaetus pennatus","Anthus cervinus"
"8273","Hieraaetus pennatus","Anthus petrosus"
"8274","Hieraaetus pennatus","Anthus spinoletta"
"8275","Hieraaetus pennatus","Turdus merula"
"8276","Hieraaetus pennatus","Turdus philomelos"
"8277","Hieraaetus pennatus","Turdus viscivorus"
"8278","Hieraaetus pennatus","Phylloscopus trochilus"
"8279","Hieraaetus pennatus","Phylloscopus collybita"
"8280","Hieraaetus pennatus","Phylloscopus sindianus"
"8281","Hieraaetus pennatus","Phylloscopus bonelli"
"8282","Hieraaetus pennatus","Phylloscopus sibillatrix"
"8283","Hieraaetus pennatus","Phylloscopus inornatus"
"8284","Hieraaetus pennatus","Phylloscopus borealis"
"8285","Hieraaetus pennatus","Phylloscopus trochiloides"
"8286","Hieraaetus pennatus","Sylvia atricapilla"
"8287","Hieraaetus pennatus","Sylvia borin"
"8288","Hieraaetus pennatus","Sylvia communis"
"8289","Hieraaetus pennatus","Sylvia curruca"
"8290","Hieraaetus pennatus","Sylvia nisoria"
"8291","Hieraaetus pennatus","Sylvia hortensis"
"8292","Hieraaetus pennatus","Sylvia ruppeli"
"8293","Hieraaetus pennatus","Sylvia cantillans"
"8294","Hieraaetus pennatus","Sylvia melanocephala"
"8295","Hieraaetus pennatus","Sylvia melanothorax"
"8296","Hieraaetus pennatus","Sylvia mystacea"
"8297","Hieraaetus pennatus","Sylvia conspicillata"
"8298","Hieraaetus pennatus","Sylvia undata"
"8299","Hieraaetus pennatus","Sylvia sarda"
"8300","Hieraaetus pennatus","Lanius excubitor"
"8301","Hieraaetus pennatus","Garrulus glandarius"
"8302","Hieraaetus pennatus","Cyanopica cyanus"
"8303","Hieraaetus pennatus","Pastor roseus"
"8304","Hieraaetus pennatus","Sturnus vulgaris"
"8305","Hieraaetus pennatus","Sturnus unicolor"
"8306","Hieraaetus pennatus","Passer italiae"
"8307","Hieraaetus pennatus","Passer domesticus"
"8308","Hieraaetus pennatus","Passer hispaniolensis"
"8309","Hieraaetus pennatus","Passer moabiticus"
"8310","Hieraaetus pennatus","Passer montanus"
"8311","Hieraaetus pennatus","Petronia petronia"
"8312","Hieraaetus pennatus","Carpospiza brachydactyla"
"8313","Hieraaetus pennatus","Galerida theklae"
"8314","Hieraaetus pennatus","Microtus duodecimcostatus"
"8315","Hieraaetus pennatus","Oryctolagus cuniculus"
"8316","Hieraaetus pennatus","Sciurus anomalus"
"8317","Hieraaetus pennatus","Sciurus vulgaris"
"8318","Hieraaetus pennatus","Spermophilus citellus"
"8319","Hieraaetus pennatus","Spermophilus fulvus"
"8320","Hieraaetus pennatus","Spermophilus major"
"8321","Hieraaetus pennatus","Spermophilus musicus"
"8322","Hieraaetus pennatus","Spermophilus pygmaeus"
"8323","Hieraaetus pennatus","Spermophilus suslicus"
"8324","Hieraaetus pennatus","Spermophilus taurensis"
"8325","Hieraaetus pennatus","Spermophilus xanthoprymnus"
"8326","Hieraaetus pennatus","Timon lepidus"
"8327","Hieraaetus pennatus","Timon princeps"
"8328","Falco naumanni","Pelodytes punctatus"
"8329","Falco naumanni","Alauda arvensis"
"8330","Falco naumanni","Chloris chloris"
"8331","Falco naumanni","Acanthis flammea"
"8332","Falco naumanni","Acanthis hornemanni"
"8333","Falco naumanni","Spinus spinus"
"8334","Falco naumanni","Carduelis carduelis"
"8335","Falco naumanni","Linaria flavirostris"
"8336","Falco naumanni","Linaria cannabina"
"8337","Falco naumanni","Serinus pusillus"
"8338","Falco naumanni","Serinus serinus"
"8339","Falco naumanni","Carduelis citrinella"
"8340","Falco naumanni","Passer italiae"
"8341","Falco naumanni","Passer domesticus"
"8342","Falco naumanni","Passer hispaniolensis"
"8343","Falco naumanni","Passer moabiticus"
"8344","Falco naumanni","Passer montanus"
"8345","Falco naumanni","Apodemus sylvaticus"
"8346","Falco naumanni","Crocidura russula"
"8347","Falco naumanni","Microtus duodecimcostatus"
"8348","Falco naumanni","Mus cypriacus"
"8349","Falco naumanni","Mus macedonicus"
"8350","Falco naumanni","Mus musculus"
"8351","Falco naumanni","Mus spicilegus"
"8352","Falco naumanni","Mus spretus"
"8353","Falco naumanni","Suncus etruscus"
"8354","Falco naumanni","Blanus cinereus"
"8355","Falco naumanni","Chalcides bedriagai"
"8356","Falco naumanni","Chalcides sexlineatus"
"8357","Falco naumanni","Chalcides chalcides"
"8358","Falco naumanni","Chalcides ocellatus"
"8359","Falco naumanni","Chalcides simonyi"
"8360","Falco naumanni","Chalcides striatus"
"8361","Falco naumanni","Chalcides viridanus"
"8362","Falco naumanni","Podarcis hispanicus"
"8363","Falco naumanni","Psammodromus algirus"
"8364","Falco naumanni","Psammodromus hispanicus"
"8365","Falco naumanni","Tarentola mauritanica"
"8366","Falco tinnunculus","Bufo bufo"
"8367","Falco tinnunculus","Epidalea calamita"
"8368","Falco tinnunculus","Bufo verrucosissimus"
"8369","Falco tinnunculus","Bufotes viridis"
"8370","Falco tinnunculus","Pelobates cultripes"
"8371","Falco tinnunculus","Pelobates fuscus"
"8372","Falco tinnunculus","Pelobates syriacus"
"8373","Falco tinnunculus","Pelodytes caucasicus"
"8374","Falco tinnunculus","Pelodytes ibericus"
"8375","Falco tinnunculus","Pelodytes punctatus"
"8376","Falco tinnunculus","Rana arvalis"
"8377","Falco tinnunculus","Pelophylax bedriagae"
"8378","Falco tinnunculus","Pelophylax bergeri"
"8379","Falco tinnunculus","Pelophylax cerigensis"
"8380","Falco tinnunculus","Pelophylax cretensis"
"8381","Falco tinnunculus","Rana dalmatina"
"8382","Falco tinnunculus","Pelophylax epeiroticus"
"8383","Falco tinnunculus","Pelophylax lessonae"
"8384","Falco tinnunculus","Rana graeca"
"8385","Falco tinnunculus","Rana iberica"
"8386","Falco tinnunculus","Rana italica"
"8387","Falco tinnunculus","Pelophylax kurtmuelleri"
"8388","Falco tinnunculus","Rana latastei"
"8389","Falco tinnunculus","Rana macrocnemis"
"8390","Falco tinnunculus","Pelophylax perezi"
"8391","Falco tinnunculus","Rana pyrenaica"
"8392","Falco tinnunculus","Pelophylax ridibundus"
"8393","Falco tinnunculus","Pelophylax shqipericus"
"8394","Falco tinnunculus","Rana tavasensis"
"8395","Falco tinnunculus","Rana temporaria"
"8396","Falco tinnunculus","Pelophylax caralitanus"
"8397","Falco tinnunculus","Bufotes boulengeri"
"8398","Falco tinnunculus","Bufotes variabilis"
"8399","Falco tinnunculus","Falco tinnunculus"
"8400","Falco tinnunculus","Vanellus vanellus"
"8401","Falco tinnunculus","Columba oenas"
"8402","Falco tinnunculus","Streptopelia turtur"
"8403","Falco tinnunculus","Apus apus"
"8404","Falco tinnunculus","Ammomanes deserti"
"8405","Falco tinnunculus","Melanocorypha calandra"
"8406","Falco tinnunculus","Melanocorypha bimaculata"
"8407","Falco tinnunculus","Melanocorypha leucoptera"
"8408","Falco tinnunculus","Calandrella brachydactyla"
"8409","Falco tinnunculus","Calandrella rufescens"
"8410","Falco tinnunculus","Calandrella cheleensis"
"8411","Falco tinnunculus","Chersophilus duponti"
"8412","Falco tinnunculus","Galerida cristata"
"8413","Falco tinnunculus","Lullula arborea"
"8414","Falco tinnunculus","Alauda arvensis"
"8415","Falco tinnunculus","Eremophila alpestris"
"8416","Falco tinnunculus","Motacilla alba"
"8417","Falco tinnunculus","Motacilla citreola"
"8418","Falco tinnunculus","Motacilla flava"
"8419","Falco tinnunculus","Motacilla cinerea"
"8420","Falco tinnunculus","Anthus campestris"
"8421","Falco tinnunculus","Anthus berthelotii"
"8422","Falco tinnunculus","Anthus trivialis"
"8423","Falco tinnunculus","Anthus hodgsoni"
"8424","Falco tinnunculus","Anthus pratensis"
"8425","Falco tinnunculus","Anthus cervinus"
"8426","Falco tinnunculus","Anthus petrosus"
"8427","Falco tinnunculus","Anthus spinoletta"
"8428","Falco tinnunculus","Monticola saxatilis"
"8429","Falco tinnunculus","Monticola solitarius"
"8430","Falco tinnunculus","Zoothera dauma"
"8431","Falco tinnunculus","Turdus torquatus"
"8432","Falco tinnunculus","Turdus merula"
"8433","Falco tinnunculus","Turdus ruficollis"
"8434","Falco tinnunculus","Turdus pilaris"
"8435","Falco tinnunculus","Turdus iliacus"
"8436","Falco tinnunculus","Turdus philomelos"
"8437","Falco tinnunculus","Turdus viscivorus"
"8438","Falco tinnunculus","Cisticola juncidis"
"8439","Falco tinnunculus","Prinia gracilis"
"8440","Falco tinnunculus","Muscicapa striata"
"8441","Falco tinnunculus","Ficedula hypoleuca"
"8442","Falco tinnunculus","Ficedula albicollis"
"8443","Falco tinnunculus","Ficedula semitorquata"
"8444","Falco tinnunculus","Ficedula parva"
"8445","Falco tinnunculus","Erithacus rubecula"
"8446","Falco tinnunculus","Luscinia luscinia"
"8447","Falco tinnunculus","Luscinia megarhynchos"
"8448","Falco tinnunculus","Luscinia calliope"
"8449","Falco tinnunculus","Luscinia svecica"
"8450","Falco tinnunculus","Tarsiger cyanurus"
"8451","Falco tinnunculus","Irania gutturalis"
"8452","Falco tinnunculus","Phoenicurus ochruros"
"8453","Falco tinnunculus","Phoenicurus phoenicurus"
"8454","Falco tinnunculus","Saxicola rubetra"
"8455","Falco tinnunculus","Saxicola torquatus"
"8456","Falco tinnunculus","Oenanthe leucura"
"8457","Falco tinnunculus","Oenanthe oenanthe"
"8458","Falco tinnunculus","Oenanthe finschii"
"8459","Falco tinnunculus","Oenanthe pleschanka"
"8460","Falco tinnunculus","Oenanthe hispanica"
"8461","Falco tinnunculus","Oenanthe chrysopygia"
"8462","Falco tinnunculus","Oenanthe deserti"
"8463","Falco tinnunculus","Oenanthe cypriaca"
"8464","Falco tinnunculus","Oenanthe isabellina"
"8465","Falco tinnunculus","Pastor roseus"
"8466","Falco tinnunculus","Sturnus vulgaris"
"8467","Falco tinnunculus","Sturnus unicolor"
"8468","Falco tinnunculus","Emberiza citrinella"
"8469","Falco tinnunculus","Emberiza leucocephalos"
"8470","Falco tinnunculus","Emberiza cirlus"
"8471","Falco tinnunculus","Emberiza cia"
"8472","Falco tinnunculus","Emberiza buchanani"
"8473","Falco tinnunculus","Emberiza cineracea"
"8474","Falco tinnunculus","Emberiza hortulana"
"8475","Falco tinnunculus","Emberiza caesia"
"8476","Falco tinnunculus","Emberiza pusilla"
"8477","Falco tinnunculus","Emberiza rustica"
"8478","Falco tinnunculus","Emberiza aureola"
"8479","Falco tinnunculus","Emberiza melanocephala"
"8480","Falco tinnunculus","Emberiza bruniceps"
"8481","Falco tinnunculus","Emberiza pallasi"
"8482","Falco tinnunculus","Emberiza schoeniclus"
"8483","Falco tinnunculus","Emberiza calandra"
"8484","Falco tinnunculus","Calcarius lapponicus"
"8485","Falco tinnunculus","Plectrophenax nivalis"
"8486","Falco tinnunculus","Fringilla coelebs"
"8487","Falco tinnunculus","Fringilla montifringilla"
"8488","Falco tinnunculus","Pinicola enucleator"
"8489","Falco tinnunculus","Carpodacus erythrinus"
"8490","Falco tinnunculus","Carpodacus rubicilla"
"8491","Falco tinnunculus","Loxia pytyopsittacus"
"8492","Falco tinnunculus","Loxia scotica"
"8493","Falco tinnunculus","Loxia curvirostra"
"8494","Falco tinnunculus","Loxia leucoptera"
"8495","Falco tinnunculus","Chloris chloris"
"8496","Falco tinnunculus","Acanthis flammea"
"8497","Falco tinnunculus","Acanthis hornemanni"
"8498","Falco tinnunculus","Spinus spinus"
"8499","Falco tinnunculus","Carduelis carduelis"
"8500","Falco tinnunculus","Linaria flavirostris"
"8501","Falco tinnunculus","Linaria cannabina"
"8502","Falco tinnunculus","Serinus pusillus"
"8503","Falco tinnunculus","Serinus serinus"
"8504","Falco tinnunculus","Serinus canaria"
"8505","Falco tinnunculus","Carduelis citrinella"
"8506","Falco tinnunculus","Pyrrhula pyrrhula"
"8507","Falco tinnunculus","Pyrrhula murina"
"8508","Falco tinnunculus","Coccothraustes coccothraustes"
"8509","Falco tinnunculus","Rhodopechys sanguineus"
"8510","Falco tinnunculus","Bucanetes githagineus"
"8511","Falco tinnunculus","Bucanetes mongolicus"
"8512","Falco tinnunculus","Rhodospiza obsoleta"
"8513","Falco tinnunculus","Passer italiae"
"8514","Falco tinnunculus","Passer domesticus"
"8515","Falco tinnunculus","Passer hispaniolensis"
"8516","Falco tinnunculus","Passer moabiticus"
"8517","Falco tinnunculus","Passer montanus"
"8518","Falco tinnunculus","Gymnoris xanthocollis"
"8519","Falco tinnunculus","Petronia petronia"
"8520","Falco tinnunculus","Carpospiza brachydactyla"
"8521","Falco tinnunculus","Montifringilla nivalis"
"8522","Falco tinnunculus","Galerida theklae"
"8523","Falco tinnunculus","Fringilla teydea"
"8524","Falco tinnunculus","Saxicola dacotiae"
"8525","Falco tinnunculus","Acomys cilicicus"
"8526","Falco tinnunculus","Acomys minous"
"8527","Falco tinnunculus","Acomys nesiotes"
"8528","Falco tinnunculus","Allocricetulus eversmanni"
"8529","Falco tinnunculus","Apodemus agrarius"
"8530","Falco tinnunculus","Apodemus alpicola"
"8531","Falco tinnunculus","Apodemus epimelas"
"8532","Falco tinnunculus","Apodemus flavicollis"
"8533","Falco tinnunculus","Apodemus hyrcanicus"
"8534","Falco tinnunculus","Apodemus mystacinus"
"8535","Falco tinnunculus","Apodemus ponticus"
"8536","Falco tinnunculus","Apodemus sylvaticus"
"8537","Falco tinnunculus","Apodemus uralensis"
"8538","Falco tinnunculus","Apodemus witherbyi"
"8539","Falco tinnunculus","Arvicola amphibius"
"8540","Falco tinnunculus","Arvicola sapidus"
"8541","Falco tinnunculus","Arvicola scherman"
"8542","Falco tinnunculus","Chionomys gud"
"8543","Falco tinnunculus","Chionomys nivalis"
"8544","Falco tinnunculus","Chionomys roberti"
"8545","Falco tinnunculus","Cricetulus migratorius"
"8546","Falco tinnunculus","Cricetus cricetus"
"8547","Falco tinnunculus","Crocidura canariensis"
"8548","Falco tinnunculus","Crocidura caspica"
"8549","Falco tinnunculus","Crocidura leucodon"
"8550","Falco tinnunculus","Crocidura ichnusae"
"8551","Falco tinnunculus","Crocidura russula"
"8552","Falco tinnunculus","Crocidura serezkyensis"
"8553","Falco tinnunculus","Crocidura sicula"
"8554","Falco tinnunculus","Crocidura suaveolens"
"8555","Falco tinnunculus","Crocidura zimmermanni"
"8556","Falco tinnunculus","Dicrostonyx torquatus"
"8557","Falco tinnunculus","Dinaromys bogdanovi"
"8558","Falco tinnunculus","Diplomesodon pulchellum"
"8559","Falco tinnunculus","Ellobius lutescens"
"8560","Falco tinnunculus","Ellobius talpinus"
"8561","Falco tinnunculus","Eptesicus serotinus"
"8562","Falco tinnunculus","Dipodillus dasyurus"
"8563","Falco tinnunculus","Lagurus lagurus"
"8564","Falco tinnunculus","Lemmus lemmus"
"8565","Falco tinnunculus","Lemmus sibiricus"
"8566","Falco tinnunculus","Meriones crassus"
"8567","Falco tinnunculus","Meriones dahli"
"8568","Falco tinnunculus","Meriones libycus"
"8569","Falco tinnunculus","Meriones meridianus"
"8570","Falco tinnunculus","Meriones persicus"
"8571","Falco tinnunculus","Meriones tamariscinus"
"8572","Falco tinnunculus","Meriones tristrami"
"8573","Falco tinnunculus","Meriones vinogradovi"
"8574","Falco tinnunculus","Mesocricetus auratus"
"8575","Falco tinnunculus","Mesocricetus brandti"
"8576","Falco tinnunculus","Mesocricetus newtoni"
"8577","Falco tinnunculus","Mesocricetus raddei"
"8578","Falco tinnunculus","Micromys minutus"
"8579","Falco tinnunculus","Microtus agrestis"
"8580","Falco tinnunculus","Microtus anatolicus"
"8581","Falco tinnunculus","Microtus arvalis"
"8582","Falco tinnunculus","Microtus bavaricus"
"8583","Falco tinnunculus","Microtus brachycercus"
"8584","Falco tinnunculus","Microtus cabrerae"
"8585","Falco tinnunculus","Microtus daghestanicus"
"8586","Falco tinnunculus","Microtus dogramacii"
"8587","Falco tinnunculus","Microtus duodecimcostatus"
"8588","Falco tinnunculus","Microtus felteni"
"8589","Falco tinnunculus","Microtus gerbei"
"8590","Falco tinnunculus","Microtus gregalis"
"8591","Falco tinnunculus","Microtus guentheri"
"8592","Falco tinnunculus","Microtus levis"
"8593","Falco tinnunculus","Microtus liechtensteini"
"8594","Falco tinnunculus","Microtus lusitanicus"
"8595","Falco tinnunculus","Microtus majori"
"8596","Falco tinnunculus","Microtus middendorffi"
"8597","Falco tinnunculus","Microtus multiplex"
"8598","Falco tinnunculus","Microtus oeconomus"
"8599","Falco tinnunculus","Microtus savii"
"8600","Falco tinnunculus","Microtus schidlovskii"
"8601","Falco tinnunculus","Microtus socialis"
"8602","Falco tinnunculus","Microtus subterraneus"
"8603","Falco tinnunculus","Microtus tatricus"
"8604","Falco tinnunculus","Microtus thomasi"
"8605","Falco tinnunculus","Mus cypriacus"
"8606","Falco tinnunculus","Mus macedonicus"
"8607","Falco tinnunculus","Mus musculus"
"8608","Falco tinnunculus","Mus spicilegus"
"8609","Falco tinnunculus","Mus spretus"
"8610","Falco tinnunculus","Mustela nivalis"
"8611","Falco tinnunculus","Myodes glareolus"
"8612","Falco tinnunculus","Myodes rufocanus"
"8613","Falco tinnunculus","Myodes rutilus"
"8614","Falco tinnunculus","Myopus schisticolor"
"8615","Falco tinnunculus","Neomys anomalus"
"8616","Falco tinnunculus","Neomys fodiens"
"8617","Falco tinnunculus","Neomys teres"
"8618","Falco tinnunculus","Nyctalus noctula"
"8619","Falco tinnunculus","Oryctolagus cuniculus"
"8620","Falco tinnunculus","Plecotus auritus"
"8621","Falco tinnunculus","Prometheomys schaposchnikowi"
"8622","Falco tinnunculus","Rhombomys opimus"
"8623","Falco tinnunculus","Sciurus anomalus"
"8624","Falco tinnunculus","Sciurus vulgaris"
"8625","Falco tinnunculus","Sorex alpinus"
"8626","Falco tinnunculus","Sorex antinorii"
"8627","Falco tinnunculus","Sorex araneus"
"8628","Falco tinnunculus","Sorex caecutiens"
"8629","Falco tinnunculus","Sorex coronatus"
"8630","Falco tinnunculus","Sorex granarius"
"8631","Falco tinnunculus","Sorex isodon"
"8632","Falco tinnunculus","Sorex minutissimus"
"8633","Falco tinnunculus","Sorex minutus"
"8634","Falco tinnunculus","Sorex raddei"
"8635","Falco tinnunculus","Sorex samniticus"
"8636","Falco tinnunculus","Sorex satunini"
"8637","Falco tinnunculus","Sorex tundrensis"
"8638","Falco tinnunculus","Sorex volnuchini"
"8639","Falco tinnunculus","Spermophilus citellus"
"8640","Falco tinnunculus","Spermophilus fulvus"
"8641","Falco tinnunculus","Spermophilus major"
"8642","Falco tinnunculus","Spermophilus musicus"
"8643","Falco tinnunculus","Spermophilus pygmaeus"
"8644","Falco tinnunculus","Spermophilus suslicus"
"8645","Falco tinnunculus","Spermophilus taurensis"
"8646","Falco tinnunculus","Spermophilus xanthoprymnus"
"8647","Falco tinnunculus","Suncus etruscus"
"8648","Falco tinnunculus","Tadarida teniotis"
"8649","Falco tinnunculus","Talpa caeca"
"8650","Falco tinnunculus","Talpa caucasica"
"8651","Falco tinnunculus","Talpa davidiana"
"8652","Falco tinnunculus","Talpa europaea"
"8653","Falco tinnunculus","Talpa levantis"
"8654","Falco tinnunculus","Talpa occidentalis"
"8655","Falco tinnunculus","Talpa romana"
"8656","Falco tinnunculus","Talpa stankovici"
"8657","Falco tinnunculus","Tamias sibiricus"
"8658","Falco tinnunculus","Tatera indica"
"8659","Falco tinnunculus","Acanthodactylus erythrurus"
"8660","Falco tinnunculus","Acanthodactylus schreiberi"
"8661","Falco tinnunculus","Algyroides fitzingeri"
"8662","Falco tinnunculus","Algyroides marchi"
"8663","Falco tinnunculus","Algyroides moreoticus"
"8664","Falco tinnunculus","Algyroides nigropunctatus"
"8665","Falco tinnunculus","Anguis fragilis"
"8666","Falco tinnunculus","Archaeolacerta bedriagae"
"8667","Falco tinnunculus","Chalcides bedriagai"
"8668","Falco tinnunculus","Chalcides sexlineatus"
"8669","Falco tinnunculus","Chalcides chalcides"
"8670","Falco tinnunculus","Chalcides ocellatus"
"8671","Falco tinnunculus","Chalcides simonyi"
"8672","Falco tinnunculus","Chalcides striatus"
"8673","Falco tinnunculus","Chalcides viridanus"
"8674","Falco tinnunculus","Coronella austriaca"
"8675","Falco tinnunculus","Coronella girondica"
"8676","Falco tinnunculus","Darevskia alpina"
"8677","Falco tinnunculus","Darevskia armeniaca"
"8678","Falco tinnunculus","Darevskia bendimahiensis"
"8679","Falco tinnunculus","Darevskia brauneri"
"8680","Falco tinnunculus","Darevskia caucasica"
"8681","Falco tinnunculus","Darevskia clarkorum"
