"","role","sourceFW","estimate_(Intercept)_serengeti","std.error_(Intercept)_serengeti","estimate_(Intercept)_pyrenees","std.error_(Intercept)_pyrenees","insample","estimate_empirical_europe","estimate_(Intercept)_arctic","std.error_(Intercept)_arctic","estimate_empirical_serengeti","std.error_empirical_serengeti","estimate_empirical_pyrenees","std.error_empirical_pyrenees","estimate_(Intercept)_europe","std.error_(Intercept)_europe","estimate_empirical_arctic","std.error_empirical_arctic","r.squared_serengeti","r.squared_pyrenees","std.error_empirical_europe","r.squared_arctic"
"153","position2","arctic",NA,NA,NA,NA,"within food web",NA,261.852828968578,16.4482751146165,NA,NA,NA,NA,NA,NA,2.21359317981825,0.411192230734647,NA,NA,NA,0.131741207095131
"154","position2","arctic",846.839524143925,48.0865515790249,364.805573320535,18.9938743370382,"between food webs",1.7017807374144,NA,NA,-0.0548722956571975,0.132823484511023,0.689898233863649,0.526115373229198,7959.25130506299,231.11169160301,NA,NA,0.000576254690662281,0.00878565069805748,0.215178060227602,NA
"155","position2","europe",359.804891662799,29.1873713973426,244.664372699818,17.3875795094902,"between food webs",NA,223.150799983081,16.8795826239756,0.400213666260201,0.0806206360283783,1.05610646950374,0.481622270467976,NA,NA,0.789503763458162,0.421974534390815,0.076854587162129,0.0241861929634649,NA,0.0179976207741755
"156","position2","europe",NA,NA,NA,NA,"within food web",1.85300239080301,NA,NA,NA,NA,NA,NA,4321.39879629556,166.53140931533,NA,NA,NA,NA,0.155050163732066,NA
"157","position2","pyrenees",683.222108899337,36.7266078872643,NA,NA,"between food webs",2.745709925842,313.950799010976,19.4543465606878,0.177950153636686,0.101445328759742,NA,NA,7628.12555829428,199.986745235661,1.72180043345652,0.486341339990448,0.0102884406893462,NA,0.186198974238656,0.0615809919553774
"158","position2","pyrenees",NA,NA,324.694767261236,17.7069682946469,"within food web",NA,NA,NA,NA,NA,0.90685891122071,0.490469088496054,NA,NA,NA,NA,NA,0.0173168128266188,NA,NA
"159","position2","serengeti",NA,NA,427.610049381541,17.418666885819,"between food webs",0.362536285976175,378.161845554808,16.0452831604024,NA,NA,-0.49133641439439,0.482483366330239,13323.1000049693,260.785433135043,-0.398378285673597,0.401117790742204,NA,0.00531711591479943,0.242805992411691,0.00513779806903582
"160","position2","serengeti",373.951237910271,24.7555602177961,NA,NA,"within food web",NA,NA,NA,0.27624253227819,0.0683791967021479,NA,NA,NA,NA,NA,NA,0.0522555750391392,NA,NA,NA
"161","position20","arctic",NA,NA,NA,NA,"within food web",NA,29.1101587301587,2.07449684389479,NA,NA,NA,NA,NA,NA,20.2923412698411,14.4099156050494,NA,NA,NA,0.0102759550215995
"162","position20","arctic",101.326219931272,5.80495888386962,46.2515816326531,2.91597776244704,"between food webs",202.779068648267,NA,NA,2.08163980254185,0.526048472184438,NA,NA,679.092133920989,23.3138314365398,NA,NA,0.0502435349222253,0,16.5074913760868,NA
"163","position20","europe",22.9259793814433,1.93542534917864,20.8348469387755,1.75316796530857,"between food webs",NA,14.557037037037,1.3813000601284,0.602893143511697,0.175389278086284,NA,NA,NA,NA,32.7104629629628,9.59481685897869,0.0383869193183645,0,NA,0.0573604180042132
"164","position20","europe",NA,NA,NA,NA,"within food web",122.129309852302,NA,NA,NA,NA,NA,NA,192.591671053804,9.09139533709657,NA,NA,NA,NA,6.43721434343488,NA
"165","position20","pyrenees",81.2140549828179,4.11130519848653,NA,NA,"between food webs",229.724796918667,39.2838624338624,2.56640688455351,1.48901114111165,0.372568671305744,NA,NA,823.893636479627,24.5303689030636,39.5961375661374,17.826831948899,0.0511995785868463,NA,17.3688676707551,0.0251795843466896
"166","position20","pyrenees",NA,NA,41.5489795918367,2.5198488456694,"within food web",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"167","position20","serengeti",NA,NA,94.7120328545766,4.06373904623834,"between food webs",348.649556742198,99.8930155813369,4.00629407408967,NA,NA,NA,NA,2792.23115254392,54.0184250478082,56.4794844186629,27.8286080147776,NA,0,38.2480540812741,0.0211105125281647
"168","position20","serengeti",62.6990721649485,3.04777957477062,NA,NA,"within food web",NA,NA,NA,0.602532727867777,0.276191411677022,NA,NA,NA,NA,NA,NA,0.015824205414353,NA,NA,NA
"169","position21","arctic",NA,NA,NA,NA,"within food web",NA,29.2692998955068,1.82434040876308,NA,NA,NA,NA,NA,NA,7.82628004179738,8.01464946157882,NA,NA,NA,0.00496758793443941
"170","position21","arctic",109.178413793103,5.47977334493104,46.2366326530612,2.66079931263975,"between food webs",2.02205334646495,NA,NA,0.032009304871374,0.530866334099331,NA,NA,756.174868066645,21.2716932161799,NA,NA,1.22824518795882e-05,0,3.00805685056559,NA
"171","position21","europe",23.5440689655172,1.80392957951354,20.834387755102,1.68502271642084,"between food webs",NA,15.0342215256008,1.26974943452988,0.69594731800766,0.174760053485707,NA,NA,NA,NA,7.90131138975976,5.57823341132631,0.0508522868125747,0,NA,0.0103952134194972
"172","position21","europe",NA,NA,NA,NA,"within food web",6.98068887916491,NA,NA,NA,NA,NA,NA,236.093007979732,9.79273695887784,NA,NA,NA,NA,1.38480323101564,NA
"173","position21","pyrenees",82.3648965517242,3.83044386760956,NA,NA,"between food webs",6.57355599367389,39.7860188087774,2.41551827847072,1.39692624521072,0.371083540499382,NA,NA,907.536043888019,23.1079347768283,12.1395924764892,10.6117982022363,0.0456880097744801,NA,3.26772207559808,0.00680505101387204
"174","position21","pyrenees",NA,NA,41.5195408163266,2.29630813895676,"within food web",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"175","position21","serengeti",NA,NA,94.4383683881716,5.31266706791915,"between food webs",2.18001617071031,95.6864463779242,6.95460803722084,NA,NA,NA,NA,2947.31422625209,72.4560115695248,-34.8455785511701,30.5528207856751,NA,0,10.2460955858741,0.00676412716064539
"176","position21","serengeti",64.8406206896552,4.05591983773675,NA,NA,"within food web",NA,NA,NA,0.1829464969896,0.392927072002311,NA,NA,NA,NA,NA,NA,0.000731837453795235,NA,NA,NA
"177","position22","arctic",NA,NA,NA,NA,"within food web",NA,9.54317708333332,0.969897665933789,NA,NA,NA,NA,NA,NA,14.6668229166668,13.4742489994833,NA,NA,NA,0.00616515234779349
"178","position22","arctic",37.9154362416107,2.82988014571909,17.5416836734694,1.58341362277678,"between food webs",29.3779057933038,NA,NA,NA,NA,NA,NA,220.612587648887,10.2291908443809,NA,NA,0,0,17.6311084770225,NA
"179","position22","europe",7.13694630872483,0.745440973102837,7.23260204081632,0.785518110257572,"between food webs",NA,5.290625,0.64883542230758,NA,NA,NA,NA,NA,NA,6.14937500000007,9.0139097627791,0,0,NA,0.00243077755743425
"180","position22","europe",NA,NA,NA,NA,"within food web",20.3943243595732,NA,NA,NA,NA,NA,NA,65.6865094104731,3.83060444606142,NA,NA,NA,NA,6.60245796060922,NA
"181","position22","pyrenees",25.1090268456376,2.19586080051824,NA,NA,"between food webs",82.6935182150807,16.8163020833333,1.74191620576659,NA,NA,NA,NA,296.508418822369,15.0713965123433,1.09369791666667,24.1994733229274,0,NA,25.9771697343306,1.06941169653288e-05
"182","position22","pyrenees",NA,NA,15.3300510204082,1.58788556012505,"within food web",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"183","position22","serengeti",NA,NA,18.0461224489796,1.10240822741432,"between food webs",7.91265399764293,14.2550520833333,1.1105253299649,NA,NA,NA,NA,537.619106212549,14.8881724474912,-12.6450520833334,15.4279109454027,NA,0,25.6613633902948,0.00350484505061879
"184","position22","serengeti",10.2855369127517,0.860360106232095,NA,NA,"within food web",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"185","position23","arctic",NA,NA,NA,NA,"within food web",NA,9.47796875,0.681767887748751,NA,NA,NA,NA,NA,NA,15.5820312500001,9.47142219435505,NA,NA,NA,0.0139724775381468
"186","position23","arctic",38.1963758389262,2.16006026575216,17.5363265306122,1.12008878174577,"between food webs",51.5421938601592,NA,NA,NA,NA,NA,NA,220.626142447514,7.03281307755781,NA,NA,0,0,35.0858360019261,NA
"187","position23","europe",7.10798657718122,0.547060113443994,7.23255102040817,0.595965212840487,"between food webs",NA,5.24661458333333,0.473032439243386,NA,NA,NA,NA,NA,NA,12.9733854166667,6.57157666738158,0,0,NA,0.01999684992714
"188","position23","europe",NA,NA,NA,NA,"within food web",104.545107176516,NA,NA,NA,NA,NA,NA,63.7808772633393,2.80056652584963,NA,NA,NA,NA,13.9716805714628,NA
"189","position23","pyrenees",24.9287919463087,1.22399077876102,NA,NA,"between food webs",149.432274468128,16.5833333333333,1.05074240181312,NA,NA,NA,NA,298.188158649315,8.25589403493856,21.4666666666668,14.5973799645288,0,NA,41.1876358670011,0.011195830674962
"190","position23","pyrenees",NA,NA,15.3160204081633,0.889767731965866,"within food web",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"191","position23","serengeti",NA,NA,18.0105102040816,0.772779382196075,"between food webs",18.9808738545448,14.6237037684555,0.918789167720406,NA,NA,NA,NA,538.45046419763,11.3838414052705,-5.60370376845551,12.764227050669,NA,0,56.7925790451911,0.00100806818756356
"192","position23","serengeti",10.2867785234899,0.602261099193846,NA,NA,"within food web",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"193","position24","arctic",NA,NA,NA,NA,"within food web",NA,9.49010416666667,0.733718776333438,NA,NA,NA,NA,NA,NA,15.0798958333334,10.19314700422,NA,NA,NA,0.0113291794882679
"194","position24","arctic",38.6521812080537,2.31115124921361,17.5348979591837,1.16712377639138,"between food webs",-4.29477392991343,NA,NA,NA,NA,NA,NA,222.013633750346,7.50341067379974,NA,NA,0,0,21.2990546533308,NA
"195","position24","europe",7.14936241610739,0.575026968100326,7.23260204081633,0.626994474860821,"between food webs",NA,5.22973958333333,0.51702711717436,NA,NA,NA,NA,NA,NA,15.5502604166668,7.18277026637152,0,0,NA,0.0239513220771342
"196","position24","europe",NA,NA,NA,NA,"within food web",41.4983579867353,NA,NA,NA,NA,NA,NA,65.1751408627724,3.1134290253266,NA,NA,NA,NA,8.83772698211076,NA
"197","position24","pyrenees",25.0847315436242,1.20846318022293,NA,NA,"between food webs",50.4438671358868,16.524375,1.07363882690304,NA,NA,NA,NA,300.431411657031,8.49760589420648,29.5456250000002,14.9154672676491,0,NA,24.1211603937861,0.0201301796389813
"198","position24","pyrenees",NA,NA,15.3104591836735,0.927342001824752,"within food web",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"199","position24","serengeti",NA,NA,18.0068887963349,1.08499278195256,"between food webs",21.7400115371477,14.41140625,1.22488932523864,NA,NA,NA,NA,539.251669405933,14.9960563531861,-13.0614062500001,17.0167063441528,NA,0,42.5675519755596,0.00307509081878373
"200","position24","serengeti",10.2989597315436,0.820425098530644,NA,NA,"within food web",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"201","position25","arctic",NA,NA,NA,NA,"within food web",NA,0.788549222797928,0.0857561223849981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"202","position25","arctic",4.79327858557081,0.366333089647587,1.78454081632653,0.174381365894275,"between food webs",-0.866263663464705,NA,NA,-0.0109963105344175,0.00301876459536276,NA,NA,17.9612870865472,0.899490598268436,NA,NA,0.0429041420144856,0,3.98720175530538,NA
"203","position25","europe",0.726470939513537,0.0794435157855146,0.746938775510204,0.0878003424695093,"between food webs",NA,0.585077720207254,0.0777204549866518,-0.00157003767589651,0.000654653591394548,NA,NA,NA,NA,NA,NA,0.0190610709526662,0,NA,0
"204","position25","europe",NA,NA,NA,NA,"within food web",9.17482168488424,NA,NA,NA,NA,NA,NA,5.26215066483701,0.35073831632066,NA,NA,NA,NA,1.55472934700896,NA
"205","position25","pyrenees",1.50502671508216,0.13578298688268,NA,NA,"between food webs",24.3094380037533,1.68165803108808,0.185696352977733,-0.00229050066085994,0.00111891850623803,NA,NA,21.3634301802867,1.17934610186577,NA,NA,0.0139594083473022,NA,5.22772651156541,0
"206","position25","pyrenees",NA,NA,1.23020408163265,0.133490199962572,"within food web",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"207","position25","serengeti",NA,NA,1.46836734693878,0.104295533376744,"between food webs",4.30637517941914,1.36709844559586,0.14492376494179,NA,NA,NA,NA,43.0579340368145,1.39146476755808,NA,NA,NA,0,6.1679919438107,0
"208","position25","serengeti",0.519935826428343,0.0595309514008042,NA,NA,"within food web",NA,NA,NA,0.0016562186639257,0.000490564280147037,NA,NA,NA,NA,NA,NA,0.0370801870088166,NA,NA,NA
"209","position26","arctic",NA,NA,NA,NA,"within food web",NA,3.84046632124352,0.394341509470003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"210","position26","arctic",17.6379530201342,1.35058200729427,7.81367346938776,0.722423057980419,"between food webs",11.0320554066131,NA,NA,NA,NA,NA,NA,88.0738337801609,4.12896320755926,NA,NA,0,0,46.0605128905967,NA
"211","position26","europe",3.07906040268457,0.335706105415592,3.24132653061225,0.353638960328496,"between food webs",NA,2.4960621761658,0.30737646215616,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0
"212","position26","europe",NA,NA,NA,NA,"within food web",22.9423920166815,NA,NA,NA,NA,NA,NA,26.2128239499554,1.54625874065303,NA,NA,NA,NA,17.2492383864441,NA
"213","position26","pyrenees",8.35285234899329,0.732810972181026,NA,NA,"between food webs",124.220563002681,7.34590673575129,0.77298592101462,NA,NA,NA,NA,113.208310991957,5.92344246292849,NA,NA,0,NA,66.0787670427576,0
"214","position26","pyrenees",NA,NA,6.13698979591837,0.64347108502049,"within food web",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"215","position26","serengeti",NA,NA,7.46607142857143,0.414598217206907,"between food webs",-10.9722043491212,6.34098445595855,0.494733656847235,NA,NA,NA,NA,217.686613047364,5.56358307413218,NA,NA,NA,0,62.0643674990395,0
"216","position26","serengeti",3.55828859060403,0.281079649579103,NA,NA,"within food web",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"217","position27","arctic",NA,NA,NA,NA,"within food web",NA,3.83906735751296,0.409326214548983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"218","position27","arctic",17.8909395973154,1.41183018997001,7.81367346938775,0.744074593300386,"between food webs",20.6905093833781,NA,NA,NA,NA,NA,NA,88.2284718498661,4.37828692972924,NA,NA,0,0,48.841835450681,NA
"219","position27","europe",3.09778523489934,0.342904760808841,3.24132653061224,0.37376058760556,"between food webs",NA,2.4960103626943,0.32834746562392,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0
"220","position27","europe",NA,NA,NA,NA,"within food web",39.2178552278825,NA,NA,NA,NA,NA,NA,26.186434316354,1.67919740209263,NA,NA,NA,NA,18.732231239877,NA
"221","position27","pyrenees",8.43097315436242,0.756424005646187,NA,NA,"between food webs",196.009088471851,7.34497409326424,0.791891029670896,NA,NA,NA,NA,113.41273458445,6.01930397507442,NA,NA,0,NA,67.1481469800326,0
"222","position27","pyrenees",NA,NA,6.13673469387756,0.658826853882137,"within food web",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"223","position27","serengeti",NA,NA,7.465,0.583148765747813,"between food webs",64.5910783437598,6.14336787564766,0.645385475757454,NA,NA,NA,NA,217.866764968722,7.40205043028444,NA,NA,NA,0,82.5733294587783,0
"224","position27","serengeti",3.56157718120806,0.374412414245469,NA,NA,"within food web",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"225","position28","arctic",NA,NA,NA,NA,"within food web",NA,3.82072538860104,0.292969851034573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"226","position28","arctic",17.9890604026846,1.09401470015598,7.8111224489796,0.541935755398277,"between food webs",18.2888361683086,NA,NA,NA,NA,NA,NA,88.3511638316919,3.00911918775454,NA,NA,0,0,58.141706431919,NA
"227","position28","europe",3.09127516778524,0.24968722701659,3.24132653061224,0.289312681558683,"between food webs",NA,2.49316062176166,0.247709409892446,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0
"228","position28","europe",NA,NA,NA,NA,"within food web",104.927920023877,NA,NA,NA,NA,NA,NA,25.9587466427932,1.26706617848084,NA,NA,NA,NA,24.4820444729609,NA
"229","position28","pyrenees",8.33288590604027,0.40953981589311,NA,NA,"between food webs",216.884661295142,7.28886010362694,0.482004311197666,NA,NA,NA,NA,114.422005371531,3.33945514557255,NA,NA,0,NA,64.5244035219915,0
"230","position28","pyrenees",NA,NA,6.12882653061224,0.373334880882666,"within food web",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"231","position28","serengeti",NA,NA,7.45142857142857,0.407138127342233,"between food webs",-72.1513040883341,6.37829015544041,0.542144579649857,NA,NA,NA,NA,218.634637421665,5.65308481298632,NA,NA,NA,0,109.227975737531,0
"232","position28","serengeti",3.56127516778524,0.242235344490625,NA,NA,"within food web",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"233","position29","arctic",NA,NA,NA,NA,"within food web",NA,9.52756476683938,0.689274365859748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"234","position29","arctic",40.0260067114094,2.26406399221171,17.329693877551,1.12116518665281,"between food webs",-19.5462429125631,NA,NA,NA,NA,NA,NA,222.13163831692,7.09843104220318,NA,NA,0,0,34.2886795131372,NA
"235","position29","europe",6.95842281879196,0.545337088553824,7.21933673469388,0.595073882413348,"between food webs",NA,5.32761658031088,0.491260712055499,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0
"236","position29","europe",NA,NA,NA,NA,"within food web",38.7452760370033,NA,NA,NA,NA,NA,NA,64.1322291853179,2.83255225067512,NA,NA,NA,NA,13.6825272725999,NA
"237","position29","pyrenees",24.9851677852349,1.23692394915992,NA,NA,"between food webs",47.60968069233,16.3459067357513,1.06500638375025,NA,NA,NA,NA,294.124610564011,8.33650826827299,NA,NA,0,NA,40.2691606877555,0
"238","position29","pyrenees",NA,NA,14.9790306122449,0.904640220019559,"within food web",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"239","position29","serengeti",NA,NA,18.2677551020408,0.747400543398409,"between food webs",55.2060660996709,15.2704663212435,0.962463366197606,NA,NA,NA,NA,544.829068934646,11.2024658782378,NA,NA,NA,0,54.113051175958,0
"240","position29","serengeti",10.3470134228188,0.571969721313234,NA,NA,"within food web",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"241","position3","arctic",NA,NA,NA,NA,"within food web",NA,186.355432783114,11.1480862355874,NA,NA,NA,NA,NA,NA,8.01091927946588,0.699293462511726,NA,NA,NA,0.407262716209111
"242","position3","arctic",760.276433811784,25.5186933866744,266.525361922008,17.7580162520963,"between food webs",9.36675905869489,NA,NA,0.721293392260823,0.095460645870653,14.0488628043506,1.92838573440264,5637.32160632643,148.927688783379,NA,NA,0.161691543434398,0.214815071177253,0.360050801889227,NA
"243","position3","europe",342.701953370053,14.7255016718712,163.358911308213,11.478639359172,"between food webs",NA,144.68773258405,10.4788132560136,0.541725348431894,0.0550853399531911,12.1610031333741,1.24649308100318,NA,NA,6.50444777396251,0.65731152862987,0.246269498735112,0.32914435190072,NA,0.338920937104277
"244","position3","europe",NA,NA,NA,NA,"within food web",7.2415573874519,NA,NA,NA,NA,NA,NA,2650.02603980769,68.0254696402627,NA,NA,NA,NA,0.164459846875709,NA
"245","position3","pyrenees",627.573869163699,17.2308843382941,NA,NA,"between food webs",7.93862909582668,237.291361272989,11.4561302237376,0.620584579007608,0.0644575066180705,NA,NA,6123.54290497544,116.18478602972,7.13912391702238,0.718616343814155,0.23847690351581,NA,0.280890851923282,0.340686156779447
"246","position3","pyrenees",NA,NA,233.497272219082,12.515990348059,"within food web",NA,NA,NA,NA,NA,13.4452070372122,1.35914152214322,NA,NA,NA,NA,NA,0.335297958908731,NA,NA
"247","position3","serengeti",NA,NA,242.345929200657,32.7551498612592,"between food webs",25.8915595194936,171.153602782341,30.1936190736656,NA,NA,24.8358125771628,3.55696057622521,5481.51414668243,300.435291007399,16.9023152709393,1.8939753408421,NA,0.200832771185114,0.726338858319202,0.294271424305921
"248","position3","serengeti",314.616927587123,21.7403792145582,NA,NA,"within food web",NA,NA,NA,0.661207613318344,0.0813266811841696,NA,NA,NA,NA,NA,NA,0.182549052095588,NA,NA,NA
"249","position30","arctic",NA,NA,NA,NA,"within food web",NA,4.79145077720207,0.509193316316537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"250","position30","arctic",20.2471476510067,1.59624340609333,8.66724489795918,0.813135864975589,"between food webs",15.2406589147287,NA,NA,NA,NA,NA,NA,111.023023255814,5.67887615720198,NA,NA,0,0,44.7955792324655,NA
"251","position30","europe",3.51637583892618,0.385756253924156,3.60969387755102,0.419908956443578,"between food webs",NA,2.66704663212435,0.349276122597927,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0
"252","position30","europe",NA,NA,NA,NA,"within food web",94.1141651759096,NA,NA,NA,NA,NA,NA,31.882504472272,2.0496064948049,NA,NA,NA,NA,16.1675140629666,NA
"253","position30","pyrenees",12.6909395973154,1.1494051389206,NA,NA,"between food webs",101.122498509243,8.23310880829016,0.873232234377148,NA,NA,NA,NA,145.917504472272,7.68420509567994,NA,NA,0,NA,60.6138272209909,0
"254","position30","pyrenees",NA,NA,7.4976530612245,0.800856741671371,"within food web",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"255","position30","serengeti",NA,NA,9.14887755102041,0.776092419811241,"between food webs",17.8721884317233,7.17430051813472,0.778897917546849,NA,NA,NA,NA,272.38343470483,9.99849437297556,NA,NA,NA,0,78.8691872285281,0
"256","position30","serengeti",5.17906040268457,0.590739841556077,NA,NA,"within food web",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"257","position4","arctic",NA,NA,NA,NA,"within food web",NA,96.5993611827469,10.0067512070525,NA,NA,NA,NA,NA,NA,1.52925815829018,0.501825089307938,NA,NA,NA,0.0463665700938114
"258","position4","arctic",229.945429604612,22.7244313946748,150.073051781249,13.4720277007958,"between food webs",0.516011153963496,NA,NA,0.232905042321778,0.027470119430806,1.74776950322213,0.845565007286595,3164.70239661835,148.417467688669,NA,NA,0.195400160937514,0.0215482494772649,0.0597218030935917,NA
"259","position4","europe",116.176291159784,18.6253521816575,90.0450445912381,10.0014500440539,"between food webs",NA,85.2489459657504,11.1979627689451,0.190564737387889,0.0225150033452917,2.07481316171362,0.627735955358624,NA,NA,3.02273488883491,0.561562744023494,0.194859293314314,0.0533101575964859,NA,0.131714272519284
"260","position4","europe",NA,NA,NA,NA,"within food web",0.234499751868248,NA,NA,NA,NA,NA,NA,1687.33051365327,96.8239518109049,NA,NA,NA,NA,0.0389610540783787,NA
"261","position4","pyrenees",170.582000876,20.7597323616815,NA,NA,"between food webs",0.640200206775523,136.145328057431,15.1183464758777,0.211958679815329,0.0250951197599863,NA,NA,3097.06409325073,164.440677380799,3.33951450326242,0.758164704354666,0.194203672783582,NA,0.0661693930509142,0.0922126113425153
"262","position4","pyrenees",NA,NA,142.635996630214,14.7046192301359,"within food web",NA,NA,NA,NA,NA,0.383358523158252,0.922927991436802,NA,NA,NA,NA,NA,0.000888560110003501,NA,NA
"263","position4","serengeti",NA,NA,191.32032551823,13.706852270337,"between food webs",0.423676973775907,166.626764703,12.4233218554419,NA,NA,1.43770893894743,0.860303652668346,5427.26168851466,167.053564426705,2.23384619137966,0.623012851085432,NA,0.0141915302579875,0.0672207943993639,0.0630650298295385
"264","position4","serengeti",110.14625578988,11.7758365541373,NA,NA,"within food web",NA,NA,NA,0.112864944542653,0.0142350596554688,NA,NA,NA,NA,NA,NA,0.175174181737236,NA,NA,NA
"265","position5","arctic",NA,NA,NA,NA,"within food web",NA,91.7659380994133,3.96262792701201,NA,NA,NA,NA,NA,NA,1.84761599504607,0.383490460283094,NA,NA,NA,0.108360328469182
"266","position5","arctic",297.070679164071,10.3595570167934,154.574452180419,6.31686911576102,"between food webs",1.55647121223635,NA,NA,0.116081936266806,0.0148945910171039,-0.279970150106774,1.17591305998846,2676.11049097616,61.5010804305293,NA,NA,0.170263190724065,0.000292108653690642,0.0744645551187753,NA
"267","position5","europe",152.162804658951,6.2996252788447,91.899683211838,3.59267836972619,"between food webs",NA,90.7820256395303,3.90235914033244,0.107423038785963,0.00905737011122164,1.17802764687239,0.668792931732306,NA,NA,1.03736299099392,0.377657839817543,0.322137123764862,0.0157411056894355,NA,0.0380019022689085
"268","position5","europe",NA,NA,NA,NA,"within food web",0.727670948016877,NA,NA,NA,NA,NA,NA,1431.36885399829,25.3315883834652,NA,NA,NA,NA,0.030671094657555,NA
"269","position5","pyrenees",208.369535960443,7.82528026786762,NA,NA,"between food webs",1.610388518731,139.142097657641,5.49897450803962,0.132616742175741,0.0112509008826498,NA,NA,2692.18662144814,56.0179138385286,1.4039017689353,0.532173169930501,0.319443766401437,NA,0.0678256219804108,0.035155357150999
"270","position5","pyrenees",NA,NA,133.233044870962,5.53450243679454,"within food web",NA,NA,NA,NA,NA,3.27045224276874,1.03027205039385,NA,NA,NA,NA,NA,0.0493763163481235,NA,NA
"271","position5","serengeti",NA,NA,185.273368628319,13.525559313971,"between food webs",3.6273215787772,162.389074818945,14.2183895498874,NA,NA,2.99791167572672,2.51784254976303,3882.78472231098,138.076083942831,1.90995501134175,1.3760102773722,NA,0.00725465326384785,0.167180382708231,0.00998643997207885
"272","position5","serengeti",97.9457100247859,7.89687922511978,NA,NA,"within food web",NA,NA,NA,0.154767032403908,0.011353843236632,NA,NA,NA,NA,NA,NA,0.385651057887241,NA,NA,NA
"273","position6","arctic",NA,NA,NA,NA,"within food web",NA,89.8401182174761,5.89541369371263,NA,NA,NA,NA,NA,NA,2.53472510413286,0.387524842164556,NA,NA,NA,0.183000081153581
"274","position6","arctic",322.494213280319,18.4294825123434,151.089750402558,8.25565154895846,"between food webs",0.336914544545354,NA,NA,0.00922679113177259,0.0255295451567725,1.37193972697348,0.679712570055991,3273.23777090057,93.0246189955581,NA,NA,0.000441094767584271,0.0205679979940813,0.0486003619050968,NA
"275","position6","europe",148.532330669517,13.6552597777401,90.907795027419,6.7781459004382,"between food webs",NA,89.5065085037959,7.3333377853647,0.110569626960703,0.0189160260408717,1.78357761963208,0.558065095514184,NA,NA,2.15847550980647,0.48204430010461,0.103485069980887,0.050018178592497,NA,0.0950023664483462
"276","position6","europe",NA,NA,NA,NA,"within food web",0.427493265226489,NA,NA,NA,NA,NA,NA,1586.13872410604,60.7928688530819,NA,NA,NA,NA,0.0317610054135234,NA
"277","position6","pyrenees",235.68004422919,13.1295230301927,NA,NA,"between food webs",0.535500509616511,134.568026456697,8.81312740408018,0.0432191063461766,0.0181877462300795,NA,NA,3195.74527257702,85.4354942960765,3.34170094924302,0.57931571619557,0.0187195425664718,NA,0.0446354522831039,0.148363026354638
"278","position6","pyrenees",NA,NA,138.775906020922,7.90775174194395,"within food web",NA,NA,NA,NA,NA,1.61198010291981,0.65106893477833,NA,NA,NA,NA,NA,0.0306304276071907,NA,NA
"279","position6","serengeti",NA,NA,197.218200575262,8.77030823657811,"between food webs",0.218222527864186,178.532221997306,8.24718791251172,NA,NA,-0.643215146116165,0.722085799808231,5588.03986905792,111.711538479727,-0.784144590663791,0.542114660673604,NA,0.00407343231063804,0.0583632726230154,0.0108354060978913
