"","Source","Target","species","auc","aucpr","prevalence"
"3118","europe","europe","Hystrix cristata",0.986118479221928,0.359206349206349,0.00220555800617556
"3119","europe","europe","Myriopholis macrorhyncha",0.978917882942651,0.212671349020189,0.00264666960741068
"3120","europe","europe","Cinclus cinclus",0.993915343915344,0.551142248762311,0.011910013233348
"3121","europe","pyrenees","Salamandra salamandra",0.956632653061224,0.527777777777778,0.00254452926208651
"3122","europe","pyrenees","Anguis fragilis",0.91965811965812,0.220238095238095,0.00763358778625954
"3123","europe","pyrenees","Sorex coronatus",0.947570332480818,0.304590570719603,0.00508905852417303
"3124","europe","pyrenees","Talpa europaea",0.975257731958763,0.461739130434783,0.0127226463104326
"3125","europe","pyrenees","Vulpes vulpes",0.82470567867036,0.28284712954569,0.0814249363867685
"3126","europe","pyrenees","Arvicola amphibius",0.932413136601618,0.250686561173589,0.0279898218829517
"3127","europe","pyrenees","Apodemus sylvaticus",0.9428843407901,0.252217467271279,0.0279898218829517
"3128","europe","pyrenees","Arvicola sapidus",0.949228791773779,0.438415750915751,0.0101781170483461
"3129","europe","pyrenees","Ursus arctos",0.946336047372317,0.238894840539577,0.0178117048346056
"3130","europe","pyrenees","Apodemus flavicollis",0.943583118001723,0.239046973803071,0.0152671755725191
"3131","europe","pyrenees","Mustela erminea",0.799568965517241,0.201912841764898,0.0407124681933842
"3132","europe","pyrenees","Zootoca vivipara",0.938618925831202,0.289596273291925,0.00508905852417303
"3133","europe","pyrenees","Lacerta bilineata",0.873504273504273,0.226789399970515,0.00763358778625954
"3134","europe","pyrenees","Natrix maura",0.8926735218509,0.208282828282828,0.0101781170483461
"3135","europe","pyrenees","Rupicapra pyrenaica",0.991048593350384,0.488095238095238,0.00508905852417303
"3136","europe","pyrenees","Cervus elaphus",0.975703324808184,0.364583333333333,0.00508905852417303
"3137","europe","pyrenees","Martes foina",0.791152815013404,0.157547754332855,0.0508905852417303
"3138","europe","pyrenees","Martes martes",0.806783000281453,0.223172549747271,0.0483460559796438
"3139","europe","pyrenees","Sciurus vulgaris",0.98535745047373,0.419444444444444,0.0152671755725191
"3140","europe","pyrenees","Felis silvestris",0.821255060728745,0.144818813162158,0.0330788804071247
"3141","europe","pyrenees","Coronella austriaca",0.832472006890612,0.178933241512355,0.0152671755725191
"3142","europe","pyrenees","Bufo bufo",0.946336047372317,0.226073232323232,0.0178117048346056
"3143","europe","pyrenees","Hierophis viridiflavus",0.699488491048593,0.259058384714927,0.00508905852417303
"3144","europe","pyrenees","Podarcis muralis",0.935064935064935,0.219425863991081,0.0203562340966921
"3145","europe","pyrenees","Rana temporaria",0.927319587628866,0.179388637506285,0.0127226463104326
"3146","europe","pyrenees","Vipera aspis",0.891931902294597,0.285978717505811,0.0178117048346056
"3147","europe","pyrenees","Numenius arquata",0.459183673469388,0.502347417840376,0.00254452926208651
"3148","europe","pyrenees","Tringa nebularia",0.88265306122449,0.51063829787234,0.00254452926208651
"3149","europe","pyrenees","Mustela putorius",0.870103092783506,0.242231642021463,0.0127226463104326
"3150","europe","pyrenees","Tringa totanus",0.880102040816326,0.510416666666667,0.00254452926208651
"3151","europe","pyrenees","Lagopus muta",0.989769820971867,0.433333333333333,0.00508905852417303
"3152","europe","pyrenees","Rallus aquaticus",0.878516624040921,0.326923076923077,0.00508905852417303
"3153","europe","pyrenees","Meles meles",0.847645650438946,0.308632360246401,0.089058524173028
"3154","europe","pyrenees","Clamator glandarius",0.941176470588235,0.32469512195122,0.00508905852417303
"3155","europe","pyrenees","Marmota marmota",0.960154241645244,0.400343249427918,0.0101781170483461
"3156","europe","pyrenees","Genetta genetta",0.870071684587814,0.246536034173514,0.0534351145038168
"3157","europe","pyrenees","Mustela nivalis",0.837035809018569,0.197383132071265,0.0407124681933842
"3158","europe","pyrenees","Natrix natrix",0.775706940874036,0.152326904765929,0.0101781170483461
"3159","europe","pyrenees","Microtus arvalis",0.943788276465442,0.299403739796244,0.0305343511450382
"3160","europe","pyrenees","Sorex minutus",0.929381443298969,0.182239889478825,0.0127226463104326
"3161","europe","pyrenees","Carduelis citrinella",0.943877551020408,0.521739130434783,0.00254452926208651
"3162","europe","pyrenees","Aegolius funereus",0.939487756825218,0.515409516500729,0.0483460559796438
"3163","europe","pyrenees","Gallinago gallinago",0.94957264957265,0.278030303030303,0.00763358778625954
"3164","europe","pyrenees","Certhia familiaris",0.908163265306122,0.513513513513513,0.00254452926208651
"3165","europe","pyrenees","Coloeus monedula",0.72172236503856,0.144713229828938,0.0101781170483461
"3166","europe","pyrenees","Neomys fodiens",0.963367609254499,0.465151515151515,0.0101781170483461
"3167","europe","pyrenees","Oryctolagus cuniculus",0.964224454790492,0.567923362894987,0.0559796437659033
"3168","europe","pyrenees","Eliomys quercinus",0.966316710411199,0.381382994018864,0.0305343511450382
"3169","europe","pyrenees","Glis glis",0.968016194331984,0.549472468001091,0.0330788804071247
"3170","europe","pyrenees","Lepus europaeus",0.965116279069767,0.345670995670996,0.0152671755725191
"3171","europe","pyrenees","Chionomys nivalis",0.941752577319588,0.229900749656847,0.0127226463104326
"3172","europe","pyrenees","Microtus agrestis",0.946736292428198,0.265166392644014,0.0254452926208651
"3173","europe","pyrenees","Lacerta agilis",0.938775510204082,0.52,0.00254452926208651
"3174","europe","pyrenees","Erinaceus europaeus",0.747448979591837,0.505,0.00254452926208651
"3175","europe","pyrenees","Perdix perdix",0.965116279069767,0.326508404956681,0.0152671755725191
"3176","europe","pyrenees","Tetrao urogallus",0.982989690721649,0.401111111111111,0.0127226463104326
"3177","europe","pyrenees","Chroicocephalus ridibundus",0.982142857142857,0.5625,0.00254452926208651
"3178","europe","pyrenees","Anas crecca",0.974424552429668,0.345833333333333,0.00508905852417303
"3179","europe","pyrenees","Pyrrhocorax graculus",0.959183673469388,0.529411764705882,0.00254452926208651
"3180","europe","pyrenees","Myodes glareolus",0.962306822465134,0.382369159356449,0.0356234096692112
"3181","europe","pyrenees","Tyto alba",0.845341964537011,0.208918964398508,0.0483460559796438
"3182","europe","pyrenees","Bubo bubo",0.816181094110249,0.193822326667796,0.0661577608142494
"3183","europe","pyrenees","Circus pygargus",0.878327394676169,0.357618429474451,0.0661577608142494
"3184","europe","pyrenees","Cisticola juncidis",0.946428571428571,0.522727272727273,0.00254452926208651
"3185","europe","pyrenees","Emberiza schoeniclus",0.962393162393162,0.276500638569604,0.00763358778625954
"3186","europe","pyrenees","Vanellus vanellus",0.944444444444444,0.266369047619048,0.00763358778625954
"3187","europe","pyrenees","Saxicola rubetra",0.930232558139535,0.184128045157457,0.0152671755725191
"3188","europe","pyrenees","Scolopax rusticola",0.922236503856041,0.32628294036061,0.0101781170483461
"3189","europe","pyrenees","Tarentola mauritanica",0.956632653061224,0.527777777777778,0.00254452926208651
"3190","europe","pyrenees","Burhinus oedicnemus",0.426020408163265,0.502212389380531,0.00254452926208651
"3191","europe","pyrenees","Fulica atra",0.979434447300771,0.533333333333333,0.0101781170483461
"3192","europe","pyrenees","Anthus spinoletta",0.924552429667519,0.298665620094192,0.00508905852417303
"3193","europe","pyrenees","Regulus regulus",0.926735218508997,0.192297254150702,0.0101781170483461
"3194","europe","pyrenees","Turdus pilaris",0.926735218508997,0.204241777356104,0.0101781170483461
"3195","europe","pyrenees","Capreolus capreolus",0.992248062015504,0.713888888888889,0.0152671755725191
"3196","europe","pyrenees","Emberiza citrinella",0.9229112833764,0.175384559254528,0.0152671755725191
"3197","europe","pyrenees","Accipiter gentilis",0.897652757078987,0.630327447259785,0.223918575063613
"3198","europe","pyrenees","Anthus pratensis",0.951030927835051,0.233564261825131,0.0127226463104326
"3199","europe","pyrenees","Coccothraustes coccothraustes",0.956410256410256,0.260087719298246,0.00763358778625954
"3200","europe","pyrenees","Chalcides striatus",0.994897959183674,0.666666666666667,0.00254452926208651
"3201","europe","pyrenees","Sylvia communis",0.907928388746803,0.284090909090909,0.00508905852417303
"3202","europe","pyrenees","Spinus spinus",0.959278350515464,0.23546783625731,0.0127226463104326
"3203","europe","pyrenees","Phoenicurus phoenicurus",0.95982905982906,0.25388198757764,0.00763358778625954
"3204","europe","pyrenees","Zamenis scalaris",0.573979591836735,0.50297619047619,0.00254452926208651
"3205","europe","pyrenees","Hypsugo savii",0.964285714285714,0.533333333333333,0.00254452926208651
"3206","europe","pyrenees","Asio otus",0.883911790502442,0.399954544237469,0.11704834605598
"3207","europe","pyrenees","Sturnus unicolor",0.938461538461538,0.236886479975911,0.00763358778625954
"3208","europe","pyrenees","Mus spretus",0.954123711340206,0.241361018208844,0.0127226463104326
"3209","europe","pyrenees","Pipistrellus kuhlii",0.956632653061224,0.527777777777778,0.00254452926208651
"3210","europe","pyrenees","Turdus iliacus",0.958226221079692,0.243867243867244,0.0101781170483461
"3211","europe","pyrenees","Rattus norvegicus",0.859085648148148,0.208131114321902,0.0229007633587786
"3212","europe","pyrenees","Cinclus cinclus",0.915384615384615,0.213062066932036,0.00763358778625954
"3213","europe","pyrenees","Athene noctua",0.774025974025974,0.108213493882682,0.0203562340966921
"3214","europe","pyrenees","Mus musculus",0.933766233766234,0.208233225521582,0.0203562340966921
"3215","europe","pyrenees","Turdus torquatus",0.935042735042735,0.23637187088274,0.00763358778625954
"3216","europe","pyrenees","Passer domesticus",0.939285714285714,0.205078947740238,0.0203562340966921
"3217","europe","pyrenees","Aegithalos caudatus",0.923931623931624,0.219047619047619,0.00763358778625954
"3218","europe","pyrenees","Falco tinnunculus",0.872268907563026,0.520536364218138,0.178117048346056
"3219","europe","pyrenees","Chloris chloris",0.938311688311688,0.199648123933021,0.0203562340966921
"3220","europe","pyrenees","Sitta europaea",0.921994884910486,0.281746031746032,0.00508905852417303
"3221","europe","pyrenees","Falco subbuteo",0.753092783505155,0.128616718036155,0.0127226463104326
"3222","europe","pyrenees","Microtus duodecimcostatus",0.915809768637532,0.195707070707071,0.0101781170483461
"3223","europe","pyrenees","Alauda arvensis",0.953593526891956,0.363837989238447,0.0279898218829517
"3224","europe","pyrenees","Troglodytes troglodytes",0.950515463917526,0.218734154226145,0.0127226463104326
"3225","europe","pyrenees","Cyanistes caeruleus",0.932792207792208,0.198308084656012,0.0203562340966921
"3226","europe","pyrenees","Pelobates cultripes",0.943877551020408,0.521739130434783,0.00254452926208651
"3227","europe","pyrenees","Galerida cristata",0.940137812230835,0.200503622407273,0.0152671755725191
"3228","europe","pyrenees","Gallinula chloropus",0.979381443298969,0.402777777777778,0.0127226463104326
"3229","europe","pyrenees","Apus apus",0.944845360824742,0.203584229390681,0.0127226463104326
"3230","europe","pyrenees","Otus scops",0.756426735218509,0.145987658312508,0.0101781170483461
"3231","europe","pyrenees","Columba livia",0.962384259259259,0.419540364889202,0.0229007633587786
"3232","europe","pyrenees","Luscinia megarhynchos",0.935897435897436,0.233091787439614,0.00763358778625954
"3233","europe","pyrenees","Alcedo atthis",0.969387755102041,0.538461538461538,0.00254452926208651
"3234","europe","pyrenees","Falco columbarius",0.837059620596206,0.187880564051073,0.0610687022900763
"3235","europe","pyrenees","Carduelis carduelis",0.948051948051948,0.225573410329508,0.0203562340966921
"3236","europe","pyrenees","Sturnus vulgaris",0.958591147072822,0.286139352459364,0.0279898218829517
"3237","europe","pyrenees","Phoenicurus ochruros",0.934782608695652,0.289705882352941,0.00508905852417303
"3238","europe","pyrenees","Milvus migrans",0.835097001763668,0.150726161887861,0.0381679389312977
"3239","europe","pyrenees","Streptopelia turtur",0.962886597938144,0.262532212885154,0.0127226463104326
"3240","europe","pyrenees","Dendrocopos major",0.974025974025974,0.462858262427228,0.0203562340966921
"3241","europe","pyrenees","Ptyonoprogne rupestris",0.959183673469388,0.529411764705882,0.00254452926208651
"3242","europe","pyrenees","Emberiza cirlus",0.933673469387755,0.518518518518518,0.00254452926208651
"3243","europe","pyrenees","Mustela vison",0.766469282013323,0.112885795828501,0.0178117048346056
"3244","europe","pyrenees","Emberiza hortulana",0.954081632653061,0.526315789473684,0.00254452926208651
"3245","europe","pyrenees","Ficedula hypoleuca",0.951530612244898,0.525,0.00254452926208651
"3246","europe","pyrenees","Upupa epops",0.895876288659794,0.181572022748493,0.0127226463104326
"3247","europe","pyrenees","Lanius meridionalis",0.916879795396419,0.294973544973545,0.00508905852417303
"3248","europe","pyrenees","Lullula arborea",0.900255754475703,0.274785801713586,0.00508905852417303
"3249","europe","pyrenees","Delichon urbicum",0.908547008547009,0.209794372294372,0.00763358778625954
"3250","europe","pyrenees","Malpolon monspessulanus",0.669874167283493,0.0981311903996752,0.0178117048346056
"3251","europe","pyrenees","Sus scrofa",0.774217866566152,0.13462836252922,0.0356234096692112
"3252","europe","pyrenees","Fringilla coelebs",0.955599300087489,0.32124764155103,0.0305343511450382
"3253","europe","pyrenees","Linaria cannabina",0.954571759259259,0.296094525442352,0.0229007633587786
"3254","europe","pyrenees","Pica pica",0.803819444444444,0.143880368328318,0.0229007633587786
"3255","europe","pyrenees","Turdus philomelos",0.96172353455818,0.362177345543739,0.0305343511450382
"3256","europe","pyrenees","Columba oenas",0.951282051282051,0.253104575163399,0.00763358778625954
"3257","europe","pyrenees","Motacilla alba",0.934539190353144,0.193113380928819,0.0152671755725191
"3258","europe","pyrenees","Oenanthe oenanthe",0.954700854700855,0.259470899470899,0.00763358778625954
"3259","europe","pyrenees","Sorex araneus",0.954569190600522,0.303414511914512,0.0254452926208651
"3260","europe","pyrenees","Jynx torquilla",0.949228791773779,0.213582621082621,0.0101781170483461
"3261","europe","pyrenees","Hirundo rustica",0.936692506459948,0.213207384403037,0.0152671755725191
"3262","europe","pyrenees","Dryocopus martius",0.982097186700767,0.378787878787879,0.00508905852417303
"3263","europe","pyrenees","Alectoris rufa",0.963692038495188,0.379974082934609,0.0305343511450382
"3264","europe","pyrenees","Merops apiaster",0.934188034188034,0.231586109693568,0.00763358778625954
"3265","europe","pyrenees","Emberiza calandra",0.951546391752577,0.232638414217362,0.0127226463104326
"3266","europe","pyrenees","Emberiza cia",0.89002557544757,0.272474747474747,0.00508905852417303
"3267","europe","pyrenees","Loxia curvirostra",0.955012853470437,0.229709859325734,0.0101781170483461
"3268","europe","pyrenees","Lanius collurio",0.800771208226221,0.154797093896093,0.0101781170483461
"3269","europe","pyrenees","Timon lepidus",0.947627314814815,0.267594241144966,0.0229007633587786
"3270","europe","pyrenees","Cuculus canorus",0.952272727272727,0.244491000741001,0.0203562340966921
"3271","europe","pyrenees","Suncus etruscus",0.947008547008547,0.246827246827247,0.00763358778625954
"3272","europe","pyrenees","Periparus ater",0.920757967269595,0.173752505396671,0.0152671755725191
"3273","europe","pyrenees","Anas platyrhynchos",0.974833456698742,0.386601921470343,0.0178117048346056
"3274","europe","pyrenees","Pernis apivorus",0.987244897959184,0.583333333333333,0.00254452926208651
"3275","europe","pyrenees","Columba palumbus",0.966840731070496,0.342675127596678,0.0254452926208651
"3276","europe","pyrenees","Picus viridis",0.950514138817481,0.243253968253968,0.0101781170483461
"3277","europe","pyrenees","Sylvia atricapilla",0.954370179948586,0.239977949681897,0.0101781170483461
"3278","europe","pyrenees","Passer montanus",0.935567010309278,0.192053306170953,0.0127226463104326
"3279","europe","pyrenees","Parus major",0.953125,0.261235079814707,0.0229007633587786
"3280","europe","pyrenees","Turdus merula",0.965019893899204,0.492030068279653,0.0407124681933842
"3281","europe","pyrenees","Caprimulgus europaeus",0.938461538461538,0.231877599524658,0.00763358778625954
"3282","europe","pyrenees","Serinus serinus",0.929948586118252,0.199934856576794,0.0101781170483461
"3283","europe","pyrenees","Pyrrhocorax pyrrhocorax",0.981196581196581,0.601851851851852,0.00763358778625954
"3284","europe","pyrenees","Corvus corax",0.646529562982005,0.139469413249715,0.0101781170483461
"3285","europe","pyrenees","Acrocephalus arundinaceus",0.943877551020408,0.521739130434783,0.00254452926208651
"3286","europe","pyrenees","Falco peregrinus",0.824338624338624,0.136433210734426,0.0381679389312977
"3287","europe","pyrenees","Phasianus colchicus",0.948453608247423,0.261151716500554,0.0127226463104326
"3288","europe","pyrenees","Certhia brachydactyla",0.887179487179487,0.198819117390546,0.00763358778625954
"3289","europe","pyrenees","Circaetus gallicus",0.85509138381201,0.241039289411444,0.0254452926208651
"3290","europe","pyrenees","Accipiter nisus",0.818921584744369,0.397160686698892,0.195928753180662
"3291","europe","pyrenees","Strix aluco",0.827546296296296,0.171047403426714,0.0229007633587786
"3292","europe","pyrenees","Pyrrhula pyrrhula",0.956410256410256,0.248715728715729,0.00763358778625954
"3293","europe","pyrenees","Motacilla cinerea",0.920716112531969,0.286111111111111,0.00508905852417303
"3294","europe","pyrenees","Prunella modularis",0.936752136752137,0.238647342995169,0.00763358778625954
"3295","europe","pyrenees","Saxicola torquatus",0.927350427350427,0.22008547008547,0.00763358778625954
"3296","europe","pyrenees","Oriolus oriolus",0.944730077120823,0.212072336265885,0.0101781170483461
"3297","europe","pyrenees","Motacilla flava",0.955242966751918,0.303221288515406,0.00508905852417303
"3298","europe","pyrenees","Turdus viscivorus",0.950974025974026,0.230414945360598,0.0203562340966921
"3299","europe","pyrenees","Psammodromus algirus",0.921188630490956,0.173944962600425,0.0152671755725191
"3300","europe","pyrenees","Crocidura russula",0.954222222222222,0.382938188598936,0.0458015267175573
"3301","europe","pyrenees","Anthus trivialis",0.955655526992288,0.461111111111111,0.0101781170483461
"3302","europe","pyrenees","Corvus corone",0.741558441558441,0.108514037350166,0.0203562340966921
"3303","europe","pyrenees","Garrulus glandarius",0.765274151436031,0.107913536066483,0.0254452926208651
"3304","europe","pyrenees","Buteo buteo",0.853818420190101,0.46393907417809,0.137404580152672
"3305","europe","pyrenees","Erithacus rubecula",0.961684911946692,0.353188955710768,0.0279898218829517
"3306","europe","pyrenees","Coturnix coturnix",0.935233160621762,0.212548129784792,0.0178117048346056
"3307","europe","pyrenees","Streptopelia decaocto",0.956410256410256,0.541932737335036,0.00763358778625954
"3308","europe","pyrenees","Aquila chrysaetos",0.890066592674805,0.462018364876701,0.134860050890585
"3309","europe","pyrenees","Milvus milvus",0.758762886597938,0.172663266432263,0.0127226463104326
"3310","europe","pyrenees","Canis lupus",0.803418803418803,0.203450626425029,0.00763358778625954
"3311","europe","pyrenees","Hieraaetus pennatus",0.795781576681835,0.260651311362284,0.119592875318066
"3312","europe","pyrenees","Circus aeruginosus",0.824793388429752,0.209300324082277,0.0763358778625954
"3313","europe","pyrenees","Circus cyaneus",0.989795918367347,0.6,0.00254452926208651
"3314","europe","pyrenees","Aquila fasciata",0.830946098756125,0.149744018797399,0.0356234096692112
"3315","europe","pyrenees","Aegypius monachus",0.951530612244898,0.525,0.00254452926208651
"3316","europe","pyrenees","Lutra lutra",0.602040816326531,0.503184713375796,0.00254452926208651
"3317","europe","serengeti","Phrynobatrachus mababiensis",0.926562243726422,0.607481559410817,0.145135566188198
"3318","europe","serengeti","Afrixalus stuhlmanni",0.922687387239626,0.59329253718258,0.145135566188198
"3319","europe","serengeti","Hyperolius nasutus",0.931728719042152,0.605938672426917,0.145135566188198
"3320","europe","serengeti","Afrixalus quadrivittatus",0.902226504838444,0.579519505931174,0.145135566188198
"3321","europe","serengeti","Hyperolius glandicolor",0.927976873872396,0.592504991302425,0.145135566188198
"3322","europe","serengeti","Phrynobatrachus acridoides",0.907105953747745,0.577570669216853,0.145135566188198
"3323","europe","serengeti","Hemisus marmoratus",0.931093160570772,0.60188710170329,0.145135566188198
"3324","europe","serengeti","Phrynomantis bifasciatus",0.88703460718386,0.562662109350661,0.145135566188198
"3325","europe","serengeti","Kassina senegalensis",0.894517795637198,0.569767820077483,0.145135566188198
"3326","europe","serengeti","Leptopelis bocagii",0.873359849106117,0.548943305475644,0.145135566188198
"3327","europe","serengeti","Ptychadena anchietae",0.930949647367558,0.601539385903283,0.145135566188198
"3328","europe","serengeti","Sclerophrys gutturalis",0.914814662948991,0.592694214382507,0.145135566188198
"3329","europe","serengeti","Amnirana galamensis",0.919714613744464,0.601301077634913,0.145135566188198
"3330","europe","serengeti","Schismaderma carens",0.904604723634574,0.580811122517104,0.145135566188198
"3331","europe","serengeti","Ptychadena mascareniensis",0.925660160734787,0.589312910433972,0.145135566188198
"3332","europe","serengeti","Afronycteris nanus",0.897004608294931,0.125864185963248,0.0111642743221691
"3333","europe","serengeti","Coleura afra",0.381797235023041,0.0800654212192577,0.0111642743221691
"3334","europe","serengeti","Pseudoromicia tenuipinnis",0.889861751152074,0.122180986296448,0.0111642743221691
"3335","europe","serengeti","Kerivoula lanosa",0.893087557603687,0.124315302042269,0.0111642743221691
"3336","europe","serengeti","Myotis bocagii",0.897695852534562,0.126411119453469,0.0111642743221691
"3337","europe","serengeti","Nycticeinops schlieffenii",0.906912442396313,0.142861494957768,0.0111642743221691
"3338","europe","serengeti","Nycteris hispida",0.899308755760369,0.12959688003136,0.0111642743221691
"3339","europe","serengeti","Scotoecus albofuscus",0.894470046082949,0.124586725156698,0.0111642743221691
"3340","europe","serengeti","Mimetillus moloneyi",0.899308755760369,0.128855021484201,0.0111642743221691
"3341","europe","serengeti","Myotis tricolor",0.906912442396313,0.135849741372619,0.0111642743221691
"3342","europe","serengeti","Laephotis wintoni",0.893778801843318,0.125095803167785,0.0111642743221691
"3343","europe","serengeti","Nycteris macrotis",0.900921658986175,0.130699274611723,0.0111642743221691
"3344","europe","serengeti","Chaerephon pumilus",0.89815668202765,0.130330691318759,0.0111642743221691
"3345","europe","serengeti","Glauconycteris variegata",0.903225806451613,0.134456343603385,0.0111642743221691
"3346","europe","serengeti","Pseudoromicia rendalli",0.897465437788018,0.129662741708171,0.0111642743221691
"3347","europe","serengeti","Miniopterus inflatus",0.887327188940092,0.120900705382311,0.0111642743221691
"3348","europe","serengeti","Vansonia rueppellii",0.906221198156682,0.140255325169534,0.0111642743221691
"3349","europe","serengeti","Scotoecus hirundo",0.899539170506912,0.128520768858975,0.0111642743221691
"3350","europe","serengeti","Kerivoula argentata",0.892857142857143,0.129716498129367,0.0111642743221691
"3351","europe","serengeti","Nycteris thebaica",0.903917050691244,0.135399602560124,0.0111642743221691
"3352","europe","serengeti","Glauconycteris argentata",0.899078341013825,0.128085969555919,0.0111642743221691
"3353","europe","serengeti","Taphozous mauritianus",0.894470046082949,0.130273837752683,0.0111642743221691
"3354","europe","serengeti","Chaerephon major",0.905069124423963,0.136476685555242,0.0111642743221691
"3355","europe","serengeti","Chaerephon bemmeleni",0.897926267281106,0.125370581446938,0.0111642743221691
"3356","europe","serengeti","Cardioderma cor",0.876958525345622,0.127968250769974,0.0111642743221691
"3357","europe","serengeti","Scotophilus leucogaster",0.897926267281106,0.131130485120026,0.0111642743221691
"3358","europe","serengeti","Scotophilus nigrita",0.87926267281106,0.121859794014139,0.0111642743221691
"3359","europe","serengeti","Lavia frons",0.89815668202765,0.131836930240459,0.0111642743221691
"3360","europe","serengeti","Otomops martiensseni",0.875115207373272,0.124584777426338,0.0111642743221691
"3361","europe","serengeti","Mops condylurus",0.85184331797235,0.127310912925548,0.0111642743221691
"3362","europe","serengeti","Taphozous nudiventris",0.88110599078341,0.129574127448276,0.0111642743221691
"3363","europe","serengeti","Tadarida fulminans",0.875806451612903,0.123766969347368,0.0111642743221691
"3364","europe","serengeti","Hipposideros caffer",0.896082949308756,0.126450644243923,0.0111642743221691
"3365","europe","serengeti","Macronycteris commersonii",0.724193548387097,0.0954805451572,0.0111642743221691
"3366","europe","serengeti","Empidonax wrightii",0.901027311450764,0.130292468187271,0.0207336523125997
"3367","europe","serengeti","Terpsiphone viridis",0.91029817088449,0.14426560542053,0.0207336523125997
"3368","europe","serengeti","Cecropis abyssinica",0.907917815083939,0.138930211335157,0.0207336523125997
"3369","europe","serengeti","Merops pusillus",0.906664996241543,0.137709269213409,0.0207336523125997
"3370","europe","serengeti","Apus affinis",0.914432473064395,0.14584660652799,0.0207336523125997
"3371","europe","serengeti","Ptyonoprogne fuligula",0.910799298421448,0.142402844674085,0.0207336523125997
"3372","europe","serengeti","Motacilla aguimp",0.839388624404912,0.112341284307987,0.0207336523125997
"3373","europe","serengeti","Vanellus coronatus",0.572287647206214,0.0610992609527117,0.0207336523125997
"3374","europe","serengeti","Apalis flavida",0.750418624750176,0.241740124888484,0.105263157894737
"3375","europe","serengeti","Prinia subflava",0.78987738346027,0.250043784918333,0.105263157894737
"3376","europe","serengeti","Cinnyris mariquensis",0.754793928590721,0.238311037692826,0.105263157894737
"3377","europe","serengeti","Eremopterix leucopareia",0.765975260627666,0.240751012191136,0.105263157894737
"3378","europe","serengeti","Cisticola chiniana",0.798438934802571,0.253831285986234,0.105263157894737
"3379","europe","serengeti","Passer griseus",0.803624480095068,0.253135316586411,0.105263157894737
"3380","europe","serengeti","Mirafra rufocinnamomea",0.754307783719549,0.233659023009034,0.105263157894737
"3381","europe","serengeti","Pycnonotus barbatus",0.788337924701561,0.247086425471094,0.105263157894737
"3382","europe","serengeti","Oenanthe pileata",0.783125371360667,0.24956420506417,0.105263157894737
"3383","europe","serengeti","Trachyphonus darnaudii",0.720088586398747,0.212956393538781,0.105263157894737
"3384","europe","serengeti","Tricholaema diademata",0.718252039107655,0.217736152652332,0.105263157894737
"3385","europe","serengeti","Thamnolaea cinnamomeiventris",0.751012801814941,0.228239060107875,0.105263157894737
"3386","europe","serengeti","Myrmecocichla nigra",0.751444930589316,0.225978408212235,0.105263157894737
"3387","europe","serengeti","Caprimulgus poliocephalus",0.774374763679577,0.232363569972268,0.105263157894737
"3388","europe","serengeti","Mirafra africana",0.768108896451142,0.237314551576409,0.105263157894737
"3389","europe","serengeti","Lybius leucocephalus",0.694755037001028,0.187478542052108,0.105263157894737
"3390","europe","serengeti","Lamprotornis superbus",0.703343596391725,0.206895316420365,0.105263157894737
"3391","europe","serengeti","Bubalornis niger",0.77380759466321,0.234463387095733,0.105263157894737
"3392","europe","serengeti","Lamprotornis purpuroptera",0.735699238373036,0.218227780434803,0.105263157894737
"3393","europe","serengeti","Lamprotornis chalybaeus",0.733565602549559,0.214949424101139,0.105263157894737
"3394","europe","serengeti","Spilopelia senegalensis",0.779425268730082,0.230815382462366,0.105263157894737
"3395","europe","serengeti","Eremomela icteropygialis",0.701147636646566,0.258716216795958,0.154704944178628
"3396","europe","serengeti","Parus fringillinus",0.690741100953121,0.268091564303437,0.154704944178628
"3397","europe","serengeti","Nilaus afer",0.77588017895351,0.313633936028452,0.154704944178628
"3398","europe","serengeti","Empidornis semipartitus",0.786656292550087,0.321816227378122,0.154704944178628
"3399","europe","serengeti","Anaplectes rubriceps",0.76856642676522,0.307503220175265,0.154704944178628
"3400","europe","serengeti","Dicrurus ludwigii",0.803617973156975,0.331572670458709,0.154704944178628
"3401","europe","serengeti","Passer motitensis",0.751604746158334,0.302933292008516,0.154704944178628
"3402","europe","serengeti","Anthus richardi",0.811554172340012,0.342188242979848,0.154704944178628
"3403","europe","serengeti","Tchagra australis",0.802781560007781,0.33571850636338,0.154704944178628
"3404","europe","serengeti","Macronyx ameliae",0.798521688387476,0.336200322451824,0.154704944178628
"3405","europe","serengeti","Dicrurus adsimilis",0.784322116319781,0.315105947593598,0.154704944178628
"3406","europe","serengeti","Laniarius funebris",0.808714257926473,0.33967988699466,0.154704944178628
"3407","europe","serengeti","Halcyon chelicuti",0.805563120015561,0.335826148400877,0.154704944178628
"3408","europe","serengeti","Dendropicos goertae",0.817564676133048,0.347682306033699,0.154704944178628
"3409","europe","serengeti","Macronyx croceus",0.81538611165143,0.344648364800905,0.154704944178628
"3410","europe","serengeti","Indicator indicator",0.72802956623225,0.290835335872247,0.154704944178628
"3411","europe","serengeti","Lanius excubitoroides",0.826084419373664,0.355593028436352,0.154704944178628
"3412","europe","serengeti","Lamprotornis hildebrandti",0.814510795565069,0.336364494008721,0.154704944178628
"3413","europe","serengeti","Upupa epops",0.826551254619726,0.370438152670151,0.154704944178628
