"","species","role","predicted","targetFW","sourceFW"
"5855","Branta canadensis","eigen",0.391993827473728,"Arctic","Serengeti2"
"5856","Branta canadensis","TL",30431.9954081997,"Arctic","Serengeti2"
"5857","Branta canadensis","OI",244.200163895933,"Arctic","Serengeti2"
"5858","Branta canadensis","within_module_degree",-0.417858162340053,"Arctic","Serengeti2"
"5859","Branta canadensis","among_module_conn",0.487130954695165,"Arctic","Serengeti2"
"5860","Branta canadensis","position1",356.33,"Arctic","Serengeti2"
"5861","Branta canadensis","position2",160.79,"Arctic","Serengeti2"
"5862","Branta canadensis","position3",119.36,"Arctic","Serengeti2"
"5863","Branta canadensis","position4",1457.78,"Arctic","Serengeti2"
"5864","Branta canadensis","position5",80.02,"Arctic","Serengeti2"
"5865","Branta canadensis","position6",480.66,"Arctic","Serengeti2"
"5866","Branta canadensis","position7",22.97,"Arctic","Serengeti2"
"5867","Branta canadensis","position8",1546.53,"Arctic","Serengeti2"
"5868","Branta canadensis","position9",29.45,"Arctic","Serengeti2"
"5869","Branta canadensis","position10",1082.23,"Arctic","Serengeti2"
"5870","Branta canadensis","position11",1506.26,"Arctic","Serengeti2"
"5871","Branta canadensis","position12",794.93,"Arctic","Serengeti2"
"5872","Branta canadensis","position13",83.73,"Arctic","Serengeti2"
"5873","Branta canadensis","position14",39.35,"Arctic","Serengeti2"
"5874","Branta canadensis","position15",647.82,"Arctic","Serengeti2"
"5875","Branta canadensis","position16",210.21,"Arctic","Serengeti2"
"5876","Branta canadensis","position17",260.01,"Arctic","Serengeti2"
"5877","Branta canadensis","position18",273.39,"Arctic","Serengeti2"
"5878","Branta canadensis","position19",18.6,"Arctic","Serengeti2"
"5879","Branta canadensis","position20",310.7,"Arctic","Serengeti2"
"5880","Branta canadensis","position21",65.73,"Arctic","Serengeti2"
"5881","Branta canadensis","position22",99.78,"Arctic","Serengeti2"
"5882","Branta canadensis","position23",52.8,"Arctic","Serengeti2"
"5883","Branta canadensis","position24",19.87,"Arctic","Serengeti2"
"5884","Branta canadensis","position25",165.36,"Arctic","Serengeti2"
"5885","Branta canadensis","position26",260.77,"Arctic","Serengeti2"
"5886","Branta canadensis","position27",80.53,"Arctic","Serengeti2"
"5887","Branta canadensis","position28",61.11,"Arctic","Serengeti2"
"5888","Branta canadensis","position29",125.54,"Arctic","Serengeti2"
"5889","Branta canadensis","position30",21.67,"Arctic","Serengeti2"
"5890","Branta hutchinsii","indegree",78.39,"Arctic","Serengeti2"
"5891","Branta hutchinsii","outdegree",37.34,"Arctic","Serengeti2"
"5892","Branta hutchinsii","betweeness",62.9620209745663,"Arctic","Serengeti2"
"5893","Branta hutchinsii","closeness",0.514469292327291,"Arctic","Serengeti2"
"5894","Branta hutchinsii","eigen",0.413880882276364,"Arctic","Serengeti2"
"5895","Branta hutchinsii","TL",30435.2973794252,"Arctic","Serengeti2"
"5896","Branta hutchinsii","OI",177.542618938909,"Arctic","Serengeti2"
"5897","Branta hutchinsii","within_module_degree",-0.288198287417403,"Arctic","Serengeti2"
"5898","Branta hutchinsii","among_module_conn",0.512473588389092,"Arctic","Serengeti2"
"5899","Branta hutchinsii","position1",354.8,"Arctic","Serengeti2"
"5900","Branta hutchinsii","position2",241.93,"Arctic","Serengeti2"
"5901","Branta hutchinsii","position3",143,"Arctic","Serengeti2"
"5902","Branta hutchinsii","position4",1299.08,"Arctic","Serengeti2"
"5903","Branta hutchinsii","position5",156.81,"Arctic","Serengeti2"
"5904","Branta hutchinsii","position6",666.15,"Arctic","Serengeti2"
"5905","Branta hutchinsii","position7",34.34,"Arctic","Serengeti2"
"5906","Branta hutchinsii","position8",1523.43,"Arctic","Serengeti2"
"5907","Branta hutchinsii","position9",76.59,"Arctic","Serengeti2"
"5908","Branta hutchinsii","position10",1346.95,"Arctic","Serengeti2"
"5909","Branta hutchinsii","position11",1328.09,"Arctic","Serengeti2"
"5910","Branta hutchinsii","position12",774.11,"Arctic","Serengeti2"
"5911","Branta hutchinsii","position13",143.8,"Arctic","Serengeti2"
"5912","Branta hutchinsii","position14",71.47,"Arctic","Serengeti2"
"5913","Branta hutchinsii","position15",634.04,"Arctic","Serengeti2"
"5914","Branta hutchinsii","position16",248.52,"Arctic","Serengeti2"
"5915","Branta hutchinsii","position17",287.37,"Arctic","Serengeti2"
"5916","Branta hutchinsii","position18",263.43,"Arctic","Serengeti2"
"5917","Branta hutchinsii","position19",38.05,"Arctic","Serengeti2"
"5918","Branta hutchinsii","position20",302.49,"Arctic","Serengeti2"
"5919","Branta hutchinsii","position21",74.39,"Arctic","Serengeti2"
"5920","Branta hutchinsii","position22",89.27,"Arctic","Serengeti2"
"5921","Branta hutchinsii","position23",63.26,"Arctic","Serengeti2"
"5922","Branta hutchinsii","position24",34.16,"Arctic","Serengeti2"
"5923","Branta hutchinsii","position25",159.37,"Arctic","Serengeti2"
"5924","Branta hutchinsii","position26",240.72,"Arctic","Serengeti2"
"5925","Branta hutchinsii","position27",77.17,"Arctic","Serengeti2"
"5926","Branta hutchinsii","position28",96.98,"Arctic","Serengeti2"
"5927","Branta hutchinsii","position29",134.95,"Arctic","Serengeti2"
"5928","Branta hutchinsii","position30",23.68,"Arctic","Serengeti2"
"5929","Bubo scandiacus","indegree",87.5,"Arctic","Serengeti2"
"5930","Bubo scandiacus","outdegree",30.33,"Arctic","Serengeti2"
"5931","Bubo scandiacus","betweeness",79.6980578505834,"Arctic","Serengeti2"
"5932","Bubo scandiacus","closeness",0.497059660784947,"Arctic","Serengeti2"
"5933","Bubo scandiacus","eigen",0.419151164128958,"Arctic","Serengeti2"
"5934","Bubo scandiacus","TL",30243.2473866383,"Arctic","Serengeti2"
"5935","Bubo scandiacus","OI",569179790.105769,"Arctic","Serengeti2"
"5936","Bubo scandiacus","within_module_degree",-0.31333932514231,"Arctic","Serengeti2"
"5937","Bubo scandiacus","among_module_conn",0.515153892963462,"Arctic","Serengeti2"
"5938","Bubo scandiacus","position1",402.53,"Arctic","Serengeti2"
"5939","Bubo scandiacus","position2",229.16,"Arctic","Serengeti2"
"5940","Bubo scandiacus","position3",114.65,"Arctic","Serengeti2"
"5941","Bubo scandiacus","position4",1654.05,"Arctic","Serengeti2"
"5942","Bubo scandiacus","position5",85.96,"Arctic","Serengeti2"
"5943","Bubo scandiacus","position6",489.29,"Arctic","Serengeti2"
"5944","Bubo scandiacus","position7",39.55,"Arctic","Serengeti2"
"5945","Bubo scandiacus","position8",1648.4,"Arctic","Serengeti2"
"5946","Bubo scandiacus","position9",26.88,"Arctic","Serengeti2"
"5947","Bubo scandiacus","position10",1034.32,"Arctic","Serengeti2"
"5948","Bubo scandiacus","position11",1729.8,"Arctic","Serengeti2"
"5949","Bubo scandiacus","position12",710.63,"Arctic","Serengeti2"
"5950","Bubo scandiacus","position13",107.62,"Arctic","Serengeti2"
"5951","Bubo scandiacus","position14",41.94,"Arctic","Serengeti2"
"5952","Bubo scandiacus","position15",768.46,"Arctic","Serengeti2"
"5953","Bubo scandiacus","position16",240.56,"Arctic","Serengeti2"
"5954","Bubo scandiacus","position17",266.41,"Arctic","Serengeti2"
"5955","Bubo scandiacus","position18",332.73,"Arctic","Serengeti2"
"5956","Bubo scandiacus","position19",20.71,"Arctic","Serengeti2"
"5957","Bubo scandiacus","position20",257.71,"Arctic","Serengeti2"
"5958","Bubo scandiacus","position21",77.49,"Arctic","Serengeti2"
"5959","Bubo scandiacus","position22",103.05,"Arctic","Serengeti2"
"5960","Bubo scandiacus","position23",70.09,"Arctic","Serengeti2"
"5961","Bubo scandiacus","position24",26.97,"Arctic","Serengeti2"
"5962","Bubo scandiacus","position25",129.95,"Arctic","Serengeti2"
"5963","Bubo scandiacus","position26",233.46,"Arctic","Serengeti2"
"5964","Bubo scandiacus","position27",77.74,"Arctic","Serengeti2"
"5965","Bubo scandiacus","position28",84.04,"Arctic","Serengeti2"
"5966","Bubo scandiacus","position29",157.54,"Arctic","Serengeti2"
"5967","Bubo scandiacus","position30",28.48,"Arctic","Serengeti2"
"5968","Bubo virginianus","indegree",87.19,"Arctic","Serengeti2"
"5969","Bubo virginianus","outdegree",26.43,"Arctic","Serengeti2"
"5970","Bubo virginianus","betweeness",49.6685815171503,"Arctic","Serengeti2"
"5971","Bubo virginianus","closeness",0.489305868139081,"Arctic","Serengeti2"
"5972","Bubo virginianus","eigen",0.407020612997812,"Arctic","Serengeti2"
"5973","Bubo virginianus","TL",30430.0156310119,"Arctic","Serengeti2"
"5974","Bubo virginianus","OI",10739.0353147948,"Arctic","Serengeti2"
"5975","Bubo virginianus","within_module_degree",-0.41275801318495,"Arctic","Serengeti2"
"5976","Bubo virginianus","among_module_conn",0.513236028481496,"Arctic","Serengeti2"
"5977","Bubo virginianus","position1",373.85,"Arctic","Serengeti2"
"5978","Bubo virginianus","position2",117.65,"Arctic","Serengeti2"
"5979","Bubo virginianus","position3",107.54,"Arctic","Serengeti2"
"5980","Bubo virginianus","position4",1670.65,"Arctic","Serengeti2"
"5981","Bubo virginianus","position5",58.19,"Arctic","Serengeti2"
"5982","Bubo virginianus","position6",454.08,"Arctic","Serengeti2"
"5983","Bubo virginianus","position7",17.05,"Arctic","Serengeti2"
"5984","Bubo virginianus","position8",1586.43,"Arctic","Serengeti2"
"5985","Bubo virginianus","position9",16.07,"Arctic","Serengeti2"
"5986","Bubo virginianus","position10",938.76,"Arctic","Serengeti2"
"5987","Bubo virginianus","position11",1942.62,"Arctic","Serengeti2"
"5988","Bubo virginianus","position12",799.17,"Arctic","Serengeti2"
"5989","Bubo virginianus","position13",86.25,"Arctic","Serengeti2"
"5990","Bubo virginianus","position14",32.27,"Arctic","Serengeti2"
"5991","Bubo virginianus","position15",759.57,"Arctic","Serengeti2"
"5992","Bubo virginianus","position16",179.06,"Arctic","Serengeti2"
"5993","Bubo virginianus","position17",261.22,"Arctic","Serengeti2"
"5994","Bubo virginianus","position18",265.51,"Arctic","Serengeti2"
"5995","Bubo virginianus","position19",9.34,"Arctic","Serengeti2"
"5996","Bubo virginianus","position20",284.86,"Arctic","Serengeti2"
"5997","Bubo virginianus","position21",71,"Arctic","Serengeti2"
"5998","Bubo virginianus","position22",92.57,"Arctic","Serengeti2"
"5999","Bubo virginianus","position23",54.18,"Arctic","Serengeti2"
"6000","Bubo virginianus","position24",13,"Arctic","Serengeti2"
"6001","Bubo virginianus","position25",139.36,"Arctic","Serengeti2"
"6002","Bubo virginianus","position26",260.73,"Arctic","Serengeti2"
"6003","Bubo virginianus","position27",71.95,"Arctic","Serengeti2"
"6004","Bubo virginianus","position28",55.08,"Arctic","Serengeti2"
"6005","Bubo virginianus","position29",107.65,"Arctic","Serengeti2"
"6006","Bubo virginianus","position30",17.62,"Arctic","Serengeti2"
"6007","Bucephala albeola","indegree",90.04,"Arctic","Serengeti2"
"6008","Bucephala albeola","outdegree",42.38,"Arctic","Serengeti2"
"6009","Bucephala albeola","betweeness",67.3422622936059,"Arctic","Serengeti2"
"6010","Bucephala albeola","closeness",0.533282448449538,"Arctic","Serengeti2"
"6011","Bucephala albeola","eigen",0.487022681713705,"Arctic","Serengeti2"
"6012","Bucephala albeola","TL",30436.8283555093,"Arctic","Serengeti2"
"6013","Bucephala albeola","OI",126.89654913698,"Arctic","Serengeti2"
"6014","Bucephala albeola","within_module_degree",-0.0439887917458339,"Arctic","Serengeti2"
"6015","Bucephala albeola","among_module_conn",0.548002958877921,"Arctic","Serengeti2"
"6016","Bucephala albeola","position1",314.48,"Arctic","Serengeti2"
"6017","Bucephala albeola","position2",153.19,"Arctic","Serengeti2"
"6018","Bucephala albeola","position3",103.13,"Arctic","Serengeti2"
"6019","Bucephala albeola","position4",1222.62,"Arctic","Serengeti2"
"6020","Bucephala albeola","position5",145.86,"Arctic","Serengeti2"
"6021","Bucephala albeola","position6",902.47,"Arctic","Serengeti2"
"6022","Bucephala albeola","position7",18.55,"Arctic","Serengeti2"
"6023","Bucephala albeola","position8",1328.29,"Arctic","Serengeti2"
"6024","Bucephala albeola","position9",50.23,"Arctic","Serengeti2"
"6025","Bucephala albeola","position10",1328.22,"Arctic","Serengeti2"
"6026","Bucephala albeola","position11",1761.99,"Arctic","Serengeti2"
"6027","Bucephala albeola","position12",1257.42,"Arctic","Serengeti2"
"6028","Bucephala albeola","position13",137.88,"Arctic","Serengeti2"
"6029","Bucephala albeola","position14",97.35,"Arctic","Serengeti2"
"6030","Bucephala albeola","position15",555.02,"Arctic","Serengeti2"
"6031","Bucephala albeola","position16",330.68,"Arctic","Serengeti2"
"6032","Bucephala albeola","position17",258.52,"Arctic","Serengeti2"
"6033","Bucephala albeola","position18",273.79,"Arctic","Serengeti2"
"6034","Bucephala albeola","position19",30.14,"Arctic","Serengeti2"
"6035","Bucephala albeola","position20",255.52,"Arctic","Serengeti2"
"6036","Bucephala albeola","position21",95.84,"Arctic","Serengeti2"
"6037","Bucephala albeola","position22",73.9,"Arctic","Serengeti2"
"6038","Bucephala albeola","position23",81.67,"Arctic","Serengeti2"
"6039","Bucephala albeola","position24",33.04,"Arctic","Serengeti2"
"6040","Bucephala albeola","position25",284.67,"Arctic","Serengeti2"
"6041","Bucephala albeola","position26",321.05,"Arctic","Serengeti2"
"6042","Bucephala albeola","position27",151.1,"Arctic","Serengeti2"
"6043","Bucephala albeola","position28",124.66,"Arctic","Serengeti2"
"6044","Bucephala albeola","position29",175.2,"Arctic","Serengeti2"
"6045","Bucephala albeola","position30",26.23,"Arctic","Serengeti2"
"6046","Bucephala clangula","indegree",89.66,"Arctic","Serengeti2"
"6047","Bucephala clangula","outdegree",33.77,"Arctic","Serengeti2"
"6048","Bucephala clangula","betweeness",36.8002390892483,"Arctic","Serengeti2"
"6049","Bucephala clangula","closeness",0.508977216857919,"Arctic","Serengeti2"
"6050","Bucephala clangula","eigen",0.451108716618513,"Arctic","Serengeti2"
"6051","Bucephala clangula","TL",30435.1140835321,"Arctic","Serengeti2"
"6052","Bucephala clangula","OI",159.580231450186,"Arctic","Serengeti2"
"6053","Bucephala clangula","within_module_degree",-0.143428162811021,"Arctic","Serengeti2"
"6054","Bucephala clangula","among_module_conn",0.519217234613606,"Arctic","Serengeti2"
"6055","Bucephala clangula","position1",373.17,"Arctic","Serengeti2"
"6056","Bucephala clangula","position2",123.44,"Arctic","Serengeti2"
"6057","Bucephala clangula","position3",91.73,"Arctic","Serengeti2"
"6058","Bucephala clangula","position4",1477.57,"Arctic","Serengeti2"
"6059","Bucephala clangula","position5",80.52,"Arctic","Serengeti2"
"6060","Bucephala clangula","position6",637.28,"Arctic","Serengeti2"
"6061","Bucephala clangula","position7",19.93,"Arctic","Serengeti2"
"6062","Bucephala clangula","position8",1494.33,"Arctic","Serengeti2"
"6063","Bucephala clangula","position9",22.28,"Arctic","Serengeti2"
"6064","Bucephala clangula","position10",1157.63,"Arctic","Serengeti2"
"6065","Bucephala clangula","position11",1818.2,"Arctic","Serengeti2"
"6066","Bucephala clangula","position12",1176.52,"Arctic","Serengeti2"
"6067","Bucephala clangula","position13",108.85,"Arctic","Serengeti2"
"6068","Bucephala clangula","position14",53.3,"Arctic","Serengeti2"
"6069","Bucephala clangula","position15",626.09,"Arctic","Serengeti2"
"6070","Bucephala clangula","position16",244.73,"Arctic","Serengeti2"
"6071","Bucephala clangula","position17",250.47,"Arctic","Serengeti2"
"6072","Bucephala clangula","position18",250.87,"Arctic","Serengeti2"
"6073","Bucephala clangula","position19",14.77,"Arctic","Serengeti2"
"6074","Bucephala clangula","position20",313.3,"Arctic","Serengeti2"
"6075","Bucephala clangula","position21",64.86,"Arctic","Serengeti2"
"6076","Bucephala clangula","position22",77.09,"Arctic","Serengeti2"
"6077","Bucephala clangula","position23",65.56,"Arctic","Serengeti2"
"6078","Bucephala clangula","position24",16.93,"Arctic","Serengeti2"
"6079","Bucephala clangula","position25",233.77,"Arctic","Serengeti2"
"6080","Bucephala clangula","position26",301.76,"Arctic","Serengeti2"
"6081","Bucephala clangula","position27",102.29,"Arctic","Serengeti2"
"6082","Bucephala clangula","position28",72.98,"Arctic","Serengeti2"
"6083","Bucephala clangula","position29",140.72,"Arctic","Serengeti2"
"6084","Bucephala clangula","position30",16.93,"Arctic","Serengeti2"
"6085","Buteo jamaicensis","indegree",159.36,"Arctic","Serengeti2"
"6086","Buteo jamaicensis","outdegree",28.74,"Arctic","Serengeti2"
"6087","Buteo jamaicensis","betweeness",83.4671273289959,"Arctic","Serengeti2"
"6088","Buteo jamaicensis","closeness",0.498326107387386,"Arctic","Serengeti2"
"6089","Buteo jamaicensis","eigen",0.661756146469099,"Arctic","Serengeti2"
"6090","Buteo jamaicensis","TL",30437.1216265885,"Arctic","Serengeti2"
"6091","Buteo jamaicensis","OI",174.007458739316,"Arctic","Serengeti2"
"6092","Buteo jamaicensis","within_module_degree",0.397019464422865,"Arctic","Serengeti2"
"6093","Buteo jamaicensis","among_module_conn",0.574404260695436,"Arctic","Serengeti2"
"6094","Buteo jamaicensis","position1",202.63,"Arctic","Serengeti2"
"6095","Buteo jamaicensis","position2",188.2,"Arctic","Serengeti2"
"6096","Buteo jamaicensis","position3",11.78,"Arctic","Serengeti2"
"6097","Buteo jamaicensis","position4",3877.59,"Arctic","Serengeti2"
"6098","Buteo jamaicensis","position5",21.64,"Arctic","Serengeti2"
"6099","Buteo jamaicensis","position6",879.73,"Arctic","Serengeti2"
"6100","Buteo jamaicensis","position7",15.79,"Arctic","Serengeti2"
"6101","Buteo jamaicensis","position8",1382.08,"Arctic","Serengeti2"
"6102","Buteo jamaicensis","position9",7.9,"Arctic","Serengeti2"
"6103","Buteo jamaicensis","position10",146.1,"Arctic","Serengeti2"
"6104","Buteo jamaicensis","position11",4508.14,"Arctic","Serengeti2"
"6105","Buteo jamaicensis","position12",1561.97,"Arctic","Serengeti2"
"6106","Buteo jamaicensis","position13",24.15,"Arctic","Serengeti2"
"6107","Buteo jamaicensis","position14",65.32,"Arctic","Serengeti2"
"6108","Buteo jamaicensis","position15",1452.46,"Arctic","Serengeti2"
"6109","Buteo jamaicensis","position16",215.6,"Arctic","Serengeti2"
"6110","Buteo jamaicensis","position17",17.91,"Arctic","Serengeti2"
"6111","Buteo jamaicensis","position18",391.05,"Arctic","Serengeti2"
"6112","Buteo jamaicensis","position19",15.46,"Arctic","Serengeti2"
"6113","Buteo jamaicensis","position20",103.91,"Arctic","Serengeti2"
"6114","Buteo jamaicensis","position21",63.7,"Arctic","Serengeti2"
"6115","Buteo jamaicensis","position22",133.37,"Arctic","Serengeti2"
"6116","Buteo jamaicensis","position23",54.67,"Arctic","Serengeti2"
"6117","Buteo jamaicensis","position24",19.26,"Arctic","Serengeti2"
"6118","Buteo jamaicensis","position25",204.41,"Arctic","Serengeti2"
"6119","Buteo jamaicensis","position26",515.38,"Arctic","Serengeti2"
"6120","Buteo jamaicensis","position27",84.9,"Arctic","Serengeti2"
"6121","Buteo jamaicensis","position28",104.69,"Arctic","Serengeti2"
"6122","Buteo jamaicensis","position29",107.56,"Arctic","Serengeti2"
"6123","Buteo jamaicensis","position30",15.96,"Arctic","Serengeti2"
"6124","Buteo lagopus","indegree",148.71,"Arctic","Serengeti2"
"6125","Buteo lagopus","outdegree",36.56,"Arctic","Serengeti2"
"6126","Buteo lagopus","betweeness",91.2458318895747,"Arctic","Serengeti2"
"6127","Buteo lagopus","closeness",0.515134588819814,"Arctic","Serengeti2"
"6128","Buteo lagopus","eigen",0.661345886685047,"Arctic","Serengeti2"
"6129","Buteo lagopus","TL",30436.6302156055,"Arctic","Serengeti2"
"6130","Buteo lagopus","OI",7473.50960755209,"Arctic","Serengeti2"
"6131","Buteo lagopus","within_module_degree",0.387160366772319,"Arctic","Serengeti2"
"6132","Buteo lagopus","among_module_conn",0.571502914953989,"Arctic","Serengeti2"
"6133","Buteo lagopus","position1",193.98,"Arctic","Serengeti2"
"6134","Buteo lagopus","position2",341.83,"Arctic","Serengeti2"
"6135","Buteo lagopus","position3",22.03,"Arctic","Serengeti2"
"6136","Buteo lagopus","position4",3078.55,"Arctic","Serengeti2"
"6137","Buteo lagopus","position5",54.16,"Arctic","Serengeti2"
"6138","Buteo lagopus","position6",1295.35,"Arctic","Serengeti2"
"6139","Buteo lagopus","position7",24.99,"Arctic","Serengeti2"
"6140","Buteo lagopus","position8",1404.52,"Arctic","Serengeti2"
"6141","Buteo lagopus","position9",24.22,"Arctic","Serengeti2"
"6142","Buteo lagopus","position10",288.45,"Arctic","Serengeti2"
"6143","Buteo lagopus","position11",3825.52,"Arctic","Serengeti2"
"6144","Buteo lagopus","position12",1581.06,"Arctic","Serengeti2"
"6145","Buteo lagopus","position13",44.97,"Arctic","Serengeti2"
"6146","Buteo lagopus","position14",110.46,"Arctic","Serengeti2"
"6147","Buteo lagopus","position15",1290.83,"Arctic","Serengeti2"
"6148","Buteo lagopus","position16",270.7,"Arctic","Serengeti2"
"6149","Buteo lagopus","position17",31.55,"Arctic","Serengeti2"
"6150","Buteo lagopus","position18",406.2,"Arctic","Serengeti2"
"6151","Buteo lagopus","position19",33.81,"Arctic","Serengeti2"
"6152","Buteo lagopus","position20",105.19,"Arctic","Serengeti2"
"6153","Buteo lagopus","position21",75.49,"Arctic","Serengeti2"
"6154","Buteo lagopus","position22",124.78,"Arctic","Serengeti2"
"6155","Buteo lagopus","position23",77.16,"Arctic","Serengeti2"
"6156","Buteo lagopus","position24",35.07,"Arctic","Serengeti2"
"6157","Buteo lagopus","position25",239.85,"Arctic","Serengeti2"
"6158","Buteo lagopus","position26",510.97,"Arctic","Serengeti2"
"6159","Buteo lagopus","position27",100.66,"Arctic","Serengeti2"
"6160","Buteo lagopus","position28",152.69,"Arctic","Serengeti2"
"6161","Buteo lagopus","position29",128.83,"Arctic","Serengeti2"
"6162","Buteo lagopus","position30",20.2,"Arctic","Serengeti2"
"6163","Buteo platypterus","indegree",163.37,"Arctic","Serengeti2"
"6164","Buteo platypterus","outdegree",45.26,"Arctic","Serengeti2"
"6165","Buteo platypterus","betweeness",220.41358265906,"Arctic","Serengeti2"
"6166","Buteo platypterus","closeness",0.539808486279998,"Arctic","Serengeti2"
"6167","Buteo platypterus","eigen",0.734214437276463,"Arctic","Serengeti2"
"6168","Buteo platypterus","TL",30436.3533028321,"Arctic","Serengeti2"
"6169","Buteo platypterus","OI",7400.76351925862,"Arctic","Serengeti2"
"6170","Buteo platypterus","within_module_degree",0.649350143344273,"Arctic","Serengeti2"
"6171","Buteo platypterus","among_module_conn",0.575603176947568,"Arctic","Serengeti2"
"6172","Buteo platypterus","position1",124.62,"Arctic","Serengeti2"
"6173","Buteo platypterus","position2",304.36,"Arctic","Serengeti2"
"6174","Buteo platypterus","position3",12.46,"Arctic","Serengeti2"
"6175","Buteo platypterus","position4",3148.65,"Arctic","Serengeti2"
"6176","Buteo platypterus","position5",42.49,"Arctic","Serengeti2"
"6177","Buteo platypterus","position6",1134.5,"Arctic","Serengeti2"
"6178","Buteo platypterus","position7",20.56,"Arctic","Serengeti2"
"6179","Buteo platypterus","position8",780.42,"Arctic","Serengeti2"
"6180","Buteo platypterus","position9",25.62,"Arctic","Serengeti2"
"6181","Buteo platypterus","position10",148.36,"Arctic","Serengeti2"
"6182","Buteo platypterus","position11",4353.54,"Arctic","Serengeti2"
"6183","Buteo platypterus","position12",2363.6,"Arctic","Serengeti2"
"6184","Buteo platypterus","position13",20.29,"Arctic","Serengeti2"
"6185","Buteo platypterus","position14",168.14,"Arctic","Serengeti2"
"6186","Buteo platypterus","position15",1152.17,"Arctic","Serengeti2"
"6187","Buteo platypterus","position16",218.02,"Arctic","Serengeti2"
"6188","Buteo platypterus","position17",12.25,"Arctic","Serengeti2"
"6189","Buteo platypterus","position18",748.66,"Arctic","Serengeti2"
"6190","Buteo platypterus","position19",60.77,"Arctic","Serengeti2"
"6191","Buteo platypterus","position20",43.04,"Arctic","Serengeti2"
"6192","Buteo platypterus","position21",82.03,"Arctic","Serengeti2"
"6193","Buteo platypterus","position22",216.9,"Arctic","Serengeti2"
"6194","Buteo platypterus","position23",60.92,"Arctic","Serengeti2"
"6195","Buteo platypterus","position24",36.74,"Arctic","Serengeti2"
"6196","Buteo platypterus","position25",403.37,"Arctic","Serengeti2"
"6197","Buteo platypterus","position26",688.55,"Arctic","Serengeti2"
"6198","Buteo platypterus","position27",253.89,"Arctic","Serengeti2"
"6199","Buteo platypterus","position28",123.02,"Arctic","Serengeti2"
"6200","Buteo platypterus","position29",73.53,"Arctic","Serengeti2"
"6201","Buteo platypterus","position30",71.07,"Arctic","Serengeti2"
"6202","Calcarius lapponicus","indegree",55.64,"Arctic","Serengeti2"
"6203","Calcarius lapponicus","outdegree",98.62,"Arctic","Serengeti2"
"6204","Calcarius lapponicus","betweeness",86.1904512979657,"Arctic","Serengeti2"
"6205","Calcarius lapponicus","closeness",0.684179543832128,"Arctic","Serengeti2"
"6206","Calcarius lapponicus","eigen",0.574848099116259,"Arctic","Serengeti2"
"6207","Calcarius lapponicus","TL",30436.6416653338,"Arctic","Serengeti2"
"6208","Calcarius lapponicus","OI",34.1520515430692,"Arctic","Serengeti2"
"6209","Calcarius lapponicus","within_module_degree",-0.080689652761299,"Arctic","Serengeti2"
"6210","Calcarius lapponicus","among_module_conn",0.530791998953528,"Arctic","Serengeti2"
"6211","Calcarius lapponicus","position1",74.16,"Arctic","Serengeti2"
"6212","Calcarius lapponicus","position2",178.48,"Arctic","Serengeti2"
"6213","Calcarius lapponicus","position3",304.93,"Arctic","Serengeti2"
"6214","Calcarius lapponicus","position4",188.76,"Arctic","Serengeti2"
"6215","Calcarius lapponicus","position5",1278.32,"Arctic","Serengeti2"
"6216","Calcarius lapponicus","position6",656.06,"Arctic","Serengeti2"
"6217","Calcarius lapponicus","position7",26.68,"Arctic","Serengeti2"
"6218","Calcarius lapponicus","position8",231.53,"Arctic","Serengeti2"
"6219","Calcarius lapponicus","position9",717.48,"Arctic","Serengeti2"
"6220","Calcarius lapponicus","position10",2679.69,"Arctic","Serengeti2"
"6221","Calcarius lapponicus","position11",300.8,"Arctic","Serengeti2"
"6222","Calcarius lapponicus","position12",554.44,"Arctic","Serengeti2"
"6223","Calcarius lapponicus","position13",397.71,"Arctic","Serengeti2"
"6224","Calcarius lapponicus","position14",1124.19,"Arctic","Serengeti2"
"6225","Calcarius lapponicus","position15",71.83,"Arctic","Serengeti2"
"6226","Calcarius lapponicus","position16",221.34,"Arctic","Serengeti2"
"6227","Calcarius lapponicus","position17",262.04,"Arctic","Serengeti2"
"6228","Calcarius lapponicus","position18",238.55,"Arctic","Serengeti2"
"6229","Calcarius lapponicus","position19",264.16,"Arctic","Serengeti2"
"6230","Calcarius lapponicus","position20",42.85,"Arctic","Serengeti2"
"6231","Calcarius lapponicus","position21",204.82,"Arctic","Serengeti2"
"6232","Calcarius lapponicus","position22",76.17,"Arctic","Serengeti2"
"6233","Calcarius lapponicus","position23",74.92,"Arctic","Serengeti2"
"6234","Calcarius lapponicus","position24",82.74,"Arctic","Serengeti2"
"6235","Calcarius lapponicus","position25",935.58,"Arctic","Serengeti2"
"6236","Calcarius lapponicus","position26",251.76,"Arctic","Serengeti2"
"6237","Calcarius lapponicus","position27",324.99,"Arctic","Serengeti2"
"6238","Calcarius lapponicus","position28",313.29,"Arctic","Serengeti2"
"6239","Calcarius lapponicus","position29",134.07,"Arctic","Serengeti2"
"6240","Calcarius lapponicus","position30",81.72,"Arctic","Serengeti2"
"6241","Calidris minutilla","indegree",62.37,"Arctic","Serengeti2"
"6242","Calidris minutilla","outdegree",90.22,"Arctic","Serengeti2"
"6243","Calidris minutilla","betweeness",202.63115981434,"Arctic","Serengeti2"
"6244","Calidris minutilla","closeness",0.658233728108741,"Arctic","Serengeti2"
"6245","Calidris minutilla","eigen",0.576861899016949,"Arctic","Serengeti2"
