"","Source","Target","species","auc","aucpr"
"1","Arctic","Arctic","Chen caerulescens",1,1
"2","Arctic","Arctic","Lemmus trimucronatus",1,1
"3","Arctic","Arctic","Dicrostonyx groenlandicus",1,1
"4","Arctic","Arctic","Calidris bairdii",1,1
"5","Arctic","Arctic","Calidris fuscicollis",1,1
"6","Arctic","Arctic","Calidris melanotos",1,1
"7","Arctic","Arctic","Pluvialis dominica",1,1
"8","Arctic","Arctic","Pluvialis squatarola",1,1
"9","Arctic","Arctic","Phalaropus fulicarius",1,1
"10","Arctic","Arctic","Calcarius lapponicus",1,1
"11","Arctic","Arctic","Plectrophenax nivalis",1,1
"12","Arctic","Arctic","Eremophila alpestris",1,1
"13","Arctic","Arctic","Anthus rubescens",1,1
"14","Arctic","Arctic","Mustela erminea",0.899621212121212,0.616170634920635
"15","Arctic","Arctic","Vulpes lagopus",0.947435897435897,0.860119047619048
"16","Arctic","Arctic","Bubo scandiacus",0.965,0.972082768711798
"17","Arctic","Arctic","Buteo lagopus",0.882352941176471,0.510348381776953
"18","Arctic","Arctic","Larus hyperboreus",0.985897435897436,0.980482456140351
"19","Arctic","Arctic","Stercorarius longicaudus",0.955882352941176,0.837971552257266
"20","Arctic","Arctic","Stercorarius parasiticus",0.942307692307692,0.912676426137965
"21","Arctic","Arctic","Falco peregrinus",0.931318681318681,0.842631254737786
"22","Arctic","Euro","Discoglossus montalentii",0.892411730281553,0.166074781154716
"23","Arctic","Euro","Discoglossus pictus",0.898043016708207,0.170102156875073
"24","Arctic","Euro","Discoglossus sardus",0.892310943494375,0.169871352464272
"25","Arctic","Euro","Calotriton asper",0.801377237136465,0.0861816585151808
"26","Arctic","Euro","Euproctus montanus",0.883144361206722,0.0928380923219417
"27","Arctic","Euro","Pelobates cultripes",0.885068101563814,0.184520478232481
"28","Arctic","Euro","Pleurodeles waltl",0.905338716913414,0.11234764328027
"29","Arctic","Euro","Pelophylax bedriagae",0.864100576426158,0.258496515151862
"30","Arctic","Euro","Pelophylax bergeri",0.865231564301332,0.258359807627819
"31","Arctic","Euro","Pelophylax cerigensis",0.852325600345499,0.221716814712249
"32","Arctic","Euro","Pelophylax cretensis",0.851836686467679,0.21755611479032
"33","Arctic","Euro","Pelophylax epeiroticus",0.861942093681728,0.245108988977099
"34","Arctic","Euro","Pelophylax lessonae",0.857614105102097,0.249595771149182
"35","Arctic","Euro","Pelophylax kurtmuelleri",0.860806613148053,0.255602390631406
"36","Arctic","Euro","Pelophylax ridibundus",0.861907218464595,0.261193409536872
"37","Arctic","Euro","Rana temporaria",0.854016917952314,0.266108602513718
"38","Arctic","Euro","Salamandra corsica",0.903281045751634,0.0874720164154191
"39","Arctic","Euro","Salamandra infraimmaculata",0.885307189542484,0.0925795752859837
"40","Arctic","Euro","Salamandra salamandra",0.90883660130719,0.111350997884574
"41","Arctic","Euro","Ichthyosaura alpestris",0.825052939280946,0.0988697377611084
"42","Arctic","Euro","Triturus carnifex",0.830424254377315,0.0906460474660997
"43","Arctic","Euro","Lissotriton helveticus",0.835628821247781,0.102967018743786
"44","Arctic","Euro","Lissotriton italicus",0.843489619297519,0.103480367866111
"45","Arctic","Euro","Triturus marmoratus",0.829240900225714,0.104554798768256
"46","Arctic","Euro","Triturus pygmaeus",0.826309907303925,0.0954464176445084
"47","Arctic","Euro","Ommatotriton vittatus",0.898626221648534,0.109912891767726
"48","Arctic","Euro","Pelophylax caralitanus",0.841816453849248,0.239897709339572
"49","Arctic","Euro","Ommatotriton ophryticus",0.894816468253968,0.106984758966284
"50","Arctic","Euro","Gavia stellata",0.594639044376479,0.127925772641386
"51","Arctic","Euro","Gavia immer",0.549049320487462,0.0665956871909799
"52","Arctic","Euro","Tachybaptus ruficollis",0.789024390243902,0.180944763430874
"53","Arctic","Euro","Podiceps cristatus",0.525881822282364,0.0528541136471917
"54","Arctic","Euro","Podiceps grisegena",0.541837382422529,0.0618735171138104
"55","Arctic","Euro","Podiceps nigricollis",0.645803277742513,0.069791580207917
"56","Arctic","Euro","Fulmarus glacialis",0.860087428065516,0.0927709865918699
"57","Arctic","Euro","Phalacrocorax carbo",0.799777975133215,0.106320351275223
"58","Arctic","Euro","Phalacrocorax pygmaeus",0.858371442222374,0.121328324403033
"59","Arctic","Euro","Ardea cinerea",0.813915716326156,0.240451204534371
"60","Arctic","Euro","Ardea purpurea",0.823004215966272,0.228664336459851
"61","Arctic","Euro","Ardea alba",0.827320108756442,0.239468048489959
"62","Arctic","Euro","Egretta garzetta",0.865852969809758,0.240332718619255
"63","Arctic","Euro","Ardeola ralloides",0.791310866687751,0.0831275515518741
"64","Arctic","Euro","Bubulcus ibis",0.832979981943277,0.332726953700621
"65","Arctic","Euro","Nycticorax nycticorax",0.790842600513259,0.163672830773142
"66","Arctic","Euro","Ixobrychus minutus",0.746819465759214,0.108414517140997
"67","Arctic","Euro","Botaurus stellaris",0.835482767201692,0.186686536773337
"68","Arctic","Euro","Ciconia nigra",0.854316346912172,0.429065244909906
"69","Arctic","Euro","Ciconia ciconia",0.852006494023451,0.403065992222124
"70","Arctic","Euro","Plegadis falcinellus",0.381067961165049,0.500355366027008
"71","Arctic","Euro","Platalea leucorodia",0.671849569867473,0.0580106023450687
"72","Arctic","Euro","Cygnus olor",0.725378787878788,0.0523128365366296
"73","Arctic","Euro","Tadorna ferruginea",0.862347931873479,0.117817493895574
"74","Arctic","Euro","Anas penelope",0.942105850826262,0.164224861260459
"75","Arctic","Euro","Anas strepera",0.937490686931903,0.164100077936619
"76","Arctic","Euro","Anas platyrhynchos",0.944747429593205,0.157770541741563
"77","Arctic","Euro","Anas acuta",0.9420021693358,0.162231764462317
"78","Arctic","Euro","Anas querquedula",0.955787186835537,0.179365326053824
"79","Arctic","Euro","Anas clypeata",0.860004314196789,0.180030709841753
"80","Arctic","Euro","Netta rufina",0.937475468331847,0.117711834282231
"81","Arctic","Euro","Aythya ferina",0.930189278088753,0.163591856086421
"82","Arctic","Euro","Aythya nyroca",0.946387235449735,0.154929929296564
"83","Arctic","Euro","Bucephala clangula",0.846204059025992,0.106056311457401
"84","Arctic","Euro","Mergellus albellus",0.860211611801798,0.110771329572277
"85","Arctic","Euro","Mergus serrator",0.830138900192616,0.0989309417271849
"86","Arctic","Euro","Mergus merganser",0.806969246031746,0.0517531221390064
"87","Arctic","Euro","Pandion haliaetus",0.833356804867057,0.0765142760969956
"88","Arctic","Euro","Pernis apivorus",0.76748348368775,0.101167509891672
"89","Arctic","Euro","Elanus caeruleus",0.811727140783745,0.22328539289698
"90","Arctic","Euro","Milvus milvus",0.826581033759957,0.382205261982576
"91","Arctic","Euro","Milvus migrans",0.816446868719459,0.327424990093974
"92","Arctic","Euro","Haliaeetus albicilla",0.657705981022958,0.143557477349723
"93","Arctic","Euro","Gypaetus barbatus",0.387882803297998,0.167730789339322
"94","Arctic","Euro","Neophron percnopterus",0.911738746690203,0.502403846153846
"95","Arctic","Euro","Aegypius monachus",0.609759507829978,0.0320031129718444
"96","Arctic","Euro","Circaetus gallicus",0.788763315711996,0.155891890746811
"97","Arctic","Euro","Circus aeruginosus",0.658477443164344,0.155505140336574
"98","Arctic","Euro","Circus cyaneus",0.867471039672646,0.365812891200115
"99","Arctic","Euro","Circus macrourus",0.779506269592477,0.24285186983433
"100","Arctic","Euro","Circus pygargus",0.820403698576287,0.309075502680937
"101","Arctic","Euro","Accipiter brevipes",0.735705563813973,0.0582860696260995
"102","Arctic","Euro","Accipiter nisus",0.755551554689486,0.218900100232313
"103","Arctic","Euro","Accipiter gentilis",0.437824936082043,0.0743423947576557
"104","Arctic","Euro","Buteo buteo",0.838953345839084,0.428198760574661
"105","Arctic","Euro","Buteo rufinus",0.79175932734989,0.324909556391943
"106","Arctic","Euro","Buteo lagopus",0.701658239700374,0.239403531599327
"107","Arctic","Euro","Aquila pomarina",0.806902736629734,0.411541872042674
"108","Arctic","Euro","Aquila clanga",0.737885545914092,0.158407613586005
"109","Arctic","Euro","Aquila nipalensis",0.795704765648316,0.252047253868158
"110","Arctic","Euro","Aquila adalberti",0.564143189700223,0.0494894654187157
"111","Arctic","Euro","Aquila heliaca",0.753968693177326,0.170094840479755
"112","Arctic","Euro","Aquila chrysaetos",0.774861987044728,0.268782941949654
"113","Arctic","Euro","Aquila fasciata",0.592263867464145,0.0868168559646507
"114","Arctic","Euro","Hieraaetus pennatus",0.708388611322814,0.0732470809835693
"115","Arctic","Euro","Falco naumanni",0.731899411449973,0.0616754918422731
"116","Arctic","Euro","Falco tinnunculus",0.675273899923289,0.261024684376403
"117","Arctic","Euro","Falco vespertinus",0.683218718424347,0.225834953040491
"118","Arctic","Euro","Falco eleonorae",0.689196839616773,0.104739643501615
"119","Arctic","Euro","Falco columbarius",0.621386130195781,0.179330486226669
"120","Arctic","Euro","Falco subbuteo",0.723254319210202,0.145113824786776
"121","Arctic","Euro","Falco biarmicus",0.796844615203141,0.312434944982817
"122","Arctic","Euro","Falco cherrug",0.806738308174133,0.412907439983475
"123","Arctic","Euro","Falco rusticolus",0.732592885839125,0.124476693984804
"124","Arctic","Euro","Falco peregrinus",0.73323947005006,0.276633176472434
"125","Arctic","Euro","Lagopus muta",0.903412308150797,0.162614279301118
"126","Arctic","Euro","Francolinus francolinus",0.861123495318769,0.100995871724526
"127","Arctic","Euro","Phasianus colchicus",0.734924115644296,0.136539092471414
"128","Arctic","Euro","Grus grus",0.818944330523278,0.419511161717638
"129","Arctic","Euro","Rallus aquaticus",0.856884875846501,0.11142289779018
"130","Arctic","Euro","Crex crex",0.805175495362239,0.126153514912018
"131","Arctic","Euro","Porphyrio porphyrio",0.580774877829641,0.0692591498313396
"132","Arctic","Euro","Gallinula chloropus",0.709200223713646,0.190446530591205
"133","Arctic","Euro","Fulica cristata",0.59907051882375,0.0752957382480137
"134","Arctic","Euro","Fulica atra",0.672530174340635,0.142838853139842
"135","Arctic","Euro","Otis tarda",0.874569834764507,0.442602162589864
"136","Arctic","Euro","Tetrax tetrax",0.685182150215396,0.132154534805874
"137","Arctic","Euro","Haematopus ostralegus",0.601265438347844,0.0348696156466971
"138","Arctic","Euro","Himantopus himantopus",0.884566609599898,0.13588215873037
"139","Arctic","Euro","Burhinus oedicnemus",0.873112910060209,0.29965852052935
"140","Arctic","Euro","Vanellus vanellus",0.878512776951936,0.218065884217464
"141","Arctic","Euro","Vanellus spinosus",0.943302804073988,0.384884971080281
"142","Arctic","Euro","Gallinago gallinago",0.899955396966994,0.228150405999851
"143","Arctic","Euro","Limosa lapponica",0.823656115377411,0.183595672617462
"144","Arctic","Euro","Numenius phaeopus",0.772007378196158,0.123430348843334
"145","Arctic","Euro","Numenius arquata",0.853362560067421,0.317339548356062
"146","Arctic","Euro","Tringa nebularia",0.831772923168376,0.163317019974311
"147","Arctic","Euro","Actitis hypoleucos",0.932851062369135,0.242059954241217
"148","Arctic","Euro","Philomachus pugnax",0.887278941893298,0.199501816632863
"149","Arctic","Euro","Phalaropus lobatus",0.940885840502209,0.25999236122674
"150","Arctic","Euro","Stercorarius skua",0.785353664834219,0.248327036659217
"151","Arctic","Euro","Stercorarius pomarinus",0.796630399853096,0.211646090677271
"152","Arctic","Euro","Stercorarius parasiticus",0.79646607329795,0.249194451705772
"153","Arctic","Euro","Stercorarius longicaudus",0.742044427710843,0.28987049543977
"154","Arctic","Euro","Larus canus",0.888613999776361,0.219681445360681
"155","Arctic","Euro","Ichthyaetus audouinii",0.799565422768068,0.156733787505438
"156","Arctic","Euro","Larus marinus",0.740345221304319,0.118746595281006
"157","Arctic","Euro","Larus hyperboreus",0.51152313106899,0.0326987557519081
"158","Arctic","Euro","Larus argentatus",0.872381697592965,0.462583004874308
"159","Arctic","Euro","Larus fuscus",0.747945320362294,0.0979919857023839
"160","Arctic","Euro","Larus cachinnans",0.855095839177186,0.398231061427504
"161","Arctic","Euro","Larus armenicus",0.863099277624455,0.41902581862507
"162","Arctic","Euro","Ichthyaetus ichthyaetus",0.704002339936961,0.0811831804939757
"163","Arctic","Euro","Ichthyaetus melanocephalus",0.762358329451949,0.126003321350227
"164","Arctic","Euro","Rissa tridactyla",0.620060064159443,0.084329033898481
"165","Arctic","Euro","Gelochelidon nilotica",0.880322220699646,0.164827341528163
"166","Arctic","Euro","Hydroprogne caspia",0.562902965828498,0.0509793889060044
"167","Arctic","Euro","Chlidonias hybrida",0.966071474383642,0.395430665880392
"168","Arctic","Euro","Chlidonias leucopterus",0.952982989437485,0.291105161210745
"169","Arctic","Euro","Chlidonias niger",0.954476019405552,0.300927439696614
"170","Arctic","Euro","Cuculus canorus",0.7122892635315,0.0752332037079436
"171","Arctic","Euro","Tyto alba",0.771389482015706,0.279916522208967
"172","Arctic","Euro","Otus brucei",0.610905743021747,0.107184325385351
"173","Arctic","Euro","Otus scops",0.602092534174553,0.160128565490277
"174","Arctic","Euro","Bubo bubo",0.83126971961423,0.45762558115584
"175","Arctic","Euro","Bubo scandiacus",0.828307190079876,0.369495797535313
"176","Arctic","Euro","Strix aluco",0.832059550074485,0.550814021102381
"177","Arctic","Euro","Strix uralensis",0.699334978746743,0.157589515893313
"178","Arctic","Euro","Strix nebulosa",0.803492952244539,0.271205269798365
"179","Arctic","Euro","Surnia ulula",0.78172538679785,0.156414299735769
"180","Arctic","Euro","Glaucidium passerinum",0.414283936792335,0.0638608535685202
"181","Arctic","Euro","Athene noctua",0.66950752300183,0.141907421765418
"182","Arctic","Euro","Aegolius funereus",0.621064359844264,0.0819572309986446
"183","Arctic","Euro","Asio otus",0.854899315503452,0.390762215475622
"184","Arctic","Euro","Asio flammeus",0.835997724953742,0.261022777807279
"185","Arctic","Euro","Alcedo atthis",0.985101679929266,0.16303064307927
"186","Arctic","Euro","Halcyon smyrnensis",0.780233413119319,0.270126161969224
"187","Arctic","Euro","Ceryle rudis",0.98828988068935,0.187769834594898
"188","Arctic","Euro","Coracias garrulus",0.738259549629908,0.0934886804641872
"189","Arctic","Euro","Upupa epops",0.579954834809204,0.0592797644915195
"190","Arctic","Euro","Jynx torquilla",0.822727272727273,0.123028975760196
"191","Arctic","Euro","Dendrocoptes medius",0.801126857592757,0.084072143760476
"192","Arctic","Euro","Dendrocopos major",0.709146341463415,0.0633066661289179
"193","Arctic","Euro","Dendrocopos syriacus",0.782427910638717,0.0822263227716539
"194","Arctic","Euro","Motacilla cinerea",0.90846352442738,0.240074082143509
"195","Arctic","Euro","Anthus campestris",0.89877467428783,0.211660730589049
"196","Arctic","Euro","Monticola saxatilis",0.672962997246199,0.0885262658536169
"197","Arctic","Euro","Monticola solitarius",0.529642058165548,0.0893929042529857
"198","Arctic","Euro","Turdus torquatus",0.613708956784607,0.127734386908927
"199","Arctic","Euro","Turdus merula",0.624107746856703,0.146267967514432
"200","Arctic","Euro","Turdus pilaris",0.902272383076563,0.195292048931142
"201","Arctic","Euro","Turdus philomelos",0.610266685515147,0.14087686164618
"202","Arctic","Euro","Turdus viscivorus",0.907082855296647,0.203687291916474
"203","Arctic","Euro","Acrocephalus agricola",0.879841475656684,0.113304720682304
"204","Arctic","Euro","Acrocephalus arundinaceus",0.876462646264627,0.112545437729088
"205","Arctic","Euro","Erithacus rubecula",0.893785617367707,0.168689689259884
"206","Arctic","Euro","Saxicola torquatus",0.883060741034952,0.144566716049456
"207","Arctic","Euro","Oenanthe leucura",0.883383768669923,0.124619216894975
"208","Arctic","Euro","Oenanthe oenanthe",0.880059630664523,0.14191771261213
"209","Arctic","Euro","Oenanthe finschii",0.872697338746053,0.108986867956794
"210","Arctic","Euro","Oenanthe pleschanka",0.885640309058031,0.133629506394464
"211","Arctic","Euro","Oenanthe chrysopygia",0.877481949458484,0.123259554120667
"212","Arctic","Euro","Oenanthe deserti",0.875977622789422,0.115107462609264
"213","Arctic","Euro","Oenanthe cypriaca",0.876517484250018,0.110881064402954
"214","Arctic","Euro","Oenanthe isabellina",0.882361730309491,0.137626632446107
"215","Arctic","Euro","Parus major",0.861923048789408,0.114159120280682
"216","Arctic","Euro","Cyanistes caeruleus",0.862042021184233,0.0984612276848407
"217","Arctic","Euro","Sitta neumayer",0.335350026572597,0.0553828083929392
"218","Arctic","Euro","Sitta tephronota",0.48079263361395,0.0637553968884138
"219","Arctic","Euro","Lanius collurio",0.393112807172353,0.0953886718526043
"220","Arctic","Euro","Lanius excubitor",0.383816626520907,0.160027472285201
"221","Arctic","Euro","Lanius meridionalis",0.364262234038769,0.158059034171115
"222","Arctic","Euro","Lanius minor",0.561116826703246,0.0611398556315036
"223","Arctic","Euro","Lanius nubicus",0.828941946430736,0.0793971948676227
"224","Arctic","Euro","Lanius senator",0.321531158714703,0.125037232519919
"225","Arctic","Euro","Perisoreus infaustus",0.492976513098464,0.0669248265306035
"226","Arctic","Euro","Garrulus glandarius",0.661088000814601,0.214805025971828
"227","Arctic","Euro","Cyanopica cyanus",0.870939530234883,0.135929234078291
"228","Arctic","Euro","Pica pica",0.67349073959121,0.287278195888406
"229","Arctic","Euro","Nucifraga caryocatactes",0.651820647865233,0.142509030360961
"230","Arctic","Euro","Pyrrhocorax pyrrhocorax",0.747947021755866,0.172201455725904
"231","Arctic","Euro","Pyrrhocorax graculus",0.775111696787149,0.172408749844279
"232","Arctic","Euro","Coloeus monedula",0.711667232597623,0.313088770186386
"233","Arctic","Euro","Corvus frugilegus",0.699003204270662,0.219427012579438
"234","Arctic","Euro","Corvus corone",0.776034535923528,0.434190203337047
"235","Arctic","Euro","Corvus corax",0.756372904133463,0.399517447291996
"236","Arctic","Euro","Pastor roseus",0.895732655955282,0.153704125388216
"237","Arctic","Euro","Sturnus vulgaris",0.878376556855556,0.232313174015467
"238","Arctic","Euro","Sturnus unicolor",0.873366433252891,0.14898110145955
"239","Arctic","Euro","Passer domesticus",0.903169694626981,0.198938032720628
"240","Arctic","Euro","Chlamydotis undulata",0.859097431746265,0.178200336955611
"241","Arctic","Euro","Cursorius cursor",0.897246891651865,0.177602373345303
"242","Arctic","Euro","Vulpes lagopus",0.811851607835187,0.217977968302192
"243","Arctic","Euro","Atelerix algirus",0.815317415730337,0.261898609694936
"244","Arctic","Euro","Canis aureus",0.850189885958346,0.51060505145253
"245","Arctic","Euro","Canis lupus",0.912921552205472,0.745945147152469
"246","Arctic","Euro","Desmana moschata",0.613608549250825,0.0855213352913462
"247","Arctic","Euro","Dryomys laniger",0.903612212395378,0.149034799244904
"248","Arctic","Euro","Dryomys nitedula",0.896682592931449,0.156263892052385
"249","Arctic","Euro","Eliomys melanurus",0.90422442320598,0.170635992505839
"250","Arctic","Euro","Eliomys quercinus",0.901146788990826,0.186030960932087
"251","Arctic","Euro","Erinaceus concolor",0.84588028904084,0.310428661301786
"252","Arctic","Euro","Erinaceus europaeus",0.843357064622125,0.308429606865043
"253","Arctic","Euro","Erinaceus roumanicus",0.846806098457552,0.318140281271867
"254","Arctic","Euro","Felis chaus",0.82900916805127,0.351699426229979
"255","Arctic","Euro","Felis margarita",0.8249982290855,0.0761176241892161
"256","Arctic","Euro","Felis silvestris",0.864606917954198,0.59413033576477
"257","Arctic","Euro","Genetta genetta",0.850825292942903,0.484209253153026
"258","Arctic","Euro","Glis glis",0.902391583412402,0.179036570047661
"259","Arctic","Euro","Gulo gulo",0.815718748832518,0.231942163019231
"260","Arctic","Euro","Hemiechinus auritus",0.837063709382987,0.292276236651659
"261","Arctic","Euro","Herpestes ichneumon",0.904041905933825,0.744089170537595
"262","Arctic","Euro","Hyaena hyaena",0.8511182415292,0.329848978725716
"263","Arctic","Euro","Lutra lutra",0.912205081669691,0.243735269830138
"264","Arctic","Euro","Lynx lynx",0.791414177848314,0.132615634335874
"265","Arctic","Euro","Lynx pardinus",0.813343253968254,0.0525755661423732
"266","Arctic","Euro","Martes foina",0.875151787128452,0.53095921098295
"267","Arctic","Euro","Martes martes",0.844354103547202,0.364623626829355
"268","Arctic","Euro","Martes zibellina",0.85001331780342,0.298008697832284
"269","Arctic","Euro","Meles leucurus",0.832479159382418,0.0803201429043854
"270","Arctic","Euro","Meles meles",0.814165154055593,0.334965522615024
"271","Arctic","Euro","Muscardinus avellanarius",0.902375303174101,0.174188587717116
"272","Arctic","Euro","Mustela erminea",0.829676207194481,0.283685187981393
"273","Arctic","Euro","Mustela eversmanii",0.847684730029886,0.449763265401401
"274","Arctic","Euro","Mustela lutreola",0.832511996549307,0.141704512581911
"275","Arctic","Euro","Mustela nivalis",0.834585027355318,0.429009585217147
"276","Arctic","Euro","Mustela putorius",0.837121789560895,0.201300083646019
"277","Arctic","Euro","Mustela sibirica",0.872876447876448,0.350209081212597
"278","Arctic","Euro","Nyctalus lasiopterus",0.582051567840689,0.0408112824610329
"279","Arctic","Euro","Felis manul",0.924463369108726,0.662561718827385
"280","Arctic","Euro","Panthera pardus",0.734924343569203,0.0431114910456854
"281","Arctic","Euro","Pteromys volans",0.953602257636122,0.125919533088361
"282","Arctic","Euro","Sciurus anomalus",0.951746581756883,0.155874636666376
"283","Arctic","Euro","Sciurus vulgaris",0.883201058201058,0.162343822001374
"284","Arctic","Euro","Spermophilus citellus",0.848059028787438,0.192983650673636
"285","Arctic","Euro","Spermophilus fulvus",0.737474420107509,0.116978300185759
"286","Arctic","Euro","Spermophilus major",0.907043978010995,0.189355346997149
"287","Arctic","Euro","Spermophilus musicus",0.879210394802599,0.178060185060134
"288","Arctic","Euro","Spermophilus pygmaeus",0.916349229427159,0.215452067379454
"289","Arctic","Euro","Spermophilus suslicus",0.895242899961421,0.178794770404261
"290","Arctic","Euro","Spermophilus taurensis",0.841454272863568,0.171732482499273
"291","Arctic","Euro","Spermophilus xanthoprymnus",0.854168521431186,0.155998888095885
"292","Arctic","Euro","Sus scrofa",0.83114304707139,0.387057904265072
"293","Arctic","Euro","Tamias sibiricus",0.893922010787145,0.126408014730024
"294","Arctic","Euro","Tatera indica",0.891194253632223,0.264355445942387
"295","Arctic","Euro","Ursus arctos",0.802577067572436,0.116672684192178
"296","Arctic","Euro","Ursus maritimus",0.803519791197236,0.0616359665064422
"297","Arctic","Euro","Vormela peregusna",0.879624554255245,0.558569182808403
"298","Arctic","Euro","Vulpes corsac",0.815912389497295,0.269060784402562
"299","Arctic","Euro","Vulpes vulpes",0.906623210633947,0.763548472058795
"300","Arctic","Euro","Acanthodactylus schreiberi",0.813294980402074,0.199824721127963
"301","Arctic","Euro","Anguis cephallonica",0.85198661262589,0.114926317445356
"302","Arctic","Euro","Anguis fragilis",0.673855876117183,0.0799282745091517
"303","Arctic","Euro","Chamaeleo chamaeleon",0.821704798542215,0.0600167153457956
"304","Arctic","Euro","Coronella austriaca",0.695036488388819,0.187498845243738
"305","Arctic","Euro","Coronella girondica",0.687936861762636,0.189655155212052
"306","Arctic","Euro","Eirenis aurolineatus",0.875758836399495,0.0911772800804277
"307","Arctic","Euro","Eirenis barani",0.87595913839327,0.0888328236271138
"308","Arctic","Euro","Platyceps collaris",0.765404788736313,0.222500008528678
"309","Arctic","Euro","Eirenis modestus",0.872098047980927,0.0952185252600957
"310","Arctic","Euro","Elaphe dione",0.750056467244891,0.369882303678989
"311","Arctic","Euro","Zamenis hohenackeri",0.72035414384812,0.185565452946874
"312","Arctic","Euro","Zamenis lineatus",0.841942593770576,0.467612159738875
"313","Arctic","Euro","Zamenis longissimus",0.811324786324786,0.425135169555969
"314","Arctic","Euro","Elaphe quatuorlineata",0.888369314711874,0.571898211576557
"315","Arctic","Euro","Zamenis scalaris",0.822352050200151,0.384396566388847
"316","Arctic","Euro","Zamenis situla",0.762688389323903,0.371742187813473
"317","Arctic","Euro","Emys orbicularis",0.907001667063587,0.149808819038408
"318","Arctic","Euro","Eryx jaculus",0.771979400749064,0.210570159104518
"319","Arctic","Euro","Eumeces schneiderii",0.838833773656117,0.145049104533957
"320","Arctic","Euro","Gallotia stehlini",0.74521911527818,0.0750677426757293
"321","Arctic","Euro","Gloydius intermedius",0.851295979469632,0.205779410709652
"322","Arctic","Euro","Hemorrhois hippocrepis",0.877926911869278,0.558630435794195
"323","Arctic","Euro","Hierophis cypriensis",0.773949010833726,0.128535069069926
"324","Arctic","Euro","Hierophis gemonensis",0.777019192910174,0.383197485830489
"325","Arctic","Euro","Hierophis viridiflavus",0.845101285145533,0.496659057766739
"326","Arctic","Euro","Lacerta agilis",0.796992548864332,0.232416653310455
"327","Arctic","Euro","Lacerta bilineata",0.699268460518427,0.238891534721304
"328","Arctic","Euro","Timon lepidus",0.767289591956614,0.292389136344322
"329","Arctic","Euro","Lacerta media",0.792685208016257,0.259916785254021
"330","Arctic","Euro","Lacerta strigata",0.800909781937384,0.194251278517687
"331","Arctic","Euro","Lacerta trilineata",0.720850438615445,0.257860327302016
"332","Arctic","Euro","Lacerta viridis",0.725449406085244,0.258952513392429
"333","Arctic","Euro","Paralaudakia caucasia",0.918885881822282,0.140767288430151
"334","Arctic","Euro","Stellagama stellio",0.84192151556157,0.102363103237295
"335","Arctic","Euro","Heremites vittatus",0.837693322862814,0.136350435075523
"336","Arctic","Euro","Macroprotodon brevis",0.665904431906827,0.16406090127829
"337","Arctic","Euro","Macroprotodon cucullatus",0.661829374024623,0.168205914027211
"338","Arctic","Euro","Macrovipera schweizeri",0.860142433100459,0.497217424977917
"339","Arctic","Euro","Malpolon monspessulanus",0.812266146087522,0.515126445517261
"340","Arctic","Euro","Mauremys caspica",0.876254480286738,0.0818545848031903
"341","Arctic","Euro","Mauremys leprosa",0.893496042834174,0.124229496553457
"342","Arctic","Euro","Mauremys rivulata",0.907911990134403,0.149403207997759
"343","Arctic","Euro","Montivipera raddei",0.856405539315825,0.489155734484004
"344","Arctic","Euro","Montivipera wagneri",0.811750166472919,0.418902118915747
"345","Arctic","Euro","Montivipera xanthina",0.861352428338691,0.511449130086911
"346","Arctic","Euro","Natrix maura",0.900700745878664,0.200211582254267
"347","Arctic","Euro","Natrix natrix",0.868332741239882,0.324857734649149
"348","Arctic","Euro","Natrix tessellata",0.819672374395347,0.124999759100306
"349","Arctic","Euro","Platyceps najadum",0.799235618944746,0.241844484251971
"350","Arctic","Euro","Podarcis liolepis",0.820131186642814,0.221303685759198
"351","Arctic","Euro","Podarcis gaigeae",0.801514609421586,0.194242187143764
"352","Arctic","Euro","Podarcis hispanicus",0.828380686228846,0.232496950969855
"353","Arctic","Euro","Podarcis lilfordi",0.83135758298549,0.212632840246508
"354","Arctic","Euro","Podarcis melisellensis",0.798235910572892,0.205239789021578
"355","Arctic","Euro","Podarcis raffonei",0.772754919499106,0.171968540452134
"356","Arctic","Euro","Podarcis vaucheri",0.798049387352706,0.201360803092838
"357","Arctic","Euro","Psammodromus algirus",0.831302519390293,0.213239076678699
"358","Arctic","Euro","Pseudopus apodus",0.849690851159396,0.337401672774991
"359","Arctic","Euro","Telescopus fallax",0.761485929775637,0.372276319512048
"360","Arctic","Euro","Testudo graeca",0.384829329962073,0.0777786769872255
"361","Arctic","Euro","Testudo hermanni",0.459372236958444,0.107938668195825
"362","Arctic","Euro","Emys trinacris",0.872914185917282,0.101434823336502
"363","Arctic","Euro","Varanus griseus",0.851399495780435,0.524043247630402
"364","Arctic","Euro","Montivipera albizona",0.776686407467747,0.378377769492199
"365","Arctic","Euro","Vipera ammodytes",0.824290266290734,0.45220541215282
"366","Arctic","Euro","Vipera aspis",0.759616449613234,0.216506919627
"367","Arctic","Euro","Vipera berus",0.820183203985629,0.483117771930025
"368","Arctic","Euro","Montivipera bulgardaghica",0.763246334375413,0.358756491356707
"369","Arctic","Euro","Vipera darevskii",0.687314748707298,0.171297986406197
"370","Arctic","Euro","Vipera dinniki",0.740312389536939,0.208819438225731
"371","Arctic","Euro","Vipera kaznakovi",0.749136688691302,0.214204984356152
"372","Arctic","Euro","Vipera latastei",0.803181883537024,0.468033281843736
"373","Arctic","Euro","Vipera seoanei",0.800243016094324,0.458561471062059
