"","Source","Target","draw","tpr","tnr","ppv","npv"
"1425","Serengeti","Pyrenees",25,0.847172081829122,0.696640160092685,0.0575869120654397,0.995222690340054
"1426","Serengeti","Pyrenees",26,0.833935018050541,0.69398072568329,0.0562728380024361,0.994791273495886
"1427","Serengeti","Pyrenees",27,0.835138387484958,0.687687608615514,0.0552767821585026,0.994781747543231
"1428","Serengeti","Pyrenees",28,0.842358604091456,0.680736215703829,0.0545808966861598,0.994958435960591
"1429","Serengeti","Pyrenees",29,0.845968712394705,0.701959028911475,0.0584761271003161,0.995221562698324
"1430","Serengeti","Pyrenees",30,0.823104693140794,0.712149138975196,0.0588842975206612,0.994594197036002
"1431","Serengeti","Pyrenees",31,0.847172081829122,0.683922270788351,0.0553981743783444,0.99513428604268
"1432","Serengeti","Pyrenees",32,0.783393501805054,0.684317236294697,0.051503164556962,0.993121632465895
"1433","Serengeti","Pyrenees",33,0.843561973525872,0.689083153404603,0.0560396514509553,0.995057034220532
"1434","Serengeti","Pyrenees",34,0.830324909747292,0.710253304544736,0.0590046177526937,0.994799926240089
"1435","Serengeti","Pyrenees",35,0.809867629362214,0.687397967244194,0.0536468712634516,0.99398416082851
"1436","Serengeti","Pyrenees",36,0.843561973525872,0.710042656274685,0.0598480321010843,0.995202243873635
"1437","Serengeti","Pyrenees",37,0.787003610108303,0.694849649797251,0.0534182798333742,0.993337348490552
"1438","Serengeti","Pyrenees",38,0.762936221419976,0.690636684396229,0.0511992247436001,0.99254522061606
"1439","Serengeti","Pyrenees",39,0.832731648616125,0.716072463004898,0.0603050108932462,0.99491475817663
"1440","Serengeti","Pyrenees",40,0.795427196149218,0.730975828111012,0.0607648464791322,0.993913572732806
"1441","Serengeti","Pyrenees",41,0.813477737665463,0.674548422771078,0.0518563976679963,0.993985954293253
"1442","Serengeti","Pyrenees",42,0.844765342960289,0.682447732897994,0.0550070521861777,0.995047414289553
"1443","Serengeti","Pyrenees",43,0.820697954271961,0.697324766970351,0.0560072267389341,0.994405226794833
"1444","Serengeti","Pyrenees",44,0.809867629362214,0.709331718363263,0.0574624316939891,0.994169096209913
"1445","Serengeti","Pyrenees",45,0.787003610108303,0.711385538996261,0.0563065002152389,0.99349121129661
"1446","Serengeti","Pyrenees",46,0.766546329723225,0.708383801148033,0.0543886612021858,0.992840535852677
"1447","Serengeti","Pyrenees",47,0.825511432009627,0.707804518405393,0.0582194687261309,0.994634796122253
"1448","Serengeti","Pyrenees",48,0.825511432009627,0.689846753383538,0.0550340954673085,0.994495900394777
"1449","Serengeti","Pyrenees",49,0.802647412755716,0.72297119384907,0.0596174472649267,0.994062488686145
"1450","Serengeti","Pyrenees",50,0.779783393501805,0.697798725577966,0.0534432989690722,0.993141957727477
"1451","Serengeti","Pyrenees",51,0.759326113116727,0.707119911527727,0.0536838523055981,0.992607651081131
"1452","Serengeti","Pyrenees",52,0.819494584837545,0.694270367054611,0.0554018874064432,0.994343251499038
"1453","Serengeti","Pyrenees",53,0.820697954271961,0.696455842856391,0.0558558558558559,0.994398285649836
"1454","Serengeti","Pyrenees",54,0.813477737665463,0.712649428616567,0.0583311761152817,0.994305657604702
"1455","Serengeti","Pyrenees",55,0.795427196149218,0.733951234925483,0.0614026939154668,0.99393809727571
"1456","Serengeti","Pyrenees",56,0.861612515042118,0.707541208067829,0.0605599255688066,0.995738531090195
"1457","Serengeti","Pyrenees",57,0.813477737665463,0.689662436147243,0.0542449045097095,0.994116977264964
"1458","Serengeti","Pyrenees",58,0.845968712394705,0.692637842961715,0.05680349062702,0.995157568191276
"1459","Serengeti","Pyrenees",59,0.69193742478941,0.714782242350835,0.0504076444288595,0.990657616232392
"1460","Serengeti","Pyrenees",60,0.783393501805054,0.691742587813998,0.0526784269299239,0.993194964273562
"1461","Serengeti","Pyrenees",61,0.768953068592058,0.702169677181526,0.0534728033472803,0.992851558136937
"1462","Serengeti","Pyrenees",62,0.809867629362214,0.70585602190742,0.056822019587977,0.994140552568144
"1463","Serengeti","Pyrenees",63,0.812274368231047,0.699905208278477,0.0559145129224652,0.994165388787074
"1464","Serengeti","Pyrenees",64,0.845968712394705,0.691426615408921,0.0565931412010948,0.995149126463789
"1465","Serengeti","Pyrenees",65,0.826714801444043,0.725498973089683,0.0618250539956803,0.994800880961837
"1466","Serengeti","Pyrenees",66,0.844765342960289,0.709410711464532,0.0598057590730959,0.995234753056777
"1467","Serengeti","Pyrenees",67,0.837545126353791,0.707672863236611,0.0589930496694355,0.995002036207471
"1468","Serengeti","Pyrenees",68,0.805054151624549,0.694270367054611,0.0544788273615635,0.993893475065023
"1469","Serengeti","Pyrenees",69,0.860409145607702,0.669545526357365,0.0539012438748587,0.995458816160351
"1470","Serengeti","Pyrenees",70,0.813477737665463,0.720733055979778,0.0599184541747917,0.994369164819995
"1471","Serengeti","Pyrenees",71,0.811070998796631,0.723445152456686,0.0603024067281024,0.994318181818182
"1472","Serengeti","Pyrenees",72,0.858002406738869,0.686055084522618,0.056426084203862,0.995491537080197
"1473","Serengeti","Pyrenees",73,0.866425992779783,0.694112380852072,0.0583610278025452,0.995806890299184
