"","role","sourceFW","estimate_(Intercept)_Serengeti","std.error_(Intercept)_Serengeti","estimate_(Intercept)_Pyrenees","std.error_(Intercept)_Pyrenees","insample","estimate_empirical_Euro","estimate_(Intercept)_Arctic","std.error_(Intercept)_Arctic","estimate_empirical_Serengeti","std.error_empirical_Serengeti","estimate_empirical_Pyrenees","std.error_empirical_Pyrenees","estimate_(Intercept)_Euro","std.error_(Intercept)_Euro","estimate_empirical_Arctic","std.error_empirical_Arctic","r.squared_Serengeti","r.squared_Pyrenees","std.error_empirical_Euro","r.squared_Arctic"
"20","among_module_conn","Euro",NA,NA,NA,NA,"within food web",0.140302380020211,NA,NA,NA,NA,NA,NA,0.479261176627132,0.00723809403784261,NA,NA,NA,NA,0.0122863432436646,NA
"21","among_module_conn","Pyrenees",0.579045968334772,0.00360050769154693,NA,NA,"between food webs",0.103689601427608,0.644700321235162,0.00306644984511854,0.0701313478085513,0.00855879355667906,NA,NA,0.508051943840622,0.00402824826662362,0.0328367932715491,0.00671309486953229,0.184893593828916,NA,0.00683777257046889,0.111323359876067
"22","among_module_conn","Pyrenees",NA,NA,0.677878041489152,0.00208951770913474,"within food web",NA,NA,NA,NA,NA,0.0160679042053975,0.00388565309914952,NA,NA,NA,NA,NA,0.0810032874931281,NA,NA
"23","among_module_conn","Serengeti",NA,NA,0.604226587958916,0.0051776854052912,"between food webs",0.119275081170469,0.496156545688842,0.012909098808413,NA,NA,0.0388952034607381,0.00962838900744327,0.525626887109031,0.00566052743954776,0.0985544477400163,0.0282606953832934,NA,0.0775902240004135,0.00960849399011052,0.0598611948513124
"24","among_module_conn","Serengeti",0.55650523271863,0.0103437592752429,NA,NA,"within food web",NA,NA,NA,0.0910339300374435,0.0245882269449483,NA,NA,NA,NA,NA,NA,0.0442589091500598,NA,NA,NA
"25","betweeness","Arctic",NA,NA,NA,NA,"within food web",NA,99.8666211231527,10.2111292352564,NA,NA,NA,NA,NA,NA,1.48785976006008,0.185493301489974,NA,NA,NA,0.251971886506787
"26","betweeness","Arctic",197.732755211569,13.0586825120859,107.383434226518,9.8141097292625,"between food webs",0.010681657041018,NA,NA,-0.325835545481334,0.332535934949395,0.517928875663573,0.387701593347887,767.415725196096,28.8480231992366,NA,NA,0.00323311863908294,0.0091152064855188,0.0535214725048371,NA
"27","betweeness","Euro",106.128969378007,12.6994655631277,145.445587354153,13.3339551643765,"between food webs",NA,189.785261509575,21.5964129921848,1.81790529187664,0.323388569289733,0.911170921852344,0.526751361607871,NA,NA,0.438596675011041,0.392316055743344,0.0964603196501593,0.0151893564312012,NA,0.00650118450993142
"28","betweeness","Euro",NA,NA,NA,NA,"within food web",0.633061094635745,NA,NA,NA,NA,NA,NA,898.173764540593,42.3055282275714,NA,NA,NA,NA,0.078489057991831,NA
"29","betweeness","Pyrenees",209.826047062121,13.2873647361141,NA,NA,"between food webs",0.200415857989345,143.149314744021,10.8541109626947,0.362389091655079,0.338359267977297,NA,NA,960.840558852475,36.7942146464015,0.667967245113204,0.197173577066984,0.00386031381529981,NA,0.0682639685199145,0.0566810755354667
"30","betweeness","Pyrenees",NA,NA,165.896612784105,12.2854093350563,"within food web",NA,NA,NA,NA,NA,2.28273781562055,0.485329072685053,NA,NA,NA,NA,NA,0.102362039808425,NA,NA
"31","betweeness","Serengeti",NA,NA,121.534174890606,14.4333238179109,"between food webs",-0.0303895599235885,119.637435613114,17.8275653839296,NA,NA,0.212102424266247,0.570181381284654,726.315812958354,35.3089013045026,-0.0355083845386991,0.323851934923675,NA,0.00071277721077382,0.0655082803176249,6.29373039495269e-05
"32","betweeness","Serengeti",183.364752881363,16.0491994864337,NA,NA,"within food web",NA,NA,NA,1.83255546269367,0.408688667595004,NA,NA,NA,NA,NA,NA,0.0636057106925488,NA,NA,NA
"33","closeness","Arctic",NA,NA,NA,NA,"within food web",NA,0.55680057902981,0.0105887066769995,NA,NA,NA,NA,NA,NA,-0.126515900315251,0.0171769154720961,NA,NA,NA,0.22770204280275
"34","closeness","Arctic",0.599394792345958,0.0126597422493243,0.624896905203479,0.0124925610555171,"between food webs",-0.0112321673692125,NA,NA,-0.0551316271369872,0.0146609573640435,-0.0945420869193982,0.0187531396818181,0.548043443950955,0.00306585210111131,NA,NA,0.050477802972663,0.121364903845232,0.00496506892361413,NA
"35","closeness","Euro",0.630892445342019,0.0268503391666652,0.634347697307037,0.0276320172694405,"between food webs",NA,0.493602901050757,0.0166133285983708,-0.0851295875132158,0.0310947624351197,-0.236585339701208,0.0414796515495419,NA,NA,-0.220974557613282,0.026950009075635,0.0274054395199371,0.150239513883865,NA,0.267605017507048
"36","closeness","Euro",NA,NA,NA,NA,"within food web",0.00473378550600596,NA,NA,NA,NA,NA,NA,0.460290590373564,0.00811676756144235,NA,NA,NA,NA,0.0131448970956259,NA
"37","closeness","Pyrenees",0.527193632433818,0.0141614362500949,NA,NA,"between food webs",0.0161453404632414,0.490784942144491,0.00892180913306817,-0.0209196356473081,0.0164000347706402,NA,NA,0.467350101061893,0.0041428550207723,-0.075875812696351,0.0144728875784019,0.00607979001374291,NA,0.0067092475567296,0.129962090224881
"38","closeness","Pyrenees",NA,NA,0.480634031297332,0.0128518873220012,"within food web",NA,NA,NA,NA,NA,-0.066299400788536,0.0192925403408804,NA,NA,NA,NA,NA,0.0603123262516402,NA,NA
"39","closeness","Serengeti",NA,NA,0.756138253009326,0.0246535270500366,"between food webs",0.0563268071574744,0.744141170013175,0.0217476736377841,NA,NA,-0.247948995103447,0.0370085072519727,0.54962731379238,0.00821570201885373,-0.289215463957655,0.0352789026257932,NA,0.196110229590716,0.0133051189144768,0.26753560169445
"40","closeness","Serengeti",0.636478341745596,0.0317100068831957,NA,NA,"within food web",NA,NA,NA,-0.0760975325493621,0.0367226322441812,NA,NA,NA,NA,NA,NA,0.0158868192751649,NA,NA,NA
"41","eigen","Arctic",NA,NA,NA,NA,"within food web",NA,0.218617046568198,0.0173932632883141,NA,NA,NA,NA,NA,NA,0.789201593356009,0.0589030983209066,NA,NA,NA,0.484500660760218
"42","eigen","Arctic",0.354564683331613,0.0153760195928756,0.39858686036608,0.018331314856318,"between food webs",0.227271994273782,NA,NA,0.207066620823324,0.0308070806976736,0.494612105962522,0.0867436248232589,0.353589104661017,0.00610678958716949,NA,NA,0.132415592215628,0.143536253178493,0.0209155779231544,NA
"43","eigen","Euro",0.297229857447773,0.0159225351440265,0.434052956318822,0.0212395019323967,"between food webs",NA,0.243331154263198,0.0180457745804978,0.301450728912562,0.0319020681607907,0.466339558551967,0.100505141147674,NA,NA,0.569133545709348,0.0611128582815243,0.231744307605927,0.0998899590979704,NA,0.312278661201045
"44","eigen","Euro",NA,NA,NA,NA,"within food web",0.713351062005415,NA,NA,NA,NA,NA,NA,0.246781510466888,0.00699433539591072,NA,NA,NA,NA,0.0239553966786751,NA
"45","eigen","Pyrenees",0.306483616487012,0.0146781171167427,NA,NA,"between food webs",0.347232213690641,0.228549850710108,0.0183576280891371,0.246080436407754,0.0294087774650676,NA,NA,0.254948513936548,0.00627056954109258,0.620804642706314,0.0621689647508283,0.191293230663981,NA,0.0214765195340666,0.343000271696508
"46","eigen","Pyrenees",NA,NA,0.289828463148872,0.0192769109578768,"within food web",NA,NA,NA,NA,NA,0.744567481007618,0.0912181774732386,NA,NA,NA,NA,NA,0.255639051691022,NA,NA
"47","eigen","Serengeti",NA,NA,0.440024020262832,0.0182930586115933,"between food webs",0.451761145009241,0.385199816716484,0.0230110697745056,NA,NA,0.224939845943502,0.0865625966010304,0.34203917250673,0.00759257636902011,0.091644831074676,0.07792806231523,NA,0.0336365168042939,0.0260043547295931,0.00718888371721125
"48","eigen","Serengeti",0.244476191613516,0.0127058292792558,NA,NA,"within food web",NA,NA,NA,0.585231204952057,0.0254571415945817,NA,NA,NA,NA,NA,NA,0.640989604781257,NA,NA,NA
"49","indegree","Arctic",NA,NA,NA,NA,"within food web",NA,14.0168071490188,2.29372363945236,NA,NA,NA,NA,NA,NA,3.85688180349669,0.168957631343265,NA,NA,NA,0.731777419380643
"50","indegree","Arctic",42.0936449004945,4.35909883119624,43.7524942954545,3.65353345547579,"between food webs",0.879556751365854,NA,NA,0.875699291923249,0.0729915417034859,2.50062936967501,0.279852303397539,202.644578443886,6.86975004121541,NA,NA,0.327172577901161,0.291566794771698,0.0499957491894709,NA
"51","indegree","Euro",13.1072285955442,4.66576146230556,37.809811535055,4.11190397699396,"between food webs",NA,14.927457329578,2.95819070171029,1.32850799768182,0.0781264971367801,2.75261707624301,0.314962436593154,NA,NA,3.73581095843456,0.217902839481558,0.494151660170274,0.282488705389071,NA,0.606128768890973
"52","indegree","Euro",NA,NA,NA,NA,"within food web",1.88449353027065,NA,NA,NA,NA,NA,NA,93.8835245397645,5.89817059887085,NA,NA,NA,NA,0.0429249181074552,NA
"53","indegree","Pyrenees",21.2697994564884,3.74673945388265,NA,NA,"between food webs",1.10036626116801,12.3233624906925,2.74351295789136,1.01609298889392,0.0627378042321474,NA,NA,104.128014710083,6.03487855908659,3.1710938427107,0.202089494545887,0.469824823109141,NA,0.0439198330388784,0.56315317092194
"54","indegree","Pyrenees",NA,NA,21.4058278892227,2.95231383238703,"within food web",NA,NA,NA,NA,NA,3.34659146583617,0.22614048466085,NA,NA,NA,NA,NA,0.530269008701744,NA,NA
"55","indegree","Serengeti",NA,NA,50.7218138441677,3.50249963092571,"between food webs",1.12062347355981,36.0438341825608,3.30855229744664,NA,NA,2.36905131225016,0.268283458002698,264.066935819946,7.73774162549478,2.27589493109719,0.243710772185863,NA,0.286701857624205,0.056312702395315,0.313462633631819
"56","indegree","Serengeti",24.4245769636506,2.49150390632998,NA,NA,"within food web",NA,NA,NA,1.43539279803714,0.0417193365706224,NA,NA,NA,NA,NA,NA,0.799968696343648,NA,NA,NA
"57","outdegree","Arctic",NA,NA,NA,NA,"within food web",NA,30.0275946238611,0.790632895940744,NA,NA,NA,NA,NA,NA,0.828191473219315,0.105917694401492,NA,NA,NA,0.242483927300985
"58","outdegree","Arctic",66.1724453829155,1.13019780267434,49.6968567508058,1.19919824826619,"between food webs",0.665136920191278,NA,NA,0.269292981060356,0.0213167976177025,1.09053874014743,0.215737721613097,215.859174884998,2.0031736506951,NA,NA,0.35029327249261,0.116383664266834,0.0292352289635149,NA
"59","outdegree","Euro",52.6087667318126,1.18756095815261,43.2320428726426,1.8052716035415,"between food webs",NA,29.8962577564201,1.2475935182801,0.369726748627582,0.0223987310395774,1.39365893352906,0.324771307166231,NA,NA,0.844865071922139,0.167134746966534,0.479301925783665,0.0866909442471922,NA,0.117998664299132
"60","outdegree","Euro",NA,NA,NA,NA,"within food web",1.31194267773737,NA,NA,NA,NA,NA,NA,123.566913481765,2.49698485201866,NA,NA,NA,NA,0.0364421346306461,NA
"61","outdegree","Pyrenees",49.5374647961891,0.981985190224042,NA,NA,"between food webs",0.856136290537352,25.3018499214869,0.657224012979353,0.322009054489958,0.0185213415864503,NA,NA,118.331860910589,1.70178489242748,0.720667545676718,0.0880454791565953,0.505237943902789,NA,0.0248366241037086,0.259681513498293
"62","outdegree","Pyrenees",NA,NA,31.1966939241153,0.816005757662449,"within food web",NA,NA,NA,NA,NA,0.980698056610397,0.146800767292472,NA,NA,NA,NA,NA,0.187021420477039,NA,NA
"63","outdegree","Serengeti",NA,NA,54.8408565752944,2.8625571571596,"between food webs",2.64630117731066,40.8938006842869,2.94168225806421,NA,NA,1.35175375753901,0.514978703451035,187.119969318045,4.96153373634467,1.30454854118638,0.394084541682526,NA,0.034297179154741,0.0724108839699977,0.0542600341409126
"64","outdegree","Serengeti",44.2225167607898,2.11207469889698,NA,NA,"within food web",NA,NA,NA,0.946926647732496,0.0398360966578785,NA,NA,NA,NA,NA,NA,0.656229638589649,NA,NA,NA
"65","position1","Arctic",NA,NA,NA,NA,"within food web",NA,86.3897652086202,17.7815668986671,NA,NA,NA,NA,NA,NA,4.66277572823109,0.454073653378571,NA,NA,NA,0.355703876410905
"66","position1","Arctic",278.152555653469,26.6173971576759,160.712454185782,20.8763391023394,"between food webs",2.23203907895523,NA,NA,0.828547463506692,0.0729178365943484,3.94678268733861,0.558319158252123,3388.41123104526,153.632379005748,NA,NA,0.303713208487193,0.204824771968768,0.110192679239642,NA
"67","position1","Euro",117.033283169331,27.4207672257869,121.857384257783,17.0148696370298,"between food webs",NA,58.0727043997791,12.9043133910701,0.82396455719202,0.0751186531131199,2.48714988239782,0.455047585064929,NA,NA,2.10993622592248,0.329527131057525,0.289000721074041,0.133440309638331,NA,0.176714907289407
"68","position1","Euro",NA,NA,NA,NA,"within food web",2.40391424821228,NA,NA,NA,NA,NA,NA,2461.35645647343,161.958037796615,NA,NA,NA,NA,0.116164250171095,NA
"69","position1","Pyrenees",256.969712215746,26.7647376123233,NA,NA,"between food webs",1.69216657652307,49.9126499045359,8.3486269910996,0.804540511530607,0.0733214728752392,NA,NA,2722.41281991089,109.367147797813,1.941989749967,0.213192210795985,0.289148359494481,NA,0.0784434838191764,0.302858015024656
"70","position1","Pyrenees",NA,NA,88.1900870720708,11.7019300070995,"within food web",NA,NA,NA,NA,NA,1.25720724365554,0.312957730733398,NA,NA,NA,NA,NA,0.07679595572959,NA,NA
"71","position1","Serengeti",NA,NA,208.943995285286,19.1136250687995,"between food webs",2.22972090576621,136.902792370139,15.8799700793372,NA,NA,2.70431517089629,0.511176936111511,5556.92714176288,188.791122525098,2.48147051569505,0.405514096173807,NA,0.126078948699726,0.1354102549367,0.163916481419972
"72","position1","Serengeti",364.385740794495,36.8573261804719,NA,NA,"within food web",NA,NA,NA,1.28030383198842,0.100969920981068,NA,NA,NA,NA,NA,NA,0.351990908276799,NA,NA,NA
"73","position10","Arctic",NA,NA,NA,NA,"within food web",NA,1851.90308170667,138.657257621954,NA,NA,NA,NA,NA,NA,4.68543947724663,0.64591930544316,NA,NA,NA,0.215989502872934
"74","position10","Arctic",5162.834578829,251.887487666699,2314.98624718752,202.590290685214,"between food webs",0.989675376803365,NA,NA,0.687755428329906,0.0822913803455115,5.32304627081064,1.01035941755338,75433.8606269456,1671.24040688809,NA,NA,0.190922734630255,0.125167574527204,0.0714791982007919,NA
"75","position10","Euro",5146.73015512367,298.817090243967,2458.85736137018,241.034056778967,"between food webs",NA,2293.63047562544,171.785174725745,1.40917105367693,0.0976232327170743,7.23032142266011,1.2020863803198,NA,NA,5.20244417437739,0.800241997045792,0.41312135961808,0.157173799873799,NA,0.181185806354229
"76","position10","Euro",NA,NA,NA,NA,"within food web",1.85763959841816,NA,NA,NA,NA,NA,NA,54811.6906356806,1557.04525814625,NA,NA,NA,NA,0.0665950548801514,NA
"77","position10","Pyrenees",3827.48165979217,201.820735882659,NA,NA,"between food webs",0.992186936556884,1987.06387965551,122.190448887788,0.959103011626932,0.0659346245896382,NA,NA,50133.6345909282,1062.64539768089,3.989755560514,0.569210521187257,0.416856826924132,NA,0.0454495000748736,0.204597500463863
"78","position10","Pyrenees",NA,NA,1984.64595141938,142.360937713694,"within food web",NA,NA,NA,NA,NA,5.77145424084169,0.709983255487076,NA,NA,NA,NA,NA,0.254077530890472,NA,NA
"79","position10","Serengeti",NA,NA,1685.0701114561,167.140250304435,"between food webs",0.850150638786488,1520.43219661447,117.715170509146,NA,NA,5.92757076954874,0.833562780210968,56054.0714696257,1660.49833337131,3.98849706224003,0.54836293807784,NA,0.206764992133804,0.0710197581353003,0.21690260803805
"80","position10","Serengeti",2813.39339128863,210.129219774638,NA,NA,"within food web",NA,NA,NA,0.833517835747511,0.0686489976392202,NA,NA,NA,NA,NA,NA,0.332463871840775,NA,NA,NA
"81","position11","Arctic",NA,NA,NA,NA,"within food web",NA,727.632510487039,131.867987844687,NA,NA,NA,NA,NA,NA,7.77795578778863,0.515070113723951,NA,NA,NA,0.544188950550869
"82","position11","Arctic",2348.47035312952,215.797682247705,1399.71689401925,138.691792689782,"between food webs",0.739228408767421,NA,NA,0.817487942846786,0.0814163129486409,2.2746685409198,0.371493299329788,39305.9882815776,1653.73022049195,NA,NA,0.254066869241856,0.16195672575011,0.0545649871851766,NA
"83","position11","Euro",2273.55084663551,347.355424642436,1613.4158866201,190.622689734774,"between food webs",NA,949.308875507222,181.232511414807,1.40137094984336,0.131050517607667,2.60898683532569,0.510592952642013,NA,NA,8.50171792740228,0.707885604312443,0.278661116031905,0.118619442628969,NA,0.430259770540963
"84","position11","Euro",NA,NA,NA,NA,"within food web",2.10524546854205,NA,NA,NA,NA,NA,NA,25187.1753816883,2013.95479043193,NA,NA,NA,NA,0.0664506314087629,NA
"85","position11","Pyrenees",1578.73242187833,216.870843905738,NA,NA,"between food webs",0.996607259476327,803.229842177992,175.515503825758,1.11545146732203,0.0818211961915232,NA,NA,24559.079065143,1948.37798440378,6.96251802306078,0.685555243493408,0.385704841787735,NA,0.0642869184063445,0.350660163542541
"86","position11","Pyrenees",NA,NA,1107.44966037044,177.35100551813,"within food web",NA,NA,NA,NA,NA,4.44547186397114,0.475044044796166,NA,NA,NA,NA,NA,0.311012373761974,NA,NA
"87","position11","Serengeti",NA,NA,1132.62585556719,129.025126687771,"between food webs",0.831887091011683,745.415374023665,133.397595553693,NA,NA,2.33950418977722,0.345600623368504,27803.0501914437,1531.18886259941,4.42709374617972,0.521044688975367,NA,0.191075455441203,0.0505217233322178,0.274293325665438
"88","position11","Serengeti",883.770613784964,132.44860725562,NA,NA,"within food web",NA,NA,NA,1.24989367402556,0.0499703108282569,NA,NA,NA,NA,NA,NA,0.678832144470337,NA,NA,NA
"89","position12","Arctic",NA,NA,NA,NA,"within food web",NA,326.070314136126,46.8906215701461,NA,NA,NA,NA,NA,NA,144.526514297222,35.4328669970973,NA,NA,NA,0.0801266759199783
"90","position12","Arctic",1653.3135767821,116.888200752078,867.621530612245,79.2549941635707,"between food webs",11.8859396544164,NA,NA,0.530756590070956,0.387142727360335,NA,NA,20257.053372883,674.759479273678,NA,NA,0.00630968857262026,0,7.05784575990361,NA
"91","position12","Euro",860.156982582409,99.8453113536309,466.737448979591,57.6055353311938,"between food webs",NA,246.486702628378,41.1025363697188,1.90084352753031,0.330695364483993,NA,NA,NA,NA,119.325638259356,31.0591042657204,0.1004125922152,0,NA,0.0717345683321477
"92","position12","Euro",NA,NA,NA,NA,"within food web",29.8228358879591,NA,NA,NA,NA,NA,NA,4998.93122975394,366.507218720204,NA,NA,NA,NA,3.83359033711223,NA
"93","position12","Pyrenees",853.227183633614,77.3987232660199,NA,NA,"between food webs",9.47812070948284,279.258272251309,44.3459343306323,0.396952820188552,0.256350535183357,NA,NA,5201.17704869753,311.752973436172,57.7201329037457,33.5099757773249,0.00803551542166966,NA,3.26087216154751,0.015296030412782
"94","position12","Pyrenees",NA,NA,356.49387755102,54.5074800619766,"within food web",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"95","position12","Serengeti",NA,NA,658.179234693878,64.74594893384,"between food webs",28.3039329655322,363.604921465968,42.1398906404021,NA,NA,NA,NA,17669.0023026481,652.469030894352,25.8273137333871,31.8429803302977,NA,0,6.82469224163111,0.00343245168405447
"96","position12","Serengeti",682.758317203487,64.5080730059857,NA,NA,"within food web",NA,NA,NA,1.77629775393012,0.213655708271761,NA,NA,NA,NA,NA,NA,0.189307201894294,NA,NA,NA
"97","position13","Arctic",NA,NA,NA,NA,"within food web",NA,158.914388888889,6.55897820896788,NA,NA,NA,NA,NA,NA,107.498688034188,25.2722067818553,NA,NA,NA,0.0865325868431286
"98","position13","Arctic",710.83336842922,28.6569827521247,434.572346938776,18.3106713413009,"between food webs",115.839852968014,NA,NA,4.303250183531,0.434891602321427,NA,NA,9755.88960359763,195.005277316498,NA,NA,0.248561078072442,0,24.5183690917653,NA
"99","position13","Euro",425.307630223623,15.7733519326315,231.781836734694,9.72134326685648,"between food webs",NA,121.335220538721,4.9303683334811,2.89185829912459,0.239372663734227,NA,NA,NA,NA,54.9524717689717,18.9970577831898,0.330241391477455,0,NA,0.0419707914708246
"100","position13","Euro",NA,NA,NA,NA,"within food web",122.735899260158,NA,NA,NA,NA,NA,NA,2058.41933951412,45.8028239333431,NA,NA,NA,NA,5.7588725705109,NA
"101","position13","Pyrenees",336.897656975097,14.2515340510088,NA,NA,"between food webs",76.6521227087765,133.182333333333,4.86341034520443,3.32704173037969,0.216277914970726,NA,NA,2306.3658154558,47.0508796611699,69.6061282051281,18.7390639201958,0.444279829969791,NA,5.91579289288906,0.0673712493740478
"102","position13","Pyrenees",NA,NA,177.175765306122,6.18607693102647,"within food web",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"103","position13","Serengeti",NA,NA,329.111428571429,16.2680563732508,"between food webs",364.894623879835,176.029934121017,9.86281658323575,NA,NA,NA,NA,7183.42298383104,271.673233811675,101.442373571291,38.002129630839,NA,0,34.157971059097,0.0359651839628614
"104","position13","Serengeti",269.752144011593,22.5435526134695,NA,NA,"within food web",NA,NA,NA,3.88155788588858,0.342115630347102,NA,NA,NA,NA,NA,NA,0.303080116699022,NA,NA,NA
"105","position14","Arctic",NA,NA,NA,NA,"within food web",NA,24.0925654450262,2.60984256770387,NA,NA,NA,NA,NA,NA,63.0574345549736,25.637635402299,NA,NA,NA,0.030700214571064
"106","position14","Arctic",184.442737512635,10.3618660252861,84.5630612244898,6.09139557416047,"between food webs",8.699485336036,NA,NA,-0.036548704303007,0.0147719938593617,NA,NA,1508.39077518913,39.425761481316,NA,NA,0.0202620760827675,0,7.39276861756434,NA
"107","position14","Euro",91.8647853976547,9.54252105741288,50.9838775510204,5.35090525128142,"between food webs",NA,13.6595319689037,1.92639806235167,-0.0149287668880376,0.0136039263699166,NA,NA,NA,NA,65.5704680310961,18.9238583864922,0.0040519520885283,0,NA,0.059140961703172
"108","position14","Euro",NA,NA,NA,NA,"within food web",29.9601501235194,NA,NA,NA,NA,NA,NA,530.989121366812,27.1775154512597,NA,NA,NA,NA,5.09608630962418,NA
"109","position14","Pyrenees",91.5105543362683,5.84392276530685,NA,NA,"between food webs",12.1059392221448,8.97602094240838,0.918594138240256,-0.013889838445074,0.00833116264898951,NA,NA,531.427432174642,22.5282257181658,4.71397905759161,9.02375564347256,0.00930319690014186,NA,4.22429279337036,0.00142674778284564
"110","position14","Pyrenees",NA,NA,14.8267346938775,1.44320376018493,"within food web",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"111","position14","Serengeti",NA,NA,274.096632653061,21.758123326356,"between food webs",-72.9210011401787,251.266858638743,22.5274997350162,NA,NA,NA,NA,10082.0597148558,344.401731234959,-218.986858638743,221.297572458502,NA,0,64.5791537017042,0.00510068579736948
"112","position14","Serengeti",394.964028589161,35.2744627974454,NA,NA,"within food web",NA,NA,NA,0.850545018550645,0.0502876746876063,NA,NA,NA,NA,NA,NA,0.491469629831098,NA,NA,NA
"113","position15","Arctic",NA,NA,NA,NA,"within food web",NA,12.1879166666667,2.09532662153744,NA,NA,NA,NA,NA,NA,42.7220833333336,29.1092077293121,NA,NA,NA,0.0111516822600117
"114","position15","Arctic",36.3067674101782,6.36078847858403,42.5533673469387,5.73755391921198,"between food webs",279.648742937854,NA,NA,0.340770789564931,0.0263619226321094,NA,NA,679.029421408395,34.0806824319122,NA,NA,0.360826066117786,0,21.1723268473469,NA
