"","Species.ID","ITIS.code","Catalogue.of.Life","Class","Order","Family","Species","Author","synonym1","synonym2","synonym3"
"876","M270",632451,"v1.9 rev 2126ab0","Mammalia","Rodentia","Sciuridae","Spermophilus major","(Pallas, 1778)Ê",NA,NA,NA
"877","M271",632452,"v1.9 rev 2126ab0","Mammalia","Rodentia","Sciuridae","Spermophilus musicus","Mntries, 1832Ê","Spermophilus boehmii","Spermophilus magisteri","Spermophilus saturatus"
"878","M272",632454,"v1.9 rev 2126ab0","Mammalia","Rodentia","Sciuridae","Spermophilus pygmaeus","(Pallas, 1778)Ê",NA,NA,NA
"879","M273",632456,"v1.9 rev 2126ab0","Mammalia","Rodentia","Sciuridae","Spermophilus suslicus","(Gldenstaedt, 1770)Ê",NA,NA,NA
"880","M274",930306,"v1.9 rev 2126ab0","Mammalia","Rodentia","Sciuridae","Spermophilus taurensis","Gndz, Jaarola, Tez, Yeniyurt, Polly, and Searle, 2007Ê",NA,NA,NA
"881","M275",632458,"v1.9 rev 2126ab0","Mammalia","Rodentia","Sciuridae","Spermophilus xanthoprymnus","(Bennett, 1835)Ê","Citillus xanthoprymna",NA,NA
"882","M276",609763,"v1.9 rev 2126ab0","Mammalia","Rodentia","Dipodidae","Stylodipus telum","(Lichtenstein, 1823)Ê","Dipus halticus","Dipus proximus","Scirtopoda telum turovi"
"883","M277",633726,"v1.9 rev 2126ab0","Mammalia","Eulipotyphla","Soricidae","Suncus etruscus","(Savi, 1822)Ê",NA,NA,NA
"884","M278",180722,"v1.9 rev 2126ab0","Mammalia","Cetartiodactyla","Suidae","Sus scrofa","Linnaeus, 1758Ê","Sus domesticus",NA,NA
"885","M279",632261,"v1.9 rev 2126ab0","Mammalia","Chiroptera","Molossidae","Tadarida teniotis","(Rafinesque, 1814)Ê","Cephalotes teniotis",NA,NA
"886","M280",633850,"v1.9 rev 2126ab0","Mammalia","Eulipotyphla","Talpidae","Talpa caeca","Savi, 1822Ê",NA,NA,NA
"887","M281",633851,"v1.9 rev 2126ab0","Mammalia","Eulipotyphla","Talpidae","Talpa caucasica","Satunin, 1908Ê",NA,NA,NA
"888","M282",709819,"v1.9 rev 2126ab0","Mammalia","Eulipotyphla","Talpidae","Talpa davidiana","(Milne-Edwards, 1884)Ê","Talpa streeti",NA,NA
"889","M283",633852,"v1.9 rev 2126ab0","Mammalia","Eulipotyphla","Talpidae","Talpa europaea","Linnaeus, 1758Ê",NA,NA,NA
"890","M284",633853,"v1.9 rev 2126ab0","Mammalia","Eulipotyphla","Talpidae","Talpa levantis","Thomas, 1906Ê",NA,NA,NA
"891","M285",633854,"v1.9 rev 2126ab0","Mammalia","Eulipotyphla","Talpidae","Talpa occidentalis","Cabrera, 1907Ê",NA,NA,NA
"892","M286",633855,"v1.9 rev 2126ab0","Mammalia","Eulipotyphla","Talpidae","Talpa romana","Thomas, 1902Ê",NA,NA,NA
"893","M287",633856,"v1.9 rev 2126ab0","Mammalia","Eulipotyphla","Talpidae","Talpa stankovici","V. Martino and E. Martino, 1931Ê",NA,NA,NA
"894","M288",632477,"v1.9 rev 2126ab0","Mammalia","Rodentia","Sciuridae","Tamias sibiricus","(Laxmann, 1769)Ê",NA,NA,NA
"895","M289",633002,"v1.9 rev 2126ab0","Mammalia","Rodentia","Muridae","Tatera indica","(Hardwicke, 1807)Ê","Tatera bailwardi","Tatera ceylonica","Gerbillus cuvieri"
"896","M290",180543,"v1.9 rev 2126ab0","Mammalia","Carnivora","Ursidae","Ursus arctos","Linnaeus, 1758Ê",NA,NA,NA
"897","M291",180542,"v1.9 rev 2126ab0","Mammalia","Carnivora","Ursidae","Ursus maritimus","Phipps, 1774Ê","Ursus maritimus maritimus","Ursus maritimus marinus",NA
"898","M292",632159,"v1.9 rev 2126ab0","Mammalia","Chiroptera","Vespertilionidae","Vespertilio murinus","Linnaeus, 1758Ê",NA,NA,NA
"899","M293",621958,"v1.9 rev 2126ab0","Mammalia","Carnivora","Mustelidae","Vormela peregusna","(Gldenstdt, 1770)Ê",NA,NA,NA
"900","M294",621861,"v1.9 rev 2126ab0","Mammalia","Carnivora","Canidae","Vulpes corsac","(Linnaeus, 1768)Ê","Canis corsac",NA,NA
"901","M295",180604,"v1.9 rev 2126ab0","Mammalia","Carnivora","Canidae","Vulpes vulpes","(Linnaeus, 1758)Ê","Canis vulpes",NA,NA
"902","R1",NA,"v1.9 rev 2126ab0","Reptilia","Squamata","Scincidae","Ablepharus bivittatus","(Menetries, 1832)",NA,NA,NA
"903","R2",NA,"v1.9 rev 2126ab0","Reptilia","Squamata","Scincidae","Ablepharus budaki","Gcmen, Kumlutas & Tosunoglu, 1996",NA,NA,NA
"904","R3",NA,"v1.9 rev 2126ab0","Reptilia","Squamata","Scincidae","Ablepharus chernovi","Darevsky, 1953",NA,NA,NA
"905","R4",NA,"v1.9 rev 2126ab0","Reptilia","Squamata","Scincidae","Ablepharus kitaibelii","(Bibron & Bory St-vincent, 1833)",NA,NA,NA
"906","R5",NA,"v1.9 rev 2126ab0","Reptilia","Squamata","Scincidae","Ablepharus pannonicus","(Fitzinger, 1824)",NA,NA,NA
"907","R6",NA,"v1.9 rev 2126ab0","Reptilia","Squamata","Lacertidae","Acanthodactylus erythrurus","(Schinz, 1833)",NA,NA,NA
"908","R7",NA,"v1.9 rev 2126ab0","Reptilia","Squamata","Lacertidae","Acanthodactylus schreiberi","Boulenger, 1878",NA,NA,NA
"909","R8",NA,"v1.9 rev 2126ab0","Reptilia","Squamata","Lacertidae","Algyroides fitzingeri","(Wiegmann, 1834)",NA,NA,NA
"910","R9",NA,"v1.9 rev 2126ab0","Reptilia","Squamata","Lacertidae","Algyroides marchi","Valverde, 1958",NA,NA,NA
"911","R10",NA,"v1.9 rev 2126ab0","Reptilia","Squamata","Lacertidae","Algyroides moreoticus","Bibron & Bory",NA,NA,NA
"912","R11",NA,"v1.9 rev 2126ab0","Reptilia","Squamata","Lacertidae","Algyroides nigropunctatus","(Dumril & Bibron, 1839)",NA,NA,NA
"913","R12",818121,"v1.9 rev 2126ab0","Reptilia","Squamata","Gekkonidae","Alsophylax pipiens","(Pallas, 1827)Ê",NA,NA,NA
"914","R13",NA,"v1.9 rev 2126ab0","Reptilia","Squamata","Anguidae","Anguis cephallonica","Werner, 1894",NA,NA,NA
"915","R14",NA,"v1.9 rev 2126ab0","Reptilia","Squamata","Anguidae","Anguis fragilis","Linnaeus, 1758",NA,NA,NA
"916","R15",NA,"v1.9 rev 2126ab0","Reptilia","Squamata","Lacertidae","Archaeolacerta bedriagae","(Camerano, 1885)",NA,NA,NA
"917","R16",818144,"v1.9 rev 2126ab0","Reptilia","Squamata","Gekkonidae","Asaccus elisae","(F. Werner, 1895)Ê",NA,NA,NA
"918","R17",NA,"v1.9 rev 2126ab0","Reptilia","Squamata","Amphisbaenidae","Blanus cinereus","(Vandelli, 1797)","Blanus mariae","Amphisbaena rufa","Amphisbaena cinerea"
"919","R18",NA,"v1.9 rev 2126ab0","Reptilia","Squamata","Amphisbaenidae","Blanus strauchi","(Bedriaga, 1884)","Amphisbaena strauchi",NA,NA
"920","R19",NA,"v1.9 rev 2126ab0","Reptilia","Squamata","Scincidae","Chalcides bedriagai","(Bosca, 1880)",NA,NA,NA
"921","R20",NA,"v1.9 rev 2126ab0","Reptilia","Squamata","Scincidae","Chalcides sexlineatus bistriatus","Steindachner, 1891",NA,NA,NA
"922","R21",NA,"v1.9 rev 2126ab0","Reptilia","Squamata","Scincidae","Chalcides chalcides","(Linnaeus, 1758)",NA,NA,NA
"923","R22",NA,"v1.9 rev 2126ab0","Reptilia","Squamata","Scincidae","Chalcides ocellatus","(Forskal, 1775)",NA,NA,NA
"924","R23",NA,"v1.9 rev 2126ab0","Reptilia","Squamata","Scincidae","Chalcides sexlineatus","Steindachner, 1891",NA,NA,NA
"925","R24",NA,"v1.9 rev 2126ab0","Reptilia","Squamata","Scincidae","Chalcides simonyi","(Gravenhorst, 1851)",NA,NA,NA
"926","R25",NA,"v1.9 rev 2126ab0","Reptilia","Squamata","Scincidae","Chalcides striatus","(Cuvier, 1829)",NA,NA,NA
"927","R26",NA,"v1.9 rev 2126ab0","Reptilia","Squamata","Scincidae","Chalcides viridanus","(Gravenhorst, 1851)",NA,NA,NA
"928","R27",715154,"v1.9 rev 2126ab0","Reptilia","Squamata","Chamaeleonidae","Chamaeleo chamaeleon","(Linnaeus, 1758)Ê",NA,NA,NA
"929","R28",1081704,"v1.9 rev 2126ab0","Reptilia","Squamata","Colubridae","Coronella austriaca","Laurenti, 1768Ê",NA,NA,NA
"930","R29",1081706,"v1.9 rev 2126ab0","Reptilia","Squamata","Colubridae","Coronella girondica","(Daudin, 1803)Ê","Coluber girondicus",NA,NA
"931","R30",818419,"v1.9 rev 2126ab0","Reptilia","Squamata","Gekkonidae","Cyrtopodion caspium","(Eichwald, 1831)Ê",NA,NA,NA
"932","R31",818911,"v1.9 rev 2126ab0","Reptilia","Squamata","Gekkonidae","Mediodactylus heterocercus","(Blanford, 1874)",NA,NA,NA
"933","R32",818913,"v1.9 rev 2126ab0","Reptilia","Squamata","Gekkonidae","Mediodactylus kotschyi","(Steindachner, 1870)",NA,NA,NA
"934","R33",818915,"v1.9 rev 2126ab0","Reptilia","Squamata","Gekkonidae","Mediodactylus russowii","(Strauch, 1887)",NA,NA,NA
"935","R34",208988,"v1.9 rev 2126ab0","Reptilia","Squamata","Gekkonidae","Cyrtopodion scabrum","(Heyden in Rppell, 1827)Ê","Cyrtodactylus scaber",NA,NA
"936","R35",NA,"v1.9 rev 2126ab0","Reptilia","Squamata","Lacertidae","Darevskia alpina","(Darevsky, 1967)",NA,NA,NA
"937","R36",NA,"v1.9 rev 2126ab0","Reptilia","Squamata","Lacertidae","Darevskia armeniaca","(Mhely, 1909)",NA,NA,NA
"938","R37",NA,"v1.9 rev 2126ab0","Reptilia","Squamata","Lacertidae","Darevskia bendimahiensis","(Schmidtler, Eiselt & Darevsky, 1994)",NA,NA,NA
"939","R38",NA,"v1.9 rev 2126ab0","Reptilia","Squamata","Lacertidae","Darevskia brauneri","(Mhely, 1909)",NA,NA,NA
"940","R39",NA,"v1.9 rev 2126ab0","Reptilia","Squamata","Lacertidae","Darevskia caucasica","(Mhely, 1909)",NA,NA,NA
"941","R40",NA,"v1.9 rev 2126ab0","Reptilia","Squamata","Lacertidae","Darevskia clarkorum","(Darevsky & Vedmederja, 1977)",NA,NA,NA
"942","R41",NA,"v1.9 rev 2126ab0","Reptilia","Squamata","Lacertidae","Darevskia daghestanica","(Darevsky, 1967)",NA,NA,NA
"943","R42",NA,"v1.9 rev 2126ab0","Reptilia","Squamata","Lacertidae","Darevskia dahli","(Darevsky, 1957)",NA,NA,NA
"944","R43",NA,"v1.9 rev 2126ab0","Reptilia","Squamata","Lacertidae","Darevskia derjugini","(Nikolsky, 1898)",NA,NA,NA
"945","R44",NA,"v1.9 rev 2126ab0","Reptilia","Squamata","Lacertidae","Darevskia dryada","(Darevsky & Tuniyev, 1997)",NA,NA,NA
"946","R45",NA,"v1.9 rev 2126ab0","Reptilia","Squamata","Lacertidae","Darevskia lindholmi","(Lantz & Cyrn, 1936)",NA,NA,NA
"947","R46",NA,"v1.9 rev 2126ab0","Reptilia","Squamata","Lacertidae","Darevskia mixta","(Mhely, 1909)",NA,NA,NA
"948","R47",NA,"v1.9 rev 2126ab0","Reptilia","Squamata","Lacertidae","Darevskia raddei nairensis","(Darewskij, 1967)",NA,NA,NA
"949","R48",NA,"v1.9 rev 2126ab0","Reptilia","Squamata","Lacertidae","Darevskia parvula","(Lantz & Cyrn, 1913)",NA,NA,NA
"950","R49",NA,"v1.9 rev 2126ab0","Reptilia","Squamata","Lacertidae","Darevskia portschinskii","(Kessler, 1878)",NA,NA,NA
"951","R50",NA,"v1.9 rev 2126ab0","Reptilia","Squamata","Lacertidae","Darevskia praticola","(Eversmann, 1834)",NA,NA,NA
"952","R51",NA,"v1.9 rev 2126ab0","Reptilia","Squamata","Lacertidae","Darevskia raddei","(Boettger, 1892)",NA,NA,NA
"953","R52",NA,"v1.9 rev 2126ab0","Reptilia","Squamata","Lacertidae","Darevskia rostombekovi","(Darevsky, 1957)",NA,NA,NA
"954","R53",NA,"v1.9 rev 2126ab0","Reptilia","Squamata","Lacertidae","Darevskia rudis","(Bedriaga, 1886)",NA,NA,NA
"955","R54",NA,"v1.9 rev 2126ab0","Reptilia","Squamata","Lacertidae","Darevskia sapphirina","(Schmidtler, Eiselt & Darevsky, 1994)",NA,NA,NA
"956","R55",NA,"v1.9 rev 2126ab0","Reptilia","Squamata","Lacertidae","Darevskia saxicola","(Eversmann, 1834)",NA,NA,NA
"957","R56",NA,"v1.9 rev 2126ab0","Reptilia","Squamata","Lacertidae","Darevskia unisexualis","(Darevsky, 1966)Ê",NA,NA,NA
"958","R57",NA,"v1.9 rev 2126ab0","Reptilia","Squamata","Lacertidae","Darevskia uzzelli","(Darevsky & Danielyan, 1977)",NA,NA,NA
"959","R58",NA,"v1.9 rev 2126ab0","Reptilia","Squamata","Lacertidae","Darevskia valentini","(Boettger, 1892)",NA,NA,NA
"960","R59",1081802,"v1.9 rev 2126ab0","Reptilia","Squamata","Colubridae","Eirenis aurolineatus","(Venzmer, 1919)Ê","Contia collaris aurolineata",NA,NA
"961","R60",1081803,"v1.9 rev 2126ab0","Reptilia","Squamata","Colubridae","Eirenis barani","Schmidtler, 1988Ê",NA,NA,NA
"962","R61",1081691,"v1.9 rev 2126ab0","Reptilia","Squamata","Colubridae","Platyceps collaris","(Mller, 1878)Ê","Zamenis dahlii collaris",NA,NA
"963","R62",1081804,"v1.9 rev 2126ab0","Reptilia","Squamata","Colubridae","Eirenis coronella","(Schlegel, 1837)Ê","Calamaria coronella",NA,NA
"964","R63",1081805,"v1.9 rev 2126ab0","Reptilia","Squamata","Colubridae","Eirenis decemlineatus","(A. M. C. Dumril, Bibron and A. H. A. Dumril, 1854)Ê","Ablabes decemlineatus",NA,NA
"965","R64",1081806,"v1.9 rev 2126ab0","Reptilia","Squamata","Colubridae","Eirenis eiselti","Schmidtler, 1978Ê",NA,NA,NA
"966","R65",1081807,"v1.9 rev 2126ab0","Reptilia","Squamata","Colubridae","Eirenis hakkariensis","Schmidtler and Eiselt, 1991Ê",NA,NA,NA
"967","R66",1081498,"v1.9 rev 2126ab0","Reptilia","Squamata","Colubridae","Eirenis levantinus","Schmidtler, 1993Ê",NA,NA,NA
"968","R67",1081499,"v1.9 rev 2126ab0","Reptilia","Squamata","Colubridae","Eirenis lineomaculatus","Schmidt, 1939Ê",NA,NA,NA
"969","R68",1081501,"v1.9 rev 2126ab0","Reptilia","Squamata","Colubridae","Eirenis modestus","(Martin, 1838)Ê","Coronella modesta",NA,NA
"970","R69",1081502,"v1.9 rev 2126ab0","Reptilia","Squamata","Colubridae","Eirenis punctatolineatus","(Boettger, 1892)Ê","Cyclophis modestus punctatolineata",NA,NA
"971","R70",1081504,"v1.9 rev 2126ab0","Reptilia","Squamata","Colubridae","Eirenis rothii","Jan, 1863",NA,NA,NA
"972","R71",1081505,"v1.9 rev 2126ab0","Reptilia","Squamata","Colubridae","Eirenis thospitis","Schmidtler and Lanza, 1990Ê",NA,NA,NA
"973","R72",1081814,"v1.9 rev 2126ab0","Reptilia","Squamata","Colubridae","Elaphe dione","(Pallas, 1773)Ê","Coluber dione",NA,NA
"974","R73",1081500,"v1.9 rev 2126ab0","Reptilia","Squamata","Colubridae","Eirenis medus","(Chernov, 1940)Ê","Contia meda",NA,NA
"975","R74",1081821,"v1.9 rev 2126ab0","Reptilia","Squamata","Colubridae","Zamenis hohenackeri","(Strauch, 1873)Ê","Coluber hohenackeri",NA,NA
"976","R75",1081822,"v1.9 rev 2126ab0","Reptilia","Squamata","Colubridae","Zamenis lineatus","(Camerano, 1891)Ê","Callopeltis longissimus lineata",NA,NA
"977","R76",1081823,"v1.9 rev 2126ab0","Reptilia","Squamata","Colubridae","Zamenis longissimus","(Laurenti, 1768)Ê","Natrix longissima",NA,NA
"978","R77",1081831,"v1.9 rev 2126ab0","Reptilia","Squamata","Colubridae","Elaphe quatuorlineata","(Bonnaterre, 1790)Ê","Coluber quatuorlineatus",NA,NA
"979","R78",1082914,"v1.9 rev 2126ab0","Reptilia","Squamata","Colubridae","Zamenis scalaris","(Schinz, 1822)Ê","Rhinechis scalaris","Coluber scalaris",NA
"980","R79",1081836,"v1.9 rev 2126ab0","Reptilia","Squamata","Colubridae","Zamenis situla","(Linnaeus, 1758)Ê","Coluber situla",NA,NA
"981","R80",551943,"v1.9 rev 2126ab0","Reptilia","Testudines","Emydidae","Emys orbicularis","(Linnaeus, 1758)Ê",NA,NA,NA
"982","R81",NA,"v1.9 rev 2126ab0","Reptilia","Squamata","Lacertidae","Eremias arguta","(Pallas, 1773)",NA,NA,NA
"983","R82",NA,"v1.9 rev 2126ab0","Reptilia","Squamata","Lacertidae","Eremias intermedia","Bischoff, 1978",NA,NA,NA
"984","R83",NA,"v1.9 rev 2126ab0","Reptilia","Squamata","Lacertidae","Eremias pleskei","Nikolsky, 1905",NA,NA,NA
"985","R84",NA,"v1.9 rev 2126ab0","Reptilia","Squamata","Lacertidae","Eremias scripta","(Strauch, 1867)",NA,NA,NA
"986","R85",NA,"v1.9 rev 2126ab0","Reptilia","Squamata","Lacertidae","Eremias strauchi","Kessler, 1878",NA,NA,NA
"987","R86",NA,"v1.9 rev 2126ab0","Reptilia","Squamata","Lacertidae","Eremias suphani","Basoglu & Hellmich, 1968",NA,NA,NA
"988","R87",NA,"v1.9 rev 2126ab0","Reptilia","Squamata","Lacertidae","Eremias velox","(Pallas, 1771)",NA,NA,NA
"989","R88",634806,"v1.9 rev 2126ab0","Reptilia","Squamata","Boidae","Eryx jaculus","(Linnaeus, 1758)Ê",NA,NA,NA
"990","R89",634809,"v1.9 rev 2126ab0","Reptilia","Squamata","Boidae","Eryx miliaris","(Pallas, 1773)Ê",NA,NA,NA
"991","R90",818508,"v1.9 rev 2126ab0","Reptilia","Squamata","Gekkonidae","Euleptes europaea","(Gene, 1839)Ê",NA,NA,NA
"992","R91",NA,"v1.9 rev 2126ab0","Reptilia","Squamata","Scincidae","Eumeces schneideri","(Daudin, 1802)",NA,NA,NA
"993","R92",NA,"v1.9 rev 2126ab0","Reptilia","Squamata","Lacertidae","Gallotia atlantica","(Peters & Doria, 1882)",NA,NA,NA
"994","R93",NA,"v1.9 rev 2126ab0","Reptilia","Squamata","Lacertidae","Gallotia auaritae","Mateo, Garcia-marquez, Lpez-jurado & Barahona, 2001",NA,NA,NA
"995","R94",NA,"v1.9 rev 2126ab0","Reptilia","Squamata","Lacertidae","Gallotia bravoana","Hutterer, 1985",NA,NA,NA
"996","R95",NA,"v1.9 rev 2126ab0","Reptilia","Squamata","Lacertidae","Gallotia caesaris","Lehrs, 1914",NA,NA,NA
"997","R96",NA,"v1.9 rev 2126ab0","Reptilia","Squamata","Lacertidae","Gallotia galloti","(Oudart, 1839)",NA,NA,NA
"998","R97",NA,"v1.9 rev 2126ab0","Reptilia","Squamata","Lacertidae","Gallotia intermedia","Barrbadillo, Lacoba, Prez-mellado, Sancho & Lpez-jurado, 1999",NA,NA,NA
"999","R98",NA,"v1.9 rev 2126ab0","Reptilia","Squamata","Lacertidae","Gallotia simonyi","(Steindachner, 1889)",NA,NA,NA
"1000","R99",NA,"v1.9 rev 2126ab0","Reptilia","Squamata","Lacertidae","Gallotia stehlini","(Schenkel, 1901)",NA,NA,NA
"1001","R100",634887,"v1.9 rev 2126ab0","Reptilia","Squamata","Viperidae","Gloydius intermedius","(Strauch, 1868)Ê","Gloydius intermedius intermedius","Trigonocephalus intermedius",NA
"1002","R101",NA,"v1.9 rev 2126ab0","Reptilia","Squamata","Lacertidae","Hellenolacerta graeca","(Bedriaga, 1886)",NA,NA,NA
"1003","R102",174059,"v1.9 rev 2126ab0","Reptilia","Squamata","Gekkonidae","Hemidactylus turcicus","(Linnaeus, 1758)Ê",NA,NA,NA
"1004","R103",1081681,"v1.9 rev 2126ab0","Reptilia","Squamata","Colubridae","Hemorrhois hippocrepis","(Linnaeus, 1758)Ê","Coluber hippocrepis",NA,NA
"1005","R104",1082842,"v1.9 rev 2126ab0","Reptilia","Squamata","Colubridae","Dolichophis cypriensis","(Schtti, 1985)Ê","Hierophis cypriensis","Coluber cypriensis",NA
"1006","R105",1081680,"v1.9 rev 2126ab0","Reptilia","Squamata","Colubridae","Hierophis gemonensis","(Laurenti, 1768)Ê","Natrix gemonensis",NA,NA
"1007","R106",1081699,"v1.9 rev 2126ab0","Reptilia","Squamata","Colubridae","Hierophis viridiflavus","(Lacpde, 1789)Ê","Coluber viridiflavus",NA,NA
"1008","R107",NA,"v1.9 rev 2126ab0","Reptilia","Squamata","Lacertidae","Iberolacerta aranica","(Arribas, 1993)",NA,NA,NA
"1009","R108",NA,"v1.9 rev 2126ab0","Reptilia","Squamata","Lacertidae","Iberolacerta aurelioi","(Arribas, 1994)",NA,NA,NA
"1010","R109",NA,"v1.9 rev 2126ab0","Reptilia","Squamata","Lacertidae","Iberolacerta bonnali","(Lantz, 1927)",NA,NA,NA
"1011","R110",NA,"v1.9 rev 2126ab0","Reptilia","Squamata","Lacertidae","Iberolacerta cyreni","(Mller & Hellmich, 1937)",NA,NA,NA
"1012","R111",NA,"v1.9 rev 2126ab0","Reptilia","Squamata","Lacertidae","Iberolacerta galani","Arribas, Carranza & Odierna, 2006",NA,NA,NA
"1013","R112",NA,"v1.9 rev 2126ab0","Reptilia","Squamata","Lacertidae","Iberolacerta horvathi","(Mhely, 1904)",NA,NA,NA
"1014","R113",NA,"v1.9 rev 2126ab0","Reptilia","Squamata","Lacertidae","Iberolacerta martinezricai","(Arribas, 1996)",NA,NA,NA
"1015","R114",NA,"v1.9 rev 2126ab0","Reptilia","Squamata","Lacertidae","Iberolacerta monticola","(Boulenger, 1905)",NA,NA,NA
"1016","R115",NA,"v1.9 rev 2126ab0","Reptilia","Squamata","Lacertidae","Lacerta agilis","Linnaeus, 1758",NA,NA,NA
"1017","R116",NA,"v1.9 rev 2126ab0","Reptilia","Squamata","Lacertidae","Anatololacerta anatolica","(Werner, 1900)",NA,NA,NA
"1018","R117",683036,"v1.9 rev 2126ab0","Reptilia","Squamata","Lacertidae","Lacerta bilineata","Daudin, 1802Ê",NA,NA,NA
"1019","R118",NA,"v1.9 rev 2126ab0","Reptilia","Squamata","Lacertidae","Apathya cappadocica","(Werner, 1902)",NA,NA,NA
"1020","R119",NA,"v1.9 rev 2126ab0","Reptilia","Squamata","Lacertidae","Phoenicolacerta cyanisparsa","(Schmidtler & Bischoff, 1999)",NA,NA,NA
"1021","R120",NA,"v1.9 rev 2126ab0","Reptilia","Squamata","Lacertidae","Anatololacerta danfordi","(Gnther, 1876)",NA,NA,NA
"1022","R121",NA,"v1.9 rev 2126ab0","Reptilia","Squamata","Lacertidae","Teira dugesii","(Milne-edwards, 1829)",NA,NA,NA
"1023","R122",NA,"v1.9 rev 2126ab0","Reptilia","Squamata","Lacertidae","Phoenicolacerta laevis","(Gray, 1838)",NA,NA,NA
"1024","R123",NA,"v1.9 rev 2126ab0","Reptilia","Squamata","Lacertidae","Timon lepidus","(Daudin, 1802)",NA,NA,NA
"1025","R124",NA,"v1.9 rev 2126ab0","Reptilia","Squamata","Lacertidae","Lacerta media","Lantz & Cyrn, 1920",NA,NA,NA
"1026","R125",NA,"v1.9 rev 2126ab0","Reptilia","Squamata","Lacertidae","Dinarolacerta mosorensis","(Kolombatovic, 1886)",NA,NA,NA
"1027","R126",NA,"v1.9 rev 2126ab0","Reptilia","Squamata","Lacertidae","Dinarolacerta montenegrina","Ljubisavljevi, Arribas, Duki & Carranza, 2007",NA,NA,NA
"1028","R127",NA,"v1.9 rev 2126ab0","Reptilia","Squamata","Lacertidae","Anatololacerta oertzeni","Arnold et al. 2007",NA,NA,NA
"1029","R128",NA,"v1.9 rev 2126ab0","Reptilia","Squamata","Lacertidae","Dalmatolacerta oxycephala","(Schlegel, 1839)",NA,NA,NA
"1030","R129",NA,"v1.9 rev 2126ab0","Reptilia","Squamata","Lacertidae","Lacerta pamphylica","Schmidtler, 1975",NA,NA,NA
"1031","R130",NA,"v1.9 rev 2126ab0","Reptilia","Squamata","Lacertidae","Parvilacerta parva","(Boulenger, 1887)",NA,NA,NA
"1032","R131",NA,"v1.9 rev 2126ab0","Reptilia","Squamata","Lacertidae","Timon princeps","(Blanford, 1874)",NA,NA,NA
"1033","R132",NA,"v1.9 rev 2126ab0","Reptilia","Squamata","Lacertidae","Lacerta schreiberi","Bedriaga, 1878",NA,NA,NA
"1034","R133",NA,"v1.9 rev 2126ab0","Reptilia","Squamata","Lacertidae","Lacerta strigata","Eichwald, 1831",NA,NA,NA
"1035","R134",NA,"v1.9 rev 2126ab0","Reptilia","Squamata","Lacertidae","Lacerta trilineata","Bedriaga, 1886",NA,NA,NA
"1036","R135",NA,"v1.9 rev 2126ab0","Reptilia","Squamata","Lacertidae","Phoenicolacerta troodica","(Werner, 1936)",NA,NA,NA
"1037","R136",NA,"v1.9 rev 2126ab0","Reptilia","Squamata","Lacertidae","Lacerta viridis","(Laurenti, 1768)",NA,NA,NA
"1038","R137",NA,"v1.9 rev 2126ab0","Reptilia","Squamata","Lacertidae","Zootoca vivipara","(Lichtenstein, 1823)",NA,NA,NA
"1039","R138",1056822,"v1.9 rev 2126ab0","Reptilia","Squamata","Agamidae","Paralaudakia caucasia","(Eichwald, 1831)",NA,NA,NA
"1040","R139",1056675,"v1.9 rev 2126ab0","Reptilia","Squamata","Agamidae","Stellagama stellio","(Linnaeus, 1758)",NA,NA,NA
"1041","R140",1107545,"v1.9 rev 2126ab0","Reptilia","Squamata","Leptotyphlopidae","Myriopholis macrorhyncha","(Jan, 1860)Ê","Leptotyphlops hamulirostris","Leptotyphlops macrorhynchus","Stenostoma macrorhynchum"
"1042","R141",NA,"v1.9 rev 2126ab0","Reptilia","Squamata","Scincidae","Trachylepis aurata","(Linnaeus, 1758)",NA,NA,NA
"1043","R142",NA,"v1.9 rev 2126ab0","Reptilia","Squamata","Scincidae","Trachylepis vittata","(Olivier, 1804)",NA,NA,NA
"1044","R143",1082660,"v1.9 rev 2126ab0","Reptilia","Squamata","Colubridae","Macroprotodon brevis","(Gnther, 1862)Ê","Coronella brevis",NA,NA
"1045","R144",1082065,"v1.9 rev 2126ab0","Reptilia","Squamata","Colubridae","Macroprotodon cucullatus","(Geoffroy de St-Hilaire, 1827)Ê","Coluber cucullatus",NA,NA
"1046","R145",634977,"v1.9 rev 2126ab0","Reptilia","Squamata","Viperidae","Macrovipera lebetina","(Linnaeus, 1758)Ê","Coluber lebetinus",NA,NA
"1047","R146",634979,"v1.9 rev 2126ab0","Reptilia","Squamata","Viperidae","Macrovipera schweizeri","(Werner, 1935)Ê","Vipera lebetina schweizeri",NA,NA
"1048","R147",1082070,"v1.9 rev 2126ab0","Reptilia","Squamata","Colubridae","Malpolon monspessulanus","(Hermann, 1804)Ê","Coluber monspessulanus",NA,NA
"1049","R148",551928,"v1.9 rev 2126ab0","Reptilia","Testudines","Geoemydidae","Mauremys caspica","(Gmelin, 1774)Ê","Testudo caspica","Emys grayi","Mauremys caspica siebenrocki"
"1050","R149",551931,"v1.9 rev 2126ab0","Reptilia","Testudines","Geoemydidae","Mauremys leprosa","(Schweigger, 1812)Ê",NA,NA,NA
"1051","R150",949164,"v1.9 rev 2126ab0","Reptilia","Testudines","Geoemydidae","Mauremys rivulata","(Valenciennes in Bory de Saint-Vincent, 1833)Ê","Emys tristrami","Emys pannonica","Emys caspica arabica"
